lake,learner,k,rep,label_only_log_mae,calibrated_log_mae,source_only_log_mae,paired_delta_mae,rer_log,rer_reconstruction_denominator,reconstructed_rer
Lake Peipsi,PLSR,5,16,0.21871221945566402,0.2091866514442646,,0.009525568011399421,0.0435529738556772,0.9564470261443228,0.04355297385567726
Lake Peipsi,XGBoost,5,16,0.21871221945566402,0.157387508914927,,0.061324710540737015,0.2803899475276867,0.7196100524723132,0.28038994752768676
Lake Peipsi,MLP,5,16,0.21871221945566402,0.1882626992834687,,0.03044952017219532,0.1392218452894873,0.8607781547105127,0.1392218452894874
Lake Peipsi,PLSR,10,16,0.20855861449809243,0.2239389109759093,,-0.015380296477816857,-0.0737456746985667,1.0737456746985667,-0.07374567469856674
Lake Peipsi,XGBoost,10,16,0.20855861449809246,0.2206138280123894,,-0.012055213514296947,-0.0578025173656014,1.0578025173656014,-0.05780251736560148
Lake Peipsi,MLP,10,16,0.2085586144980924,0.2397188080191963,,-0.031160193521103885,-0.1494073601419867,1.1494073601419867,-0.1494073601419868
Lake Peipsi,PLSR,1,17,0.23860965280864224,0.2056728381362014,,0.032936814672440834,0.138036382453024,0.861963617546976,0.138036382453024
Lake Peipsi,XGBoost,1,17,0.2386096528086422,0.1855806886937626,,0.05302896411487959,0.2222414779463782,0.7777585220536218,0.2222414779463782
Lake Peipsi,MLP,1,17,0.2386096528086422,0.1820537171659406,,0.05655593564270159,0.2370228220307146,0.7629771779692854,0.23702282203071448
Lake Peipsi,PLSR,3,17,0.36004606624288316,0.3148821914478548,,0.04516387479502837,0.1254391528615391,0.8745608471384609,0.12543915286153906
Lake Peipsi,XGBoost,3,17,0.36004606624288316,0.3155789844196481,,0.044467081823235055,0.1235038645254894,0.8764961354745106,0.12350386452548937
Lake Peipsi,MLP,3,17,0.36004606624288316,0.3570161597912593,,0.003029906451623876,0.0084153297356863,0.9915846702643137,0.008415329735686202
Lake Peipsi,PLSR,5,17,0.2546924419359502,0.2739890825200988,,-0.019296640584148594,-0.0757644776571599,1.07576447765716,-0.07576447765715999
Lake Peipsi,XGBoost,5,17,0.25469244193595014,0.2348923633446669,,0.019800078591283243,0.077741128332545,0.922258871667455,0.07774112833254498
Lake Peipsi,MLP,5,17,0.25469244193595025,0.2447948614433949,,0.009897580492555347,0.0388609101578101,0.9611390898421899,0.038860910157810166
Lake Peipsi,PLSR,10,17,0.21800637906713535,0.2379382835781202,,-0.019931904510984838,-0.0914280750957568,1.0914280750957568,-0.09142807509575686
Lake Peipsi,XGBoost,10,17,0.21800637906713533,0.2140365750002287,,0.003969804066906613,0.0182095767188003,0.9817904232811997,0.018209576718800233
Lake Peipsi,MLP,10,17,0.21800637906713533,0.2490744128238634,,-0.031068033756728064,-0.142509739690063,1.142509739690063,-0.14250973969006306
Lake Peipsi,PLSR,1,18,0.4866074655540141,0.4617268219869463,,0.02488064356706776,0.0511308288857269,0.9488691711142732,0.05113082888572676
Lake Peipsi,XGBoost,1,18,0.4866074655540143,0.304025725495979,,0.1825817400580353,0.3752135945921537,0.6247864054078462,0.37521359459215375
Lake Peipsi,MLP,1,18,0.48660746555401424,0.3087941367980479,,0.17781332875596634,0.3654142973317901,0.6345857026682099,0.3654142973317901
Lake Peipsi,PLSR,3,18,0.2136153535751176,0.1920560902151732,,0.021559263359944403,0.1009256216365876,0.8990743783634124,0.10092562163658754
Lake Peipsi,XGBoost,3,18,0.2136153535751176,0.1742528031832692,,0.03936255039184841,0.1842683491162218,0.8157316508837782,0.18426834911622175
Lake Peipsi,MLP,3,18,0.21361535357511757,0.1984926198335753,,0.015122733741542271,0.0707942232639292,0.9292057767360709,0.07079422326392915
Lake Peipsi,PLSR,5,18,0.24277345751721524,0.2617374411674106,,-0.01896398365019536,-0.078113905296717,1.078113905296717,-0.07811390529671704
Lake Peipsi,XGBoost,5,18,0.24277345751721519,0.1866582015451285,,0.05611525597208669,0.2311424578062985,0.7688575421937015,0.23114245780629852
Lake Peipsi,MLP,5,18,0.24277345751721513,0.1938252572087426,,0.04894820030847252,0.2016208806055036,0.7983791193944965,0.20162088060550354
Lake Peipsi,PLSR,10,18,0.2165615051511267,0.3155909222478101,,-0.09902941709668339,-0.4572807732139112,1.4572807732139113,-0.4572807732139113
Lake Peipsi,XGBoost,10,18,0.21656150515112674,0.2750604844324268,,-0.05849897928130007,-0.2701263852927734,1.2701263852927733,-0.27012638529277355
Lake Peipsi,MLP,10,18,0.21656150515112677,0.276491712981453,,-0.05993020783032621,-0.2767352629044182,1.2767352629044182,-0.2767352629044182
Lake Peipsi,PLSR,1,19,0.23860965280864227,0.1988884067029962,,0.03972124610564606,0.1664695622050365,0.8335304377949635,0.16646956220503653
Lake Peipsi,XGBoost,1,19,0.23860965280864233,0.2078562603667531,,0.030753392441889238,0.1288857797286797,0.8711142202713202,0.12888577972867982
Lake Peipsi,MLP,1,19,0.2386096528086423,0.2674464369153693,,-0.028836784106726993,-0.1208533793950049,1.1208533793950048,-0.1208533793950047
Lake Peipsi,PLSR,3,19,0.3436243899225002,0.2591703229203604,,0.08445406700213981,0.2457743600896423,0.7542256399103577,0.24577436008964226
Lake Peipsi,XGBoost,3,19,0.34362438992250033,0.2064330192197802,,0.13719137070272014,0.3992480473844748,0.6007519526155252,0.39924804738447484
Lake Peipsi,MLP,3,19,0.3436243899225002,0.2321518775415347,,0.1114725123809655,0.3244022031209269,0.6755977968790732,0.3244022031209268
Lake Peipsi,PLSR,5,19,0.2143410782933533,0.5784918043806666,,-0.3641507260873133,-1.6989310308480206,2.6989310308480206,-1.6989310308480206
Lake Peipsi,XGBoost,5,19,0.21434107829335328,0.3599543988490702,,-0.14561332055571694,-0.6793532761969858,1.6793532761969858,-0.6793532761969857
Lake Peipsi,MLP,5,19,0.2143410782933533,0.4435469397160064,,-0.2292058614226531,-1.0693510201317793,2.069351020131779,-1.069351020131779
Lake Peipsi,PLSR,10,19,0.22383103060949083,0.202771117210483,,0.02105991339900784,0.0940884398413276,0.9059115601586724,0.09408843984132763
Lake Peipsi,XGBoost,10,19,0.2238310306094908,0.177772230394014,,0.046058800215476814,0.2057748562936532,0.7942251437063468,0.20577485629365316
Lake Peipsi,MLP,10,19,0.22383103060949083,0.2158115873890694,,0.008019443220421446,0.0358281103397659,0.9641718896602341,0.035828110339765844
Lake Peipsi,PLSR,1,20,0.49778698722192805,0.3568403410396268,,0.14094664618230124,0.283146500348347,0.716853499651653,0.283146500348347
Lake Peipsi,XGBoost,1,20,0.49778698722192793,0.2370052590288286,,0.2607817281930993,0.5238821617448461,0.47611783825515386,0.5238821617448461
Lake Peipsi,MLP,1,20,0.4977869872219281,0.3174414517435493,,0.18034553547837878,0.362294588819835,0.637705411180165,0.362294588819835
Lake Peipsi,PLSR,3,20,0.4019371370191145,0.3394314061070283,,0.06250573091208617,0.1555112071020239,0.8444887928979761,0.15551120710202396
Lake Peipsi,XGBoost,3,20,0.4019371370191145,0.272203745363001,,0.12973339165611347,0.32277034511056,0.67722965488944,0.32277034511056
Lake Peipsi,MLP,3,20,0.4019371370191145,0.2641736124847356,,0.1377635245343789,0.3427489236963396,0.6572510763036604,0.3427489236963396
Lake Peipsi,PLSR,5,20,0.3207909615555953,0.278320631595117,,0.04247032996047828,0.1323925350970106,0.8676074649029895,0.13239253509701063
Lake Peipsi,XGBoost,5,20,0.3207909615555951,0.1890041265735356,,0.1317868349820595,0.4108184040934582,0.5891815959065418,0.41081840409345816
Lake Peipsi,MLP,5,20,0.3207909615555952,0.1977145166479262,,0.12307644490766903,0.3836655511557595,0.6163344488442405,0.38366555115575957
Lake Peipsi,PLSR,10,20,0.22766989902383844,0.2278083232005716,,-0.000138424176733154,-0.0006080038303116,1.0006080038303116,-0.0006080038303114538
Lake Peipsi,XGBoost,10,20,0.22766989902383838,0.2125455530499979,,0.015124345973840492,0.0664310274409469,0.9335689725590531,0.0664310274409469
Lake Peipsi,MLP,10,20,0.22766989902383838,0.2306961739013234,,-0.0030262748774850246,-0.0132923797020894,1.0132923797020894,-0.013292379702089466
Lake Peipsi,PLSR,1,21,0.4025018461420737,0.3583918711586864,,0.04410997498338726,0.1095894945831442,0.8904105054168558,0.10958949458314417
Lake Peipsi,XGBoost,1,21,0.4025018461420737,0.2608170936948343,,0.14168475244723938,0.3520101840157179,0.6479898159842821,0.35201018401571793
Lake Peipsi,MLP,1,21,0.4025018461420737,0.2907999169005371,,0.1117019292415366,0.2775190413087399,0.7224809586912602,0.27751904130873983
Lake Peipsi,PLSR,3,21,0.2179158871270601,0.2115543518381853,,0.006361535288874787,0.0291926168432107,0.9708073831567893,0.02919261684321071
Lake Peipsi,XGBoost,3,21,0.21791588712706006,0.215632674668575,,0.002283212458485062,0.0104774937881369,0.9895225062118631,0.010477493788136949
Lake Peipsi,MLP,3,21,0.2179158871270601,0.2532144541199269,,-0.03529856699286679,-0.1619825238003875,1.1619825238003876,-0.16198252380038744
Lake Peipsi,PLSR,5,21,0.22202562556398375,0.1854108462689578,,0.03661477929502596,0.1649123949224064,0.8350876050775936,0.16491239492240636
Lake Peipsi,XGBoost,5,21,0.22202562556398375,0.1586867670366754,,0.06333885852730836,0.2852772310117101,0.7147227689882899,0.28527723101171015
Lake Peipsi,MLP,5,21,0.22202562556398384,0.1892880147800982,,0.03273761078388562,0.1474496884142517,0.8525503115857482,0.14744968841425174
Lake Peipsi,PLSR,10,21,0.2219943288219726,0.1898320788341357,,0.0321622499878369,0.1448786944681021,0.8551213055318979,0.1448786944681021
Lake Peipsi,XGBoost,10,21,0.2219943288219726,0.1715133742817479,,0.05048095454022469,0.2273974859363763,0.7726025140636237,0.22739748593637643
Lake Peipsi,MLP,10,21,0.22199432882197265,0.1887098705850388,,0.03328445823693385,0.1499338154907913,0.8500661845092087,0.1499338154907913
Lake Peipsi,PLSR,1,22,0.23126767663719078,0.2130004720021426,,0.01826720463504819,0.0789872761762239,0.9210127238237761,0.07898727617622389
Lake Peipsi,XGBoost,1,22,0.23126767663719075,0.165807723589955,,0.06545995304723576,0.2830484189082946,0.7169515810917054,0.2830484189082945
Lake Peipsi,MLP,1,22,0.23126767663719083,0.1962301176182055,,0.03503755901898534,0.1515021814264599,0.8484978185735401,0.1515021814264598
Lake Peipsi,PLSR,3,22,0.31664484192987263,0.2184311557874553,,0.09821368614241732,0.310169849734897,0.689830150265103,0.3101698497348971
Lake Peipsi,XGBoost,3,22,0.3166448419298726,0.1948804289533673,,0.12176441297650528,0.3845456897037204,0.6154543102962796,0.38454568970372044
Lake Peipsi,MLP,3,22,0.3166448419298726,0.2361171456177387,,0.08052769631213388,0.2543155078042083,0.7456844921957917,0.2543155078042083
Lake Peipsi,PLSR,5,22,0.2377193354930402,0.345014632570114,,-0.1072952970770738,-0.4513528205057888,1.4513528205057888,-0.45135282050578895
Lake Peipsi,XGBoost,5,22,0.23771933549304025,0.250941702513278,,-0.013222367020237769,-0.0556217542699944,1.0556217542699944,-0.05562175426999433
Lake Peipsi,MLP,5,22,0.23771933549304014,0.2510341016902327,,-0.013314766197192573,-0.0560104444574216,1.0560104444574216,-0.05601044445742174
Lake Peipsi,PLSR,10,22,0.23709142589267693,0.2103927332999365,,0.026698692592740436,0.1126092660927069,0.8873907339072931,0.112609266092707
Lake Peipsi,XGBoost,10,22,0.23709142589267698,0.1663341275894526,,0.07075729830322439,0.2984388619387068,0.7015611380612932,0.29843886193870683
Lake Peipsi,MLP,10,22,0.23709142589267687,0.1989524202290998,,0.03813900566357706,0.1608620130878168,0.8391379869121832,0.16086201308781678
Lake Peipsi,PLSR,1,23,0.218446954042043,0.199042811880169,,0.019404142161874,0.0888277035433618,0.9111722964566382,0.08882770354336175
Lake Peipsi,XGBoost,1,23,0.21844695404204303,0.184013657714686,,0.03443329632735703,0.1576277174569929,0.8423722825430071,0.15762771745699283
Lake Peipsi,MLP,1,23,0.21844695404204303,0.1986311336648432,,0.01981582037719984,0.0907122718051876,0.9092877281948124,0.09071227180518755
Lake Peipsi,PLSR,3,23,0.230351850370733,0.2066614765110062,,0.023690373859726804,0.1028442914313738,0.8971557085686261,0.10284429143137387
Lake Peipsi,XGBoost,3,23,0.2303518503707329,0.1513154840554014,,0.07903636631533151,0.3431114738475687,0.6568885261524313,0.3431114738475686
Lake Peipsi,MLP,3,23,0.23035185037073294,0.184923735652028,,0.04542811471870495,0.1972118421166299,0.8027881578833701,0.19721184211662984
Lake Peipsi,PLSR,5,23,0.2873298393290732,0.2778643920531551,,0.009465447275918082,0.0329427913529355,0.9670572086470645,0.0329427913529356
Lake Peipsi,XGBoost,5,23,0.28732983932907324,0.1918976561994823,,0.09543218312959095,0.3321345949696105,0.6678654050303895,0.3321345949696105
Lake Peipsi,MLP,5,23,0.28732983932907313,0.2426924806233114,,0.04463735870576174,0.1553523200251968,0.8446476799748032,0.15535232002519678
Lake Peipsi,PLSR,10,23,0.21999707031265578,0.2445132132126914,,-0.02451614290003562,-0.1114384921163215,1.1114384921163214,-0.11143849211632141
Lake Peipsi,XGBoost,10,23,0.21999707031265575,0.2172829814934818,,0.0027140888191739543,0.0123369310870705,0.9876630689129295,0.012336931087070529
Lake Peipsi,MLP,10,23,0.21999707031265572,0.2559636656570215,,-0.035966595344365776,-0.1634866939745322,1.1634866939745323,-0.16348669397453242
Lake Peipsi,PLSR,1,24,0.7198754129102443,0.6503098022826821,,0.06956561062756217,0.0966356239060489,0.9033643760939511,0.09663562390604877
Lake Peipsi,XGBoost,1,24,0.7198754129102443,0.4995137238369472,,0.22036168907329706,0.306110865936275,0.693889134063725,0.306110865936275
Lake Peipsi,MLP,1,24,0.7198754129102443,0.4471789215639004,,0.2726964913463439,0.3788106701072143,0.6211893298927857,0.3788106701072142
Lake Peipsi,PLSR,3,24,0.22543204081991655,0.2106760590591441,,0.014755981760772446,0.0654564499906007,0.9345435500093993,0.06545644999060081
Lake Peipsi,XGBoost,3,24,0.22543204081991658,0.2325102314343247,,-0.00707819061440812,-0.0313983330616214,1.0313983330616214,-0.03139833306162148
Lake Peipsi,MLP,3,24,0.22543204081991655,0.3517571473550495,,-0.12632510653513293,-0.5603688831099091,1.5603688831099092,-0.5603688831099092
Lake Peipsi,PLSR,5,24,0.3676238401401315,0.4375171165559074,,-0.06989327641577592,-0.1901217137819916,1.1901217137819917,-0.19012171378199177
Lake Peipsi,XGBoost,5,24,0.36762384014013155,0.3234996931586918,,0.04412414698143974,0.1200252566981723,0.8799747433018277,0.12002525669817236
Lake Peipsi,MLP,5,24,0.3676238401401316,0.3948614985888784,,-0.027237658448746815,-0.074091108175828,1.074091108175828,-0.07409110817582784
Lake Peipsi,PLSR,10,24,0.22743372693548866,0.2105757391318499,,0.016857987803638758,0.0741226347101728,0.9258773652898272,0.07412263471017279
Lake Peipsi,XGBoost,10,24,0.2274337269354886,0.1700654024352555,,0.0573683245002331,0.2522419288942413,0.7477580711057588,0.25224192889424135
Lake Peipsi,MLP,10,24,0.22743372693548866,0.2188018958620733,,0.008631831073415364,0.0379531690844256,0.9620468309155744,0.03795316908442556
Lake Peipsi,PLSR,1,25,0.4314106080758574,0.2660211316223369,,0.16538947645352048,0.3833690445338995,0.6166309554661005,0.3833690445338995
Lake Peipsi,XGBoost,1,25,0.43141060807585735,0.2187797304002411,,0.21263087767561625,0.4928735380319919,0.507126461968008,0.492873538031992
Lake Peipsi,MLP,1,25,0.43141060807585735,0.3977175872330873,,0.03369302084277004,0.0780996559450598,0.9219003440549403,0.07809965594505976
Lake Peipsi,PLSR,3,25,0.2682187897348663,0.2898713440142723,,-0.02165255427940599,-0.0807272059259436,1.0807272059259436,-0.08072720592594364
Lake Peipsi,XGBoost,3,25,0.26821878973486635,0.2000226903255431,,0.06819609940932325,0.2542554790221078,0.7457445209778921,0.2542554790221078
Lake Peipsi,MLP,3,25,0.26821878973486635,0.1955426991371367,,0.07267609059772964,0.2709582276468681,0.729041772353132,0.2709582276468681
Lake Peipsi,PLSR,5,25,0.3012811910704281,0.1837420281408049,,0.11753916292962321,0.3901310885379371,0.6098689114620629,0.3901310885379371
Lake Peipsi,XGBoost,5,25,0.3012811910704281,0.1547622361068991,,0.146518954963529,0.486319605879686,0.5136803941203141,0.4863196058796859
Lake Peipsi,MLP,5,25,0.3012811910704282,0.1782663587051141,,0.12301483236531413,0.4083057022086084,0.5916942977913916,0.4083057022086084
Lake Peipsi,PLSR,10,25,0.22449090913159991,0.210597027312843,,0.01389388181875692,0.0618906184379428,0.9381093815620571,0.06189061843794279
Lake Peipsi,XGBoost,10,25,0.22449090913159997,0.1735389419443294,,0.050951967187270575,0.2269667182279287,0.7730332817720713,0.2269667182279287
Lake Peipsi,MLP,10,25,0.22449090913159986,0.1962865879800976,,0.02820432115150226,0.1256368019722369,0.8743631980277631,0.1256368019722369
Lake Peipsi,PLSR,1,26,0.24937927099636253,0.2105190227599073,,0.03886024823645523,0.1558278942869437,0.8441721057130562,0.1558278942869438
Lake Peipsi,XGBoost,1,26,0.2493792709963625,0.1593268303182986,,0.0900524406780639,0.3611063449949453,0.6388936550050547,0.3611063449949453
Lake Peipsi,MLP,1,26,0.24937927099636256,0.1731491542335052,,0.07623011676285738,0.3056794311792457,0.6943205688207543,0.3056794311792457
Lake Peipsi,PLSR,3,26,0.2273830015846632,0.214377381072786,,0.013005620511877203,0.0571969753643391,0.9428030246356609,0.057196975364339056
Lake Peipsi,XGBoost,3,26,0.22738300158466315,0.157392981558002,,0.06999002002666116,0.3078067246048471,0.692193275395153,0.3078067246048471
Lake Peipsi,MLP,3,26,0.2273830015846632,0.1905402245259939,,0.03684277705866931,0.1620295940400603,0.8379704059599398,0.16202959404006032
Lake Peipsi,PLSR,5,26,0.2567440758547661,0.2560664691562169,,0.0006776066985492157,0.0026392300188467,0.9973607699811533,0.0026392300188465543
Lake Peipsi,XGBoost,5,26,0.2567440758547661,0.2139622529932843,,0.0427818228614818,0.1666321649398478,0.8333678350601522,0.16663216493984767
Lake Peipsi,MLP,5,26,0.25674407585476616,0.2325189831087958,,0.024225092745970372,0.0943550176251144,0.9056449823748856,0.0943550176251145
Lake Peipsi,PLSR,10,26,0.22917493241422338,0.2056906430853681,,0.023484289328855268,0.1024731983412412,0.8975268016587588,0.10247319834124131
Lake Peipsi,XGBoost,10,26,0.22917493241422332,0.1833910007578457,,0.04578393165637762,0.1997772146207208,0.8002227853792792,0.1997772146207208
Lake Peipsi,MLP,10,26,0.22917493241422326,0.2192717455090779,,0.009903186905145356,0.0432123459956884,0.9567876540043116,0.043212345995688295
Lake Peipsi,PLSR,1,27,0.34156233482080206,0.3558053579366806,,-0.01424302311587855,-0.0416996291653609,1.0416996291653609,-0.04169962916536083
Lake Peipsi,XGBoost,1,27,0.341562334820802,0.2247344942098755,,0.11682784061092649,0.3420395789594994,0.6579604210405006,0.3420395789594995
Lake Peipsi,MLP,1,27,0.341562334820802,0.3179152474980123,,0.023647087322789695,0.0692321260857838,0.9307678739142162,0.0692321260857837
Lake Peipsi,PLSR,3,27,0.2256148849553706,0.2199201638735212,,0.005694721081849402,0.0252408914889059,0.9747591085110942,0.025240891488905855
Lake Peipsi,XGBoost,3,27,0.2256148849553707,0.1557704397544071,,0.06984444520096358,0.3095737327749554,0.6904262672250445,0.30957373277495553
Lake Peipsi,MLP,3,27,0.22561488495537066,0.193672088644012,,0.03194279631135866,0.1415810614705973,0.8584189385294028,0.14158106147059718
Lake Peipsi,PLSR,5,27,0.22629746849983617,0.1919718343496302,,0.03432563415020598,0.1516836792780739,0.8483163207219261,0.15168367927807394
Lake Peipsi,XGBoost,5,27,0.22629746849983604,0.1594264115692973,,0.06687105693053874,0.2955006718317774,0.7044993281682226,0.29550067183177736
Lake Peipsi,MLP,5,27,0.22629746849983615,0.1782465412659309,,0.04805092723390525,0.2123352303898518,0.7876647696101482,0.21233523038985183
Lake Peipsi,PLSR,10,27,0.22970897036963764,0.1840354146958635,,0.04567355567377415,0.19883225984582,0.80116774015418,0.19883225984581998
Lake Peipsi,XGBoost,10,27,0.22970897036963764,0.1642610097430648,,0.06544796062657285,0.2849168566298838,0.7150831433701161,0.28491685662988386
Lake Peipsi,MLP,10,27,0.2297089703696377,0.1962063711066999,,0.033502599262937804,0.1458480169518269,0.8541519830481731,0.14584801695182698
Lake Peipsi,PLSR,1,28,0.24937927099636267,0.2024175476907451,,0.04696172330561757,0.1883144546651513,0.8116855453348487,0.18831445466515132
Lake Peipsi,XGBoost,1,28,0.24937927099636267,0.1578189297968991,,0.09156034119946357,0.367152960076098,0.632847039923902,0.36715296007609804
Lake Peipsi,MLP,1,28,0.24937927099636267,0.2160356691510185,,0.033343601845344184,0.1337063837545931,0.8662936162454069,0.13370638375459315
Lake Peipsi,PLSR,3,28,0.28684841392066857,0.2373582767462069,,0.04949013717446166,0.1725306226125501,0.82746937738745,0.17253062261255012
Lake Peipsi,XGBoost,3,28,0.28684841392066857,0.1694612711276856,,0.11738714279298296,0.4092305657061856,0.5907694342938143,0.40923056570618566
Lake Peipsi,MLP,3,28,0.2868484139206685,0.1904243066203552,,0.09642410730031331,0.3361500334649934,0.6638499665350066,0.33615003346499334
Lake Peipsi,PLSR,5,28,0.24097568569751282,0.2228139595884461,,0.018161726109066717,0.0753674600108403,0.9246325399891597,0.0753674600108403
Lake Peipsi,XGBoost,5,28,0.24097568569751276,0.1569847365785451,,0.08399094911896768,0.3485453123222775,0.6514546876777225,0.3485453123222775
Lake Peipsi,MLP,5,28,0.2409756856975127,0.2056273029303723,,0.03534838276714042,0.146688580625624,0.853311419374376,0.14668858062562395
Lake Peipsi,PLSR,10,28,0.23194483704988758,0.2246377274534192,,0.007307109596468381,0.0315036513611218,0.9684963486388782,0.03150365136112181
Lake Peipsi,XGBoost,10,28,0.23194483704988758,0.2006781391920653,,0.03126669785782227,0.1348022956987586,0.8651977043012414,0.13480229569875854
Lake Peipsi,MLP,10,28,0.23194483704988758,0.2300454692086863,,0.0018993678412012882,0.0081888770772853,0.9918111229227147,0.008188877077285382
Lake Peipsi,PLSR,1,29,0.3989257976622848,0.4131216872216331,,-0.014195889559348307,-0.0355852875063074,1.0355852875063074,-0.035585287506307434
Lake Peipsi,XGBoost,1,29,0.39892579766228486,0.1609172880639008,,0.23800850959838407,0.5966234949629352,0.4033765050370648,0.5966234949629352
Lake Peipsi,MLP,1,29,0.39892579766228464,0.1998070799656255,,0.19911871769665915,0.4991372176783946,0.5008627823216054,0.4991372176783946
Lake Peipsi,PLSR,3,29,0.23244449659418506,0.1955760225167837,,0.036868474077401375,0.1586119397597486,0.8413880602402514,0.15861193975974863
Lake Peipsi,XGBoost,3,29,0.23244449659418498,0.1510714388216359,,0.08137305777254908,0.3500752027434008,0.6499247972565991,0.3500752027434008
Lake Peipsi,MLP,3,29,0.23244449659418498,0.1777543378862908,,0.054690158707894176,0.2352826466377862,0.7647173533622138,0.23528264663778614
Lake Peipsi,PLSR,5,29,0.2397984671975239,0.1950270818326461,,0.04477138536487779,0.1867042105025515,0.8132957894974485,0.18670421050255148
Lake Peipsi,XGBoost,5,29,0.23979846719752393,0.1641337582431011,,0.07566470895442282,0.3155345681870081,0.6844654318129919,0.3155345681870081
Lake Peipsi,MLP,5,29,0.23979846719752396,0.175332287600777,,0.06446617959674697,0.2688348164264848,0.7311651835735151,0.2688348164264849
Lake Peipsi,PLSR,10,29,0.2281927016822078,0.2248345451453376,,0.0033581565368701882,0.0147163181160095,0.9852836818839905,0.014716318116009418
Lake Peipsi,XGBoost,10,29,0.2281927016822077,0.1693814073784188,,0.0588112943037889,0.2577264360033216,0.7422735639966784,0.2577264360033215
Lake Peipsi,MLP,10,29,0.2281927016822078,0.2130895250082814,,0.015103176673926383,0.0661860607316845,0.9338139392683155,0.06618606073168454
Lake Peipsi,PLSR,1,30,0.3171886616834014,0.2777138272646109,,0.03947483441879046,0.124452220217347,0.875547779782653,0.12445222021734706
Lake Peipsi,XGBoost,1,30,0.3171886616834013,0.1995390918739638,,0.11764956980943753,0.3709135297456912,0.6290864702543089,0.37091352974569114
Lake Peipsi,MLP,1,30,0.3171886616834012,0.1770234556265114,,0.1401652060568898,0.4418985246635616,0.5581014753364384,0.4418985246635616
Lake Peipsi,PLSR,3,30,0.2180117133841104,0.199802939818907,,0.018208773565203396,0.0835219926825758,0.9164780073174242,0.08352199268257574
Lake Peipsi,XGBoost,3,30,0.2180117133841104,0.1803667329436197,,0.037644980440490694,0.1726741106218621,0.8273258893781379,0.17267411062186216
Lake Peipsi,MLP,3,30,0.21801171338411046,0.2089555768787569,,0.009056136505353557,0.0415396766961826,0.9584603233038174,0.04153967669618268
Lake Peipsi,PLSR,5,30,0.3876471301476671,0.2370262751233598,,0.1506208550243073,0.3885514413105977,0.6114485586894023,0.38855144131059766
Lake Peipsi,XGBoost,5,30,0.38764713014766694,0.1962614471140097,,0.19138568303365724,0.4937110666178331,0.506288933382167,0.49371106661783304
Lake Peipsi,MLP,5,30,0.38764713014766705,0.2337960239101725,,0.15385110623749454,0.3968844093081348,0.6031155906918653,0.3968844093081347
Lake Peipsi,PLSR,10,30,0.38353838122164174,0.243928192223847,,0.13961018899779473,0.3640057741106701,0.6359942258893299,0.3640057741106701
Lake Peipsi,XGBoost,10,30,0.38353838122164174,0.192979388943358,,0.19055899227828374,0.496844635738596,0.503155364261404,0.49684463573859605
Lake Peipsi,MLP,10,30,0.38353838122164174,0.2397165204377253,,0.14382186078391646,0.3749868698302062,0.6250131301697939,0.3749868698302062
Lake Peipsi,PLSR,1,31,0.35404292779957824,0.4006335763103512,,-0.046590648510772936,-0.1315960397355749,1.1315960397355749,-0.1315960397355748
Lake Peipsi,XGBoost,1,31,0.35404292779957824,0.3381017134003513,,0.015941214399226966,0.0450262177189683,0.9549737822810317,0.045026217718968316
Lake Peipsi,MLP,1,31,0.3540429277995783,0.3859626168803773,,-0.03191968908079901,-0.0901576777076361,1.090157677707636,-0.09015767770763602
Lake Peipsi,PLSR,3,31,0.23047902449650004,0.2041680230319337,,0.02631100146456633,0.1141578951944364,0.8858421048055636,0.11415789519443635
Lake Peipsi,XGBoost,3,31,0.23047902449650007,0.153484829603927,,0.07699419489257306,0.3340615994021887,0.6659384005978113,0.3340615994021888
Lake Peipsi,MLP,3,31,0.23047902449649993,0.179120240187924,,0.05135878430857593,0.222834950783152,0.777165049216848,0.2228349507831519
Lake Peipsi,PLSR,5,31,0.21517253016513618,0.1944898924641238,,0.02068263770101239,0.0961211764528099,0.9038788235471901,0.09612117645280994
Lake Peipsi,XGBoost,5,31,0.21517253016513607,0.1611916658546842,,0.053980864310451876,0.2508724592321297,0.7491275407678704,0.25087245923212964
Lake Peipsi,MLP,5,31,0.2151725301651361,0.1926395555583247,,0.02253297460681139,0.1047204935607409,0.8952795064392591,0.10472049356074087
Lake Peipsi,PLSR,10,31,0.23852867679001208,0.1785107503196453,,0.06001792647036677,0.251617225911294,0.748382774088706,0.25161722591129404
Lake Peipsi,XGBoost,10,31,0.23852867679001197,0.1601340186022329,,0.07839465818777908,0.3286592453208515,0.6713407546791486,0.32865924532085145
Lake Peipsi,MLP,10,31,0.23852867679001197,0.1901970404099692,,0.04833163638004276,0.2026239989431182,0.7973760010568818,0.20262399894311822
Lake Peipsi,PLSR,1,32,0.21914767262909235,0.1985109300506499,,0.020636742578442446,0.0941681989554513,0.9058318010445487,0.09416819895545121
Lake Peipsi,XGBoost,1,32,0.2191476726290924,0.2371230555388029,,-0.017975382909710486,-0.0820240610991714,1.0820240610991714,-0.08202406109917135
Lake Peipsi,MLP,1,32,0.21914767262909246,0.2678376004893586,,-0.04868992786026616,-0.222178611592594,1.2221786115925939,-0.22217861159259383
Lake Peipsi,PLSR,3,32,0.22901021382530054,0.1964397389337739,,0.032570474891526646,0.1422227983863852,0.8577772016136148,0.1422227983863851
