lake,learner,k,lake_label_only_log_mae,lake_calibrated_log_mae,lake_source_only_log_mae,lake_paired_delta_mae,repeat_count,positive_delta_repeat_fraction,median_component_difference,median_pairing_gap
Lake Kummerow,PLSR,3,0.33845084600456066,0.30885996593789655,,0.02489937044949231,100,0.78,0.029590880066664105,-0.004691509617171796
Lake Kummerow,PLSR,5,0.32849833857162436,0.3432271682992679,,-0.01669082446944467,100,0.45,-0.014728829727643555,-0.001961994741801115
Lake Kummerow,PLSR,10,0.33376173391015646,0.35426109955337354,,-0.01746350411445516,100,0.31,-0.020499365643217082,0.003035861528761924
Lake Kummerow,XGBoost,1,0.4163114421998073,0.3016719642526067,,0.05871710958249765,100,0.86,0.11463947794720064,-0.05592236836470299
Lake Kummerow,XGBoost,3,0.33845084600456055,0.27308963655015583,,0.059607503231070405,100,0.95,0.06536120945440471,-0.005753706223334307
Lake Kummerow,XGBoost,5,0.32849833857162436,0.2928987241404199,,0.03756194714102898,100,0.68,0.03559961443120446,0.001962332709824516
Lake Kummerow,XGBoost,10,0.3337617339101564,0.3006354853866427,,0.030947902817946876,100,0.82,0.0331262485235137,-0.0021783457055668254
Lake Obłęże,MLP,1,0.278550036227092,0.1852640597414781,,0.08931052613337101,100,0.99,0.0932859764856139,-0.003975450352242893
Lake Obłęże,MLP,3,0.25059683618959383,0.16845676540340354,,0.08925048245834877,100,1.0,0.08214007078619029,0.007110411672158479
Lake Obłęże,MLP,5,0.24470414014515557,0.17169755196669867,,0.0742311204385737,100,0.86,0.0730065881784569,0.0012245322601168035
Lake Obłęże,MLP,10,0.23660790739484436,0.16849993834082627,,0.06487601278592725,100,0.88,0.06810796905401809,-0.0032319562680908354
Lake Obłęże,PLSR,1,0.27855003622709207,0.17469613117789945,,0.08450880093467773,100,0.96,0.10385390504919262,-0.019345104114514886
Lake Obłęże,PLSR,3,0.2505968361895938,0.1847929444847519,,0.06875116266792833,100,0.98,0.06580389170484188,0.0029472709630864458
Lake Obłęże,PLSR,5,0.24470414014515562,0.20155576218017524,,0.05704759512549125,100,0.69,0.04314837796498039,0.01389921716051086
Lake Obłęże,PLSR,10,0.23660790739484433,0.1882003028083527,,0.05634448022653485,100,0.8,0.048407604586491626,0.007936875640043223
Lake Obłęże,XGBoost,1,0.27855003622709196,0.1567319082792985,,0.12258991131574876,100,0.93,0.12181812794779345,0.0007717833679553032
Lake Obłęże,XGBoost,3,0.2505968361895937,0.13163592573988908,,0.12065209778517703,100,1.0,0.11896091044970464,0.0016911873354723966
Lake Obłęże,XGBoost,5,0.24470414014515562,0.1474179387213747,,0.08617232202224367,100,0.91,0.09728620142378092,-0.011113879401537241
Lake Obłęże,XGBoost,10,0.23660790739484436,0.14863761745041448,,0.08447303584124714,100,0.94,0.08797028994442987,-0.0034972541031827314
Lake Peipsi,MLP,1,0.2536536221912869,0.1986311336648432,,0.04985510107486349,100,0.81,0.0550224885264437,-0.005167387451580213
Lake Peipsi,MLP,3,0.23081861618994698,0.1921621224383983,,0.046496674223057324,100,0.88,0.03865649375154867,0.007840180471508654
Lake Peipsi,MLP,5,0.23247128024690444,0.19635981992472168,,0.037720019527747006,100,0.79,0.036111460322182765,0.0016085592055642417
Lake Peipsi,MLP,10,0.22742739724007086,0.21476652755055287,,0.01802212096137039,100,0.69,0.01266086968951799,0.005361251271852399
Lake Peipsi,PLSR,1,0.25365362219128684,0.2359720903043897,,0.02888182795721611,100,0.78,0.01768153188689714,0.011200296070318971
Lake Peipsi,PLSR,3,0.230818616189947,0.21169830663379463,,0.022419458306938603,100,0.86,0.019120309556152376,0.0032991487507862266
Lake Peipsi,PLSR,5,0.23247128024690444,0.22238754951245682,,0.016442524085649127,100,0.65,0.010083730734447627,0.0063587933512015
Lake Peipsi,PLSR,10,0.22742739724007088,0.20833032164497378,,0.02368361841207059,100,0.74,0.0190970755950971,0.004586542816973488
Lake Peipsi,XGBoost,1,0.2536536221912869,0.1778314477195045,,0.07682032315451767,100,0.88,0.07582217447178241,0.0009981486827352615
Lake Peipsi,XGBoost,3,0.23081861618994698,0.1647285114882318,,0.06979592247328734,100,0.93,0.06609010470171517,0.0037058177715721674
Lake Peipsi,XGBoost,5,0.23247128024690442,0.1697777024239578,,0.06131811274395409,100,0.84,0.06269357782294663,-0.001375465078992541
Lake Peipsi,XGBoost,10,0.22742739724007083,0.1807946479298761,,0.047629775609870625,100,0.83,0.04663274931019473,0.0009970262996758933
Lake Winnipeg,MLP,1,0.3843932541729666,0.2792210694397936,,0.12981897704796463,100,0.81,0.10517218473317302,0.02464679231479161
Lake Winnipeg,MLP,3,0.36815191491812294,0.24142815916016935,,0.129550642503461,100,0.96,0.12672375575795358,0.0028268867455074065
Lake Winnipeg,MLP,5,0.3559797617558522,0.25600113316274875,,0.10931716669316528,100,0.86,0.09997862859310347,0.009338538100061813
Lake Winnipeg,MLP,10,0.3507509799364231,0.2110566988639913,,0.13820828868449817,100,0.97,0.13969428107243181,-0.001485992387933649
Lake Winnipeg,PLSR,1,0.38439325417296666,0.35401906341131584,,0.045503425568861444,100,0.8,0.03037419076165082,0.015129234807210623
Lake Winnipeg,PLSR,3,0.36815191491812305,0.3162846129721344,,0.05541375965184797,100,0.8,0.05186730194598865,0.0035464577058593183
Lake Winnipeg,PLSR,5,0.3559797617558522,0.32288496112889586,,0.03573065502589129,100,0.75,0.033094800626956355,0.0026358543989349337
Lake Winnipeg,PLSR,10,0.3507509799364231,0.2870718511846734,,0.06627225461192993,100,0.87,0.06367912875174975,0.0025931258601801788
Lake Winnipeg,XGBoost,1,0.38439325417296666,0.23791540402722616,,0.1518779252214802,100,0.92,0.1464778501457405,0.0054000750757396965
Lake Winnipeg,XGBoost,3,0.368151914918123,0.22085810417186624,,0.15267530869084955,100,0.99,0.14729381074625675,0.005381497944592806
Lake Winnipeg,XGBoost,5,0.3559797617558522,0.22320272519308315,,0.13499964620965535,100,0.95,0.13277703656276907,0.002222609646886281
Lake Winnipeg,XGBoost,10,0.3507509799364231,0.18260122123502148,,0.16469749595816907,100,1.0,0.16814975870140164,-0.0034522627432325703
Lake Łebsko,MLP,1,0.1516645020109796,0.1560070803156909,,-0.006012401939816531,100,0.39,-0.004342578304711298,-0.0016698236351052331
Lake Łebsko,MLP,3,0.1439051257770298,0.14322568996308285,,-0.0026025008261836013,100,0.45,0.0006794358139469436,-0.003281936640130545
Lake Łebsko,MLP,5,0.1442495337659516,0.12460154469442031,,0.01807944826994303,100,0.68,0.019647989071531285,-0.0015685408015882543
Lake Łebsko,MLP,10,0.13962810243951196,0.1117369170113298,,0.02611336609466424,100,0.8,0.027891185428182155,-0.0017778193335179146
Lake Łebsko,PLSR,1,0.15166450201097958,0.16632692879652816,,-0.0016718290905195221,100,0.5,-0.014662426785548577,0.012990597695029055
Lake Łebsko,PLSR,3,0.1439051257770298,0.14473516751446197,,-0.0017913976721229546,100,0.48,-0.0008300417374321745,-0.0009613559346907802
Lake Łebsko,PLSR,5,0.14424953376595157,0.14262606001129566,,-0.0013756458282831174,100,0.45,0.0016234737546559075,-0.002999119582939025
Lake Łebsko,PLSR,10,0.13962810243951201,0.12938934428758958,,0.011085132202116307,100,0.7,0.010238758151922434,0.0008463740501938738
Lake Łebsko,XGBoost,1,0.15166450201097953,0.1025659039664508,,0.04649004770397103,100,0.86,0.049098598044528735,-0.002608550340557708
Lake Łebsko,XGBoost,3,0.14390512577702974,0.0935157184964577,,0.049453930093596714,100,1.0,0.050389407280572035,-0.0009354771869753212
Lake Łebsko,XGBoost,5,0.1442495337659516,0.10197159655743049,,0.0417027739405993,100,0.9,0.042277937208521105,-0.0005751632679218063
Lake Łebsko,XGBoost,10,0.13962810243951201,0.09946095383446016,,0.038333927955628386,100,0.96,0.040167148605051856,-0.0018332206494234699
Mantova,MLP,1,0.1890125823305581,0.2058838227388774,,-0.0076358939144386545,100,0.39,-0.016871240408319305,0.00923534649388065
Mantova,MLP,3,0.17814010646003037,0.19249263669969074,,-0.009112139665155741,100,0.37,-0.014352530239660377,0.005240390574504636
Mantova,MLP,5,0.1735085191277999,0.21290118338816705,,-0.030116666243980295,100,0.19,-0.03939266426036714,0.009275998016386844
Mantova,MLP,10,0.17325260637385925,0.2005138440942841,,-0.026461204308852723,100,0.23,-0.027261237720424852,0.0008000334115721291
Mantova,PLSR,1,0.18901258233055807,0.174740818315176,,0.01789498896372474,100,0.78,0.014271764015382077,0.0036232249483426626
Mantova,PLSR,3,0.17814010646003034,0.1616614109034646,,0.017446380035773243,100,0.78,0.016478695556565753,0.0009676844792074896
Mantova,PLSR,5,0.1735085191277999,0.17878882530206164,,-0.001604684715611454,100,0.46,-0.0052803061742617285,0.0036756214586502745
Mantova,PLSR,10,0.17325260637385925,0.1665784775540452,,0.01395507734796965,100,0.67,0.006674128819814051,0.007280948528155598
Mantova,XGBoost,1,0.18901258233055807,0.1804291771410614,,0.014720090956324261,100,0.69,0.008583405189496657,0.006136685766827604
Mantova,XGBoost,3,0.17814010646003037,0.1725255923620208,,0.005744434261017131,100,0.6,0.00561451409800956,0.00012992016300757137
Mantova,XGBoost,5,0.1735085191277999,0.19963277989887254,,-0.024484394225812417,100,0.25,-0.026124260771072633,0.0016398665452602157
Mantova,XGBoost,10,0.17325260637385922,0.19055476095963494,,-0.012052179589095574,100,0.35,-0.01730215458577572,0.005249974996680146
Morse Reservoir,MLP,1,0.17071864045771823,0.1615097794973663,,0.0030102215505805607,100,0.53,0.009208860960351922,-0.0061986394097713615
Morse Reservoir,MLP,3,0.15134967213807482,0.14893058236736167,,0.0002636397106588889,100,0.5,0.0024190897707131453,-0.0021554500600542564
Morse Reservoir,MLP,5,0.14231737090211716,0.11146656999500934,,0.03714688622266441,100,0.85,0.030850800907107817,0.006296085315556595
Morse Reservoir,MLP,10,0.14122522705769122,0.0949231497241721,,0.046228291226894924,100,0.98,0.046302077333519126,-7.378610662420182e-05
Morse Reservoir,PLSR,1,0.17071864045771828,0.25544464217577645,,-0.08603392323360486,100,0.1,-0.08472600171805816,-0.0013079215155466922
Morse Reservoir,PLSR,3,0.15134967213807482,0.19636013971144825,,-0.03809023768710271,100,0.24,-0.04501046757337343,0.0069202298862707234
Morse Reservoir,PLSR,5,0.14231737090211713,0.0928173624025832,,0.05165572567539985,100,0.96,0.049500008499533926,0.0021557171758659205
Morse Reservoir,PLSR,10,0.14122522705769114,0.0883877897793022,,0.054745718882922505,100,0.98,0.05283743727838894,0.0019082816045335668
Morse Reservoir,XGBoost,1,0.17071864045771828,0.115088700344434,,0.045542014584515775,100,0.84,0.05562994011328429,-0.010087925528768513
Morse Reservoir,XGBoost,3,0.15134967213807476,0.09590084651409084,,0.057203943298980535,100,0.98,0.05544882562398393,0.0017551176749966077
Morse Reservoir,XGBoost,5,0.14231737090211716,0.0923961726335453,,0.05208953748873862,100,0.88,0.04992119826857186,0.002168339220166758
Morse Reservoir,XGBoost,10,0.14122522705769108,0.0879353638285614,,0.05556947302741892,100,0.97,0.05328986322912968,0.002279609798289242
Taihu,MLP,1,0.3413209877648532,0.2147623094184128,,0.11008215173534566,100,0.95,0.1265586783464404,-0.01647652661109475
Taihu,MLP,3,0.29935447571387125,0.2005862849582834,,0.09551120453860018,100,0.89,0.09876819075558785,-0.0032569862169876673
Taihu,MLP,5,0.2943100619226992,0.18605018352963226,,0.10930155902903345,100,0.9,0.10825987839306694,0.0010416806359665048
Taihu,MLP,10,0.2878121692527007,0.17262167597721645,,0.1198737110093956,100,0.97,0.11519049327548425,0.004683217733911352
Taihu,PLSR,1,0.3413209877648531,0.24650662606838708,,0.07596584424351731,100,0.8,0.09481436169646601,-0.0188485174529487
Taihu,PLSR,3,0.29935447571387136,0.2278185755534081,,0.07315149845132445,100,0.88,0.07153590016046327,0.0016155982908611782
Taihu,PLSR,5,0.29431006192269915,0.2406735061670625,,0.059960765468356186,100,0.77,0.05363655575563664,0.006324209712719547
Taihu,PLSR,10,0.2878121692527007,0.23873211080131657,,0.05593941360845238,100,0.81,0.049080058451384134,0.006859355157068245
Taihu,XGBoost,1,0.34132098776485315,0.21085360677677273,,0.11551537232847137,100,0.92,0.13046738098808042,-0.01495200865960905
Taihu,XGBoost,3,0.2993544757138713,0.1861973896741936,,0.11264752395685197,100,0.92,0.1131570860396777,-0.0005095620828257236
Taihu,XGBoost,5,0.29431006192269915,0.20596622821546912,,0.0933921937020999,100,0.89,0.08834383370723004,0.005048359994869869
Taihu,XGBoost,10,0.2878121692527007,0.2020337335163038,,0.09462757947789992,100,0.95,0.0857784357363969,0.008849143741503016
