lake,learner,k,lake_label_only_log_mae,lake_calibrated_log_mae,lake_source_only_log_mae,lake_paired_delta_mae,repeat_count,positive_delta_repeat_fraction,median_component_difference,median_pairing_gap
Lake Jasień Południowy,XGBoost,3,0.20047096280000487,0.1244292103080179,,0.0707503395540093,100,1.0,0.07604175249198697,-0.005291412937977663
Lake Jasień Południowy,XGBoost,5,0.19956754845644065,0.1371905616341733,,0.06588082799275839,100,0.99,0.06237698682226733,0.0035038411704910594
Lake Jasień Południowy,XGBoost,10,0.19774963958392022,0.1199148159746327,,0.08040241126726873,100,0.99,0.07783482360928752,0.0025675876579812074
Lake Jeleń,MLP,1,0.15366477739772103,0.12958334349209086,,0.032051537508757284,100,1.0,0.024081433905630167,0.007970103603127117
Lake Jeleń,MLP,3,0.149938426793379,0.1197437015280742,,0.02910797663611319,100,0.96,0.030194725265304784,-0.0010867486291915932
Lake Jeleń,MLP,5,0.14668609796796694,0.11058501583092105,,0.03896584045004236,100,0.96,0.036101082137045895,0.002864758312996464
Lake Jeleń,MLP,10,0.14375003589694102,0.10410002619126045,,0.041569322711457905,100,0.97,0.03965000970568057,0.0019193130057773358
Lake Jeleń,PLSR,1,0.15366477739772105,0.1425581606045355,,0.010239184738386836,100,0.87,0.011106616793185559,-0.0008674320547987224
Lake Jeleń,PLSR,3,0.14993842679337893,0.13301148050191186,,0.015570922387952157,100,0.89,0.01692694629146707,-0.0013560239035149135
Lake Jeleń,PLSR,5,0.146686097967967,0.1212925917938087,,0.027857026863339067,100,0.91,0.025393506174158295,0.0024635206891807718
Lake Jeleń,PLSR,10,0.14375003589694102,0.1127729195519105,,0.031446427835601566,100,0.94,0.030977116345030517,0.0004693114905710491
Lake Jeleń,XGBoost,1,0.15366477739772103,0.1263724445998587,,0.035536563792414905,100,0.68,0.027292332797862334,0.00824423099455257
Lake Jeleń,XGBoost,3,0.14993842679337904,0.12378344028148144,,0.026150511842018935,100,0.87,0.0261549865118976,-4.474669878663795e-06
Lake Jeleń,XGBoost,5,0.14668609796796694,0.1282548417446145,,0.021117778274747402,100,0.77,0.018431256223352455,0.0026865220513949475
Lake Jeleń,XGBoost,10,0.14375003589694096,0.12489089875227141,,0.022836566298674192,100,0.81,0.018859137144669552,0.00397742915400464
Lake Kasumigaura,MLP,1,0.15525806205596898,0.1441752521129769,,0.018126015277439282,100,0.67,0.011082809942992072,0.00704320533444721
Lake Kasumigaura,MLP,3,0.14550372915501833,0.12041064687184386,,0.024110251761116808,100,0.88,0.025093082283174473,-0.000982830522057665
Lake Kasumigaura,MLP,5,0.14056540605444656,0.12273948243873115,,0.017734319394927686,100,0.76,0.017825923615715417,-9.160422078773045e-05
Lake Kasumigaura,MLP,10,0.13693797533528668,0.11756191627415691,,0.024667082266914386,100,0.86,0.01937605906112977,0.005291023205784617
Lake Kasumigaura,PLSR,1,0.15525806205596898,0.1856533408444044,,-0.021447082868843892,100,0.36,-0.030395278788435426,0.008948195919591534
Lake Kasumigaura,PLSR,3,0.1455037291550184,0.1568826914713049,,-0.00900293221289844,100,0.4,-0.01137896231628649,0.0023760301033880493
Lake Kasumigaura,PLSR,5,0.14056540605444662,0.1740181543340607,,-0.024995001109017256,100,0.12,-0.033452748279614086,0.00845774717059683
Lake Kasumigaura,PLSR,10,0.13693797533528668,0.15307633244472746,,-0.012293542128851045,100,0.29,-0.016138357109440782,0.0038448149805897364
Lake Kasumigaura,XGBoost,1,0.15525806205596898,0.14692055499785125,,0.01907849446212597,100,0.76,0.008337507058117727,0.010740987404008244
Lake Kasumigaura,XGBoost,3,0.1455037291550183,0.119974043234202,,0.021760873662636238,100,0.81,0.02552968592081631,-0.003768812258180071
Lake Kasumigaura,XGBoost,5,0.14056540605444656,0.1163675897142268,,0.0254140846877662,100,0.82,0.024197816340219766,0.0012162683475464356
Lake Kasumigaura,XGBoost,10,0.13693797533528668,0.10728386774828516,,0.03158943230607301,100,0.94,0.029654107587001516,0.001935324719071492
Lake Kummerow,MLP,1,0.4163114421998074,0.3742686843084318,,0.04893087168979299,100,0.68,0.042042757891375626,0.006888113798417361
Lake Kummerow,MLP,3,0.3384508460045606,0.29769786875413057,,0.03432491452878175,100,0.89,0.040752977250430034,-0.006428062721648281
Lake Kummerow,MLP,5,0.32849833857162436,0.33239871814133,,-0.0007581167322456561,100,0.49,-0.0039003795697056254,0.0031422628374599693
Lake Kummerow,MLP,10,0.3337617339101564,0.35059549880878227,,-0.017770333310489023,100,0.31,-0.01683376489862587,-0.0009365684118631534
Lake Kummerow,PLSR,1,0.4163114421998074,0.35846912821765575,,0.02082768163368165,100,0.55,0.05784231398215167,-0.03701463234847002
