outer_lake,Water_body_type,water_body_type_label,dataset_ids,organization_ids,tss_methods,group_count,site_count,raw_record_count,auxiliary_group_count
Lake Jasień Południowy,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Jasień Południowy,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Jasień Południowy,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Jeleń,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Lake Jeleń,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Jeleń,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Jeleń,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Lake Jeleń,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Jeleń,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Jeleń,1,lake,FicekD_PL_APSL,APSL,APSL TSS,171,12,178,75
Lake Jeleń,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Jeleń,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Jeleń,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Jeleń,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Jeleń,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Jeleń,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Jeleń,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Jeleń,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Jeleń,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Lake Jeleń,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Jeleń,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Jeleń,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Jeleń,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Jeleń,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Jeleń,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Lake Jeleń,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Jeleń,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Lake Jeleń,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Jeleń,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Jeleń,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Jeleń,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Jeleń,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Jeleń,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Jeleń,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Jeleń,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Lake Jeleń,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Jeleń,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Jeleń,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Jeleń,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Jeleń,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Jeleń,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Jeleń,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Jeleń,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Jeleń,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Jeleń,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Jeleń,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Jeleń,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Jeleń,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Jeleń,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Jeleń,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Jeleń,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Jeleń,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Jeleń,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Jeleń,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Jeleń,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Jeleń,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Jeleń,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Jeleń,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Jeleń,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Kasumigaura,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Lake Kasumigaura,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Kasumigaura,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Kasumigaura,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Lake Kasumigaura,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Kasumigaura,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Kasumigaura,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Lake Kasumigaura,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Kasumigaura,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Kasumigaura,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Kasumigaura,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Kasumigaura,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Kasumigaura,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Kasumigaura,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Kasumigaura,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Kasumigaura,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,115,7,115,26
Lake Kasumigaura,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Kasumigaura,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Kasumigaura,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Kasumigaura,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Kasumigaura,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Kasumigaura,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Lake Kasumigaura,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Kasumigaura,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Kasumigaura,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Kasumigaura,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Kasumigaura,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Kasumigaura,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Kasumigaura,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Kasumigaura,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Kasumigaura,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Lake Kasumigaura,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Kasumigaura,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Kasumigaura,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Kasumigaura,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Kasumigaura,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Kasumigaura,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Kasumigaura,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Kasumigaura,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Kasumigaura,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Kasumigaura,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Kasumigaura,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Kasumigaura,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Kasumigaura,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Kasumigaura,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Kasumigaura,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Kasumigaura,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Kasumigaura,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Kasumigaura,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Kasumigaura,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Kasumigaura,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Kasumigaura,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Kasumigaura,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Kasumigaura,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Kasumigaura,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Kummerow,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Lake Kummerow,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Kummerow,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Kummerow,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Lake Kummerow,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Kummerow,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Kummerow,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Lake Kummerow,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Kummerow,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Kummerow,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Kummerow,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Kummerow,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Kummerow,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Kummerow,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Kummerow,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Kummerow,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Lake Kummerow,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Kummerow,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Kummerow,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Kummerow,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Kummerow,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Kummerow,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Kummerow,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Lake Kummerow,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Kummerow,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Kummerow,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Kummerow,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Kummerow,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Kummerow,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Kummerow,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Kummerow,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Lake Kummerow,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Kummerow,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Kummerow,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Kummerow,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Kummerow,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Kummerow,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Kummerow,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Kummerow,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Kummerow,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Kummerow,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Kummerow,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Kummerow,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Kummerow,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Kummerow,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Kummerow,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Kummerow,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Kummerow,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Kummerow,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Kummerow,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Kummerow,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Kummerow,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Kummerow,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Kummerow,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Kummerow,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Obłęże,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Lake Obłęże,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Obłęże,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Obłęże,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Lake Obłęże,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Obłęże,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Obłęże,1,lake,FicekD_PL_APSL,APSL,APSL TSS,173,12,179,75
Lake Obłęże,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Obłęże,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Obłęże,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Obłęże,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Obłęże,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Obłęże,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Obłęże,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Obłęże,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Obłęże,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Lake Obłęże,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Obłęże,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Obłęże,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Obłęże,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Obłęże,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Obłęże,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Lake Obłęże,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Obłęże,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Lake Obłęże,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Obłęże,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Obłęże,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Obłęże,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Obłęże,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Obłęże,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Obłęże,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Obłęże,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Lake Obłęże,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Obłęże,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Obłęże,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Obłęże,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Obłęże,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Obłęże,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Obłęże,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Obłęże,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Obłęże,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Obłęże,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Obłęże,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Obłęże,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Obłęże,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Obłęże,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Obłęże,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Obłęże,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Obłęże,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Obłęże,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Obłęże,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Obłęże,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Obłęże,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Obłęże,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Obłęże,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Obłęże,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Peipsi,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,71,35,71,71
Lake Peipsi,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Peipsi,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Peipsi,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Lake Peipsi,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Peipsi,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Peipsi,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Lake Peipsi,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Peipsi,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Peipsi,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Peipsi,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Peipsi,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Peipsi,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Peipsi,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Peipsi,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Peipsi,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Lake Peipsi,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Peipsi,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Peipsi,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Peipsi,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Peipsi,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Peipsi,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Lake Peipsi,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Peipsi,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Lake Peipsi,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Peipsi,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Peipsi,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Peipsi,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Peipsi,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Peipsi,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Peipsi,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Peipsi,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
