outer_lake,source_site,normalized_source_site,countries,water_body_type_codes,group_count,dataset_ids,organization_ids,tss_methods,raw_record_count,centroid_lat,centroid_lon,eligible_target_site,auxiliary_source_site,exact_name_collision_with_outer,normalized_name_collision_with_outer
Branched Oak Lake,Lake Hume,hume,Australia,1,39,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,39,-36.110000,147.052000,True,False,False,False
Branched Oak Lake,Lake Humuhumu,humuhumu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.328000,174.129000,False,True,False,False
Branched Oak Lake,Lake Jasień Południowy,jasien poudniowy,Poland,1,22,FicekD_PL_APSL,APSL,APSL TSS,23,54.285000,17.618000,True,False,False,False
Branched Oak Lake,Lake Jasień Północny,jasien ponocny,Poland,1,4,FicekD_PL_APSL,APSL,APSL TSS,4,54.303000,17.615000,False,True,False,False
Branched Oak Lake,Lake Jeleń,jelen,Poland,1,22,FicekD_PL_APSL,APSL,APSL TSS,22,54.198000,17.538000,True,False,False,False
Branched Oak Lake,Lake Jindabyne,jindabyne,Australia,1,10,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,10,-36.361000,148.630500,False,True,False,False
Branched Oak Lake,Lake Joemoisa,joemoisa,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.653000,26.832000,False,True,False,False
Branched Oak Lake,Lake Joksi,joksi,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.002000,26.751000,False,True,False,False
Branched Oak Lake,Lake Juottaan Tekojarvi,juottaan tekojarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.319000,26.947000,False,True,False,False
Branched Oak Lake,Lake Kaariku,kaariku,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.004000,26.396000,False,True,False,False
Branched Oak Lake,Lake Kahuparere,kahuparere,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.369000,174.157000,False,True,False,False
Branched Oak Lake,Lake Kai-iwi,kai iwi,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-35.816000,173.654000,False,True,False,False
Branched Oak Lake,Lake Kaiavere,kaiavere,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.595500,26.690500,False,True,False,False
Branched Oak Lake,Lake Kaiu,kaiu,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.644500,26.840500,False,True,False,False
Branched Oak Lake,Lake Kalli,kalli,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.378000,27.239000,False,True,False,False
Branched Oak Lake,Lake Kanono,kanono,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.365000,174.149000,False,True,False,False
Branched Oak Lake,Lake Karaka,karaka,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.314000,174.038000,False,True,False,False
Branched Oak Lake,Lake Karapiro,karapiro,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.932000,175.547500,False,True,False,False
Branched Oak Lake,Lake Kasumigaura,kasumigaura,Japan,1,188,MatsushitaB_JP_Tsukuba|SalemSI_JP_KUAS,KUAS|Tsukuba,APHA 2540 D,188,36.058500,140.365000,True,False,False,False
Branched Oak Lake,Lake Kegonsa,kegonsa,United States of America (the),1,9,GrebSR_US_WDNR,WDNR,APHA 2540 D,9,42.963000,-89.254000,False,True,False,False
Branched Oak Lake,Lake Komiojarvi,komiojarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.913000,27.061000,False,True,False,False
Branched Oak Lake,Lake Kooraste Linajarv,kooraste linajarv,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.963000,26.664000,False,True,False,False
Branched Oak Lake,Lake Koorkula Valgjarv,koorkula valgjarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.900000,25.872000,False,True,False,False
Branched Oak Lake,Lake Koosa,koosa,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.434000,27.155000,False,True,False,False
Branched Oak Lake,Lake Koshkonong,koshkonong,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,42.875000,-88.978000,False,True,False,False
Branched Oak Lake,Lake Kummerow,kummerow,Germany,1,26,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,53.833500,12.891000,True,False,False,False
Branched Oak Lake,Lake Kuremaa,kuremaa,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.712000,26.562000,False,True,False,False
Branched Oak Lake,Lake Loch Katrine,loch katrine,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.719000,172.200000,False,True,False,False
Branched Oak Lake,Lake Lucerne,lucerne,Switzerland,1,4,WertherM_GB_STIR,STIR,APHA 2540 D,4,46.986500,8.451500,False,True,False,False
Branched Oak Lake,Lake Manapouri,manapouri,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-45.508000,167.568500,False,True,False,False
Branched Oak Lake,"Lake Manawa, IA",manawa ia,United States of America (the),1,10,SchallesJ_US_Creighton,Creighton,Creighton TSS,10,41.204000,-95.853000,False,True,False,False
Branched Oak Lake,Lake Maraetai,maraetai,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.364500,175.786500,False,True,False,False
Branched Oak Lake,Lake Maratoto,maratoto,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.888000,175.304000,False,True,False,False
Branched Oak Lake,Lake Mendota,mendota,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,43.098000,-89.420000,False,True,False,False
Branched Oak Lake,Lake Michigan,michigan,United States of America (the),1,15,GrebSR_US_WDNR,WDNR,APHA 2540 D,15,44.596000,-87.793000,False,True,False,False
Branched Oak Lake,Lake Mokeno,mokeno,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.352000,174.061000,False,True,False,False
Branched Oak Lake,Lake Monona,monona,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,43.066500,-89.358000,False,True,False,False
Branched Oak Lake,Lake Murati,murati,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.586000,27.091000,False,True,False,False
Branched Oak Lake,Lake Niezabyszewskie,niezabyszewskie,Poland,1,5,FicekD_PL_APSL,APSL,APSL TSS,5,54.127000,17.430000,False,True,False,False
Branched Oak Lake,Lake Nohipalu Valgjarv,nohipalu valgjarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.942000,27.347000,False,True,False,False
Branched Oak Lake,Lake Nouni,nouni,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.129500,26.515500,False,True,False,False
Branched Oak Lake,Lake Obłęże,obeze,Poland,1,20,FicekD_PL_APSL,APSL,APSL TSS,21,54.240000,16.920000,True,False,False,False
Branched Oak Lake,Lake Ohakuri,ohakuri,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.417000,176.116000,False,True,False,False
Branched Oak Lake,Lake Ohau,ohau,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-44.237500,169.889500,False,True,False,False
Branched Oak Lake,Lake Okareka,okareka,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.171000,176.363500,False,True,False,False
Branched Oak Lake,Lake Okaro,okaro,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.300000,176.395000,False,True,False,False
Branched Oak Lake,Lake Okataina,okataina,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.121500,176.416500,False,True,False,False
Branched Oak Lake,Lake Otepaa Valgjarv,otepaa valgjarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.088000,26.643000,False,True,False,False
Branched Oak Lake,Lake Pamamaroo,pamamaroo,Australia,1,7,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,7,-32.295000,142.461000,False,True,False,False
Branched Oak Lake,Lake Pangodi,pangodi,Estonia,1,3,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.197000,26.572000,False,True,False,False
Branched Oak Lake,Lake Pearson,pearson,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.096000,171.784000,False,True,False,False
Branched Oak Lake,Lake Peipsi,peipsi,Estonia,1,74,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,74,58.445000,27.415500,True,False,False,False
Branched Oak Lake,"Lake Perry, OK",perry ok,United States of America (the),1,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,36.247000,-97.339000,False,True,False,False
Branched Oak Lake,Lake Pounui,pounui,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-41.345000,175.115000,False,True,False,False
Branched Oak Lake,Lake Poygan,poygan,United States of America (the),1,11,GrebSR_US_WDNR,WDNR,APHA 2540 D,11,44.145000,-88.859000,False,True,False,False
Branched Oak Lake,Lake Puhajarv,puhajarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.040000,26.465500,False,True,False,False
Branched Oak Lake,Lake Pukaki,pukaki,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.051000,170.167000,False,True,False,False
Branched Oak Lake,Lake Pyszne,pyszne,Poland,1,14,FicekD_PL_APSL,APSL,APSL TSS,14,54.093000,17.508000,False,True,False,False
Branched Oak Lake,Lake Raigastvere,raigastvere,Estonia,1,3,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.592000,26.651000,False,True,False,False
Branched Oak Lake,Lake Rerewhakaaitu,rerewhakaaitu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.297000,176.497000,False,True,False,False
Branched Oak Lake,Lake Rotoehu,rotoehu,New Zealand,1,18,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,18,-38.015000,176.531000,False,True,False,False
Branched Oak Lake,Lake Rotoiti,rotoiti,New Zealand,1,16,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,16,-38.040000,176.407500,False,True,False,False
Branched Oak Lake,Lake Rotoiti (Nelson Lake),rotoiti nelson,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-41.820000,172.837000,False,True,False,False
Branched Oak Lake,Lake Rotokakahi,rotokakahi,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.213500,176.326500,False,True,False,False
Branched Oak Lake,Lake Rotokare,rotokare,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-39.453000,174.410000,False,True,False,False
Branched Oak Lake,Lake Rotokauri,rotokauri,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.761500,175.197500,False,True,False,False
Branched Oak Lake,Lake Rotoma,rotoma,New Zealand,1,14,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,14,-38.043000,176.586000,False,True,False,False
Branched Oak Lake,Lake Rotomanuka,rotomanuka,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.926000,175.315000,False,True,False,False
Branched Oak Lake,Lake Rotongaio,rotongaio,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.944000,177.012000,False,True,False,False
Branched Oak Lake,Lake Rotonuiaha,rotonuiaha,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.948000,177.039000,False,True,False,False
Branched Oak Lake,Lake Rotoroa,rotoroa,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.948000,177.028000,False,True,False,False
Branched Oak Lake,Lake Rotoroa (Hamilton),rotoroa hamilton,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.798000,175.274000,False,True,False,False
Branched Oak Lake,Lake Rotorua,rotorua,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-38.094000,176.270000,False,True,False,False
Branched Oak Lake,Lake Rototuna,rototuna,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.251000,174.040000,False,True,False,False
Branched Oak Lake,Lake Rouge Suurjarv,rouge suurjarv,Estonia,1,4,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,4,57.729000,26.921500,False,True,False,False
Branched Oak Lake,Lake Ruataniwha,ruataniwha,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.280000,170.066000,False,True,False,False
Branched Oak Lake,Lake Ruatuna,ruatuna,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.927000,175.291000,False,True,False,False
Branched Oak Lake,Lake Ruusmae,ruusmae,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.635500,27.085000,False,True,False,False
Branched Oak Lake,Lake Rybiec,rybiec,Poland,1,5,FicekD_PL_APSL,APSL,APSL TSS,5,54.295000,17.156000,False,True,False,False
Branched Oak Lake,Lake Saadjarv,saadjarv,Estonia,1,4,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,4,58.535000,26.665500,False,True,False,False
Branched Oak Lake,Lake Sheppard,sheppard,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.762000,172.250000,False,True,False,False
Branched Oak Lake,Lake Siika-Kama,siika kama,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.225000,26.484000,False,True,False,False
Branched Oak Lake,Lake Soitsjärv,soitsjarv,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.558000,26.682000,False,True,False,False
Branched Oak Lake,Lake Sumner,sumner,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.699000,172.218000,False,True,False,False
Branched Oak Lake,Lake Swan/Rotootuaruru,swan rotootuaruru,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.331000,174.142000,False,True,False,False
Branched Oak Lake,Lake Taharoa,taharoa,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-38.159000,174.736000,False,True,False,False
Branched Oak Lake,Lake Tamula,tamula,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.844000,26.985000,False,True,False,False
Branched Oak Lake,Lake Tarawera,tarawera,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.206000,176.427500,False,True,False,False
Branched Oak Lake,Lake Taupo,taupo,New Zealand,1,4,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,4,-38.765500,176.009500,False,True,False,False
Branched Oak Lake,Lake Taylor,taylor,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.769000,172.237000,False,True,False,False
Branched Oak Lake,Lake Tekapo,tekapo,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.930000,170.527000,False,True,False,False
Branched Oak Lake,Lake Tikitapu,tikitapu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.198000,176.335000,False,True,False,False
Branched Oak Lake,Lake Tuggeranong,tuggeranong,Australia,1,1,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,1,-35.409000,149.066000,False,True,False,False
Branched Oak Lake,Lake Tutira,tutira,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-39.227000,176.893000,False,True,False,False
Branched Oak Lake,Lake Udsu,udsu,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.906000,25.861000,False,True,False,False
Branched Oak Lake,Lake Vanttausjarvi,vanttausjarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.487000,26.609000,False,True,False,False
Branched Oak Lake,Lake Verevi,verevi,Estonia,1,3,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.231000,26.405000,False,True,False,False
Branched Oak Lake,Lake Victoria,victoria,Australia,1,3,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,3,-33.985000,141.275000,False,True,False,False
Branched Oak Lake,Lake Viljandi,viljandi,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.357000,25.603000,False,True,False,False
Branched Oak Lake,Lake Vortsjarv,vortsjarv,Estonia,1,15,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,15,58.215000,26.051000,False,True,False,False
Branched Oak Lake,Lake Vuoskujarvi,vuoskujarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.433000,26.550000,False,True,False,False
Branched Oak Lake,Lake Vänern,vanern,Sweden,1,7,SpyrakosE_GB_STIR,STIR,APHA 2540 D,7,58.690000,13.222000,False,True,False,False
Branched Oak Lake,Lake Waahi,waahi,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.557500,175.125000,False,True,False,False
Branched Oak Lake,Lake Waikare,waikare,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.426000,175.200000,False,True,False,False
Branched Oak Lake,Lake Waikaremoana,waikaremoana,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.774000,177.110000,False,True,False,False
Branched Oak Lake,Lake Waikere,waikere,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-35.799000,173.630000,False,True,False,False
Branched Oak Lake,Lake Waikopiro,waikopiro,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-39.235000,176.895000,False,True,False,False
Branched Oak Lake,Lake Wainui,wainui,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.101000,173.882000,False,True,False,False
Branched Oak Lake,Lake Wairepo Arm,wairepo arm,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.299000,170.079000,False,True,False,False
Branched Oak Lake,Lake Waitawa,waitawa,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-40.725000,175.170000,False,True,False,False
Branched Oak Lake,Lake Wakatipu,wakatipu,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-45.025500,168.557500,False,True,False,False
Branched Oak Lake,Lake Wanaka,wanaka,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-44.490000,169.139000,False,True,False,False
Branched Oak Lake,Lake Waubesa,waubesa,United States of America (the),1,9,GrebSR_US_WDNR,WDNR,APHA 2540 D,9,43.010000,-89.320000,False,True,False,False
Branched Oak Lake,Lake Whangape,whangape,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.468500,175.053000,False,True,False,False
Branched Oak Lake,Lake Winnebago,winnebago,United States of America (the),1,10,GrebSR_US_WDNR,WDNR,APHA 2540 D,10,43.963500,-88.428000,False,True,False,False
Branched Oak Lake,Lake Winneconne,winneconne,United States of America (the),1,4,GrebSR_US_WDNR,WDNR,APHA 2540 D,4,44.143000,-88.736000,False,True,False,False
Branched Oak Lake,Lake Winnipeg,winnipeg,Canada,1,45,BindingC_CA_ECCC,ECCC,ECCC TSS,45,52.104000,-97.129000,True,False,False,False
Branched Oak Lake,Lake Wisconsin,wisconsin,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,43.381000,-89.597000,False,True,False,False
Branched Oak Lake,Lake Wissota,wissota,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,44.948500,-91.325500,False,True,False,False
Branched Oak Lake,Lake Zug,zug,Switzerland,1,3,WertherM_GB_STIR,STIR,APHA 2540 D,3,47.128000,8.482000,False,True,False,False
Branched Oak Lake,Lake Zurich,zurich,Switzerland,1,3,WertherM_GB_STIR,STIR,APHA 2540 D,3,47.220000,8.726000,False,True,False,False
Branched Oak Lake,Lake Łebsko,ebsko,Poland,1,32,FicekD_PL_APSL,APSL,APSL TSS,32,54.717000,17.419000,True,False,False,False
Branched Oak Lake,"Little Pee Dee River, SC",little pee dee river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,33.736000,-79.224000,False,True,False,False
Branched Oak Lake,Loch Lomond,loch lomond,United Kingdom of Great Britain and Northern Ireland (the),5,5,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,56.064000,-4.601000,False,True,False,False
Branched Oak Lake,Loenderveensche Plas,loenderveensche plas,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.201000,5.060000,False,True,False,False
Branched Oak Lake,Loenderveense Plas West,loenderveense plas west,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.216000,5.062000,False,True,False,False
Branched Oak Lake,Loenderveense Plas oost,loenderveense plas oost,Netherlands (the),1,2,DekkerAG_NL_VU,VU,VU TSS,2,52.201000,5.060000,False,True,False,False
Branched Oak Lake,Long Lake,long,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.702000,-91.692000,False,True,False,False
Branched Oak Lake,Loosdrechtse Plassen,loosdrechtse plassen,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.173000,5.062000,False,True,False,False
Branched Oak Lake,Loosdrechtse plassen Stille plas,loosdrechtse plassen stille plas,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.183000,5.094000,False,True,False,False
Branched Oak Lake,Loosdtrechtse plassen nr5,loosdtrechtse plassen nr5,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.173000,5.070000,False,True,False,False
Branched Oak Lake,Loskop,loskop,South Africa,1,12,MatthewsM_ZA_UCT,UCT,APHA 2540 D,38,-25.453000,29.288000,False,True,False,False
Branched Oak Lake,"Lydia Ann Channel, TX",lydia ann channel tx,United States of America (the),2,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,27.869000,-97.049000,False,True,False,False
Branched Oak Lake,"Lyons Bay, FL",lyons bay fl,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.117000,-82.467000,False,True,False,False
Branched Oak Lake,"Mackay River, GA",mackay river ga,United States of America (the),4,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.231000,-81.430000,False,True,False,False
Branched Oak Lake,Maggiore,maggiore,Italy,1,11,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,13,45.949000,8.621000,False,True,False,False
Branched Oak Lake,Mamiraua,mamiraua,Brazil,1,6,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,6,-2.941000,-64.961000,False,True,False,False
