lake,learner,k,estimand,method,mae_log_median,rer_log_median,label_mae_log_median,delta_mae_median_manuscript,mae_method_median,mae_random_median,query_size_median,n_usable_repeats
Lake Jasień Południowy,XGBoost,3,own_pool,proposed_weighted_d_optimal,0.1298729012156835,0.400655683627691,0.2166916439757546,,,,,
Lake Jasień Południowy,XGBoost,3,own_pool,repeated_random,0.12835369682204123,0.36959911998497164,0.21010651471520836,,,,,
Lake Jasień Południowy,XGBoost,3,own_pool,unweighted_d_optimal,0.1106161438116328,0.4596538928889329,0.2047135103824016,,,,,
Lake Jasień Południowy,XGBoost,5,own_pool,farthest_point_kennard_stone,0.1166172519520307,0.3365167279250059,0.1757651778506583,,,,,
Lake Jasień Południowy,XGBoost,5,own_pool,proposed_weighted_d_optimal,0.1266098494367844,0.4149927158340716,0.2164244053255252,,,,,
Lake Jasień Południowy,XGBoost,5,own_pool,repeated_random,0.13589672933244606,0.33324317780999957,0.2075431303712032,,,,,
Lake Jasień Południowy,XGBoost,5,own_pool,unweighted_d_optimal,0.1044766701157041,0.4577053155591943,0.1926566453449379,,,,,
Lake Jasień Południowy,XGBoost,10,own_pool,farthest_point_kennard_stone,0.0989285670705674,0.488295662892992,0.1933315095838948,,,,,
Lake Jasień Południowy,XGBoost,10,own_pool,proposed_weighted_d_optimal,0.1179452358215604,0.158469352128929,0.1401556053895782,,,,,
Lake Jasień Południowy,XGBoost,10,own_pool,repeated_random,0.12280576164559405,0.37620364180610993,0.19036792512655804,,,,,
Lake Jasień Południowy,XGBoost,10,own_pool,unweighted_d_optimal,0.1135139654844618,-0.0117984025870958,0.1121902990518968,,,,,
Lake Jeleń,MLP,1,own_pool,farthest_point_kennard_stone,0.2302173151484136,0.2691323410273869,0.3149917977809491,,,,,
Lake Jeleń,MLP,1,own_pool,proposed_weighted_d_optimal,0.1262484724057583,0.1223321935158183,0.1438453965114826,,,,,
Lake Jeleń,MLP,1,own_pool,repeated_random,0.1292473943959637,0.1618385641110296,0.153664777397721,,,,,
Lake Jeleń,MLP,1,own_pool,unweighted_d_optimal,0.1249777394758958,0.2250023599353007,0.1612620932826142,,,,,
Lake Jeleń,MLP,3,own_pool,farthest_point_kennard_stone,0.0994328089158646,0.3353505620216893,0.1496018902412959,,,,,
Lake Jeleń,MLP,3,own_pool,proposed_weighted_d_optimal,0.1212913894994615,0.1933267316044891,0.1503599985084169,,,,,
Lake Jeleń,MLP,3,own_pool,repeated_random,0.1216158201142094,0.18869786109956638,0.15286371059211878,,,,,
Lake Jeleń,MLP,3,own_pool,unweighted_d_optimal,0.1094768669730021,0.14070295127391,0.127402821343715,,,,,
Lake Jeleń,MLP,5,own_pool,farthest_point_kennard_stone,0.1118483868333651,0.2300368024343871,0.145264591200415,,,,,
Lake Jeleń,MLP,5,own_pool,proposed_weighted_d_optimal,0.1287597904352177,0.1947288588960452,0.1598961962128534,,,,,
Lake Jeleń,MLP,5,own_pool,repeated_random,0.1115460458111786,0.23829457229360917,0.1474646914548897,,,,,
Lake Jeleń,MLP,5,own_pool,unweighted_d_optimal,0.1062604368221289,0.1553385984655341,0.1258024081394928,,,,,
Lake Jeleń,MLP,10,own_pool,farthest_point_kennard_stone,0.0939733734572135,0.1501223564697177,0.1105728285404518,,,,,
Lake Jeleń,MLP,10,own_pool,proposed_weighted_d_optimal,0.1459183096462226,0.195510273360955,0.1813799564736957,,,,,
Lake Jeleń,MLP,10,own_pool,repeated_random,0.10168854981138539,0.2828446982506043,0.1432667015683798,,,,,
Lake Jeleń,MLP,10,own_pool,unweighted_d_optimal,0.1233477798741228,0.1104815251088902,0.1386680372142216,,,,,
Lake Jeleń,PLSR,1,own_pool,farthest_point_kennard_stone,0.2593510753886384,0.1766418078752203,0.3149917977809491,,,,,
Lake Jeleń,PLSR,1,own_pool,proposed_weighted_d_optimal,0.1366043754091669,0.0503389109038919,0.1438453965114826,,,,,
Lake Jeleń,PLSR,1,own_pool,repeated_random,0.1396794417784117,0.0555527393269182,0.153664777397721,,,,,
Lake Jeleń,PLSR,1,own_pool,unweighted_d_optimal,0.1396794417784117,0.133835855200143,0.1612620932826142,,,,,
Lake Jeleń,PLSR,3,own_pool,farthest_point_kennard_stone,0.1120569392146822,0.2509657361708423,0.1496018902412959,,,,,
Lake Jeleń,PLSR,3,own_pool,proposed_weighted_d_optimal,0.1336403683200642,0.1111973213769585,0.1503599985084169,,,,,
Lake Jeleń,PLSR,3,own_pool,repeated_random,0.133265619265803,0.0828590005839462,0.14978094282043763,,,,,
Lake Jeleń,PLSR,3,own_pool,unweighted_d_optimal,0.1234667922011533,0.0308943616169947,0.127402821343715,,,,,
Lake Jeleń,PLSR,5,own_pool,farthest_point_kennard_stone,0.1353343814858693,0.0683594601333426,0.145264591200415,,,,,
Lake Jeleń,PLSR,5,own_pool,proposed_weighted_d_optimal,0.1364326826295949,0.1467421531691869,0.1598961962128534,,,,,
Lake Jeleń,PLSR,5,own_pool,repeated_random,0.1211707395918408,0.18383092723897704,0.14759934350355794,,,,,
Lake Jeleń,PLSR,5,own_pool,unweighted_d_optimal,0.1129712633621459,0.1019944208315563,0.1258024081394928,,,,,
Lake Jeleń,PLSR,10,own_pool,farthest_point_kennard_stone,0.1043974900382483,0.0558486024571418,0.1105728285404518,,,,,
Lake Jeleń,PLSR,10,own_pool,proposed_weighted_d_optimal,0.1533324651181513,0.1546338986649444,0.1813799564736957,,,,,
Lake Jeleń,PLSR,10,own_pool,repeated_random,0.11074525915068456,0.2008988177887478,0.1413427401869659,,,,,
Lake Jeleń,PLSR,10,own_pool,unweighted_d_optimal,0.1290091996087027,0.0696543854158228,0.1386680372142216,,,,,
Lake Jeleń,XGBoost,1,own_pool,farthest_point_kennard_stone,0.1091516656945554,0.6534777318067222,0.3149917977809491,,,,,
Lake Jeleń,XGBoost,1,own_pool,proposed_weighted_d_optimal,0.1530319967810381,-0.0638643978445161,0.1438453965114826,,,,,
Lake Jeleń,XGBoost,1,own_pool,repeated_random,0.1254782587449432,0.19405489025305855,0.15366477739772105,,,,,
Lake Jeleń,XGBoost,1,own_pool,unweighted_d_optimal,0.1211654717204536,0.2486425560994366,0.1612620932826142,,,,,
Lake Jeleń,XGBoost,3,own_pool,farthest_point_kennard_stone,0.121315853845739,0.1890753817293345,0.1496018902412959,,,,,
Lake Jeleń,XGBoost,3,own_pool,proposed_weighted_d_optimal,0.1774622802657836,-0.1802492699104199,0.1503599985084169,,,,,
Lake Jeleń,XGBoost,3,own_pool,repeated_random,0.12305619630155495,0.1895752437747122,0.1517453188832052,,,,,
Lake Jeleń,XGBoost,3,own_pool,unweighted_d_optimal,0.1138617709618886,0.1062853175161746,0.127402821343715,,,,,
Lake Jeleń,XGBoost,5,own_pool,farthest_point_kennard_stone,0.1194278930447358,0.1778595607062827,0.145264591200415,,,,,
Lake Jeleń,XGBoost,5,own_pool,proposed_weighted_d_optimal,0.1660439453838489,-0.0384483742085266,0.1598961962128534,,,,,
Lake Jeleń,XGBoost,5,own_pool,repeated_random,0.12888239241970795,0.1472201959014533,0.14909878262595289,,,,,
Lake Jeleń,XGBoost,5,own_pool,unweighted_d_optimal,0.1413350587752904,-0.123468617420173,0.1258024081394928,,,,,
Lake Jeleń,XGBoost,10,own_pool,farthest_point_kennard_stone,0.138846509837881,-0.255701867390206,0.1105728285404518,,,,,
Lake Jeleń,XGBoost,10,own_pool,proposed_weighted_d_optimal,0.1513142893779151,0.1657606828378198,0.1813799564736957,,,,,
Lake Jeleń,XGBoost,10,own_pool,repeated_random,0.12517603650962436,0.12376291906677214,0.14184170082846936,,,,,
Lake Jeleń,XGBoost,10,own_pool,unweighted_d_optimal,0.1219417358178277,0.1206211649505252,0.1386680372142216,,,,,
Lake Kasumigaura,MLP,1,own_pool,farthest_point_kennard_stone,0.1196067264416751,0.6799653156316082,0.3737305332307324,,,,,
Lake Kasumigaura,MLP,1,own_pool,proposed_weighted_d_optimal,0.1149203715836692,0.3581773225477666,0.1790531547149877,,,,,
Lake Kasumigaura,MLP,1,own_pool,repeated_random,0.1354757784950037,0.13516428005684206,0.16113526844509765,,,,,
Lake Kasumigaura,MLP,1,own_pool,unweighted_d_optimal,0.1196067264416751,0.6799653156316082,0.3737305332307324,,,,,
Lake Kasumigaura,MLP,3,own_pool,farthest_point_kennard_stone,0.1089155395455534,0.1666967740789379,0.130703371623379,,,,,
Lake Kasumigaura,MLP,3,own_pool,proposed_weighted_d_optimal,0.1239028023312551,0.3012232676247913,0.1773138680824852,,,,,
Lake Kasumigaura,MLP,3,own_pool,repeated_random,0.1226937538887642,0.1398292902894373,0.1427674865579042,,,,,
Lake Kasumigaura,MLP,3,own_pool,unweighted_d_optimal,0.1148482077390515,0.6940893095441221,0.3754305366340552,,,,,
Lake Kasumigaura,MLP,5,own_pool,farthest_point_kennard_stone,0.1117389443070079,0.1394718854411567,0.1298492679219559,,,,,
Lake Kasumigaura,MLP,5,own_pool,proposed_weighted_d_optimal,0.1463581583349583,0.0548496410786309,0.1548517201543282,,,,,
Lake Kasumigaura,MLP,5,own_pool,repeated_random,0.1263044653613121,0.12712723567661194,0.1410027538891881,,,,,
Lake Kasumigaura,MLP,5,own_pool,unweighted_d_optimal,0.1378014290362116,0.6336151630080052,0.3761111854510894,,,,,
Lake Kasumigaura,MLP,10,own_pool,farthest_point_kennard_stone,0.1051812009018326,0.1764420456490559,0.1277156053324112,,,,,
Lake Kasumigaura,MLP,10,own_pool,proposed_weighted_d_optimal,0.1042010009626593,0.2254066250187935,0.1345234888166371,,,,,
Lake Kasumigaura,MLP,10,own_pool,repeated_random,0.11526959595943034,0.1634002094859113,0.13654971627663431,,,,,
Lake Kasumigaura,MLP,10,own_pool,unweighted_d_optimal,0.1003232111903432,0.1973574644338455,0.1249911495073626,,,,,
Lake Kasumigaura,PLSR,1,own_pool,farthest_point_kennard_stone,0.1893592335065933,0.4933268181142815,0.3737305332307324,,,,,
Lake Kasumigaura,PLSR,1,own_pool,proposed_weighted_d_optimal,0.1616611194366333,0.0971333587207947,0.1790531547149877,,,,,
Lake Kasumigaura,PLSR,1,own_pool,repeated_random,0.1916495089004217,-0.16427693175806324,0.1530544724642668,,,,,
Lake Kasumigaura,PLSR,1,own_pool,unweighted_d_optimal,0.1893592335065933,0.4933268181142815,0.3737305332307324,,,,,
Lake Kasumigaura,PLSR,3,own_pool,farthest_point_kennard_stone,0.152818360381436,-0.1691998208721269,0.130703371623379,,,,,
Lake Kasumigaura,PLSR,3,own_pool,proposed_weighted_d_optimal,0.1523571056636189,0.1407490642512291,0.1773138680824852,,,,,
Lake Kasumigaura,PLSR,3,own_pool,repeated_random,0.15913282915006727,-0.120042632164471,0.1432621680985742,,,,,
Lake Kasumigaura,PLSR,3,own_pool,unweighted_d_optimal,0.176261278963436,0.530508930230326,0.3754305366340552,,,,,
Lake Kasumigaura,PLSR,5,own_pool,farthest_point_kennard_stone,0.1482862456003856,-0.1419875256411587,0.1298492679219559,,,,,
Lake Kasumigaura,PLSR,5,own_pool,proposed_weighted_d_optimal,0.1542976767100206,0.003577896377105,0.1548517201543282,,,,,
Lake Kasumigaura,PLSR,5,own_pool,repeated_random,0.16727136162211548,-0.17264555607271354,0.14118491525377055,,,,,
Lake Kasumigaura,PLSR,5,own_pool,unweighted_d_optimal,0.1833705659427346,0.5124564805288264,0.3761111854510894,,,,,
Lake Kasumigaura,PLSR,10,own_pool,farthest_point_kennard_stone,0.146986101224162,-0.1508859808692512,0.1277156053324112,,,,,
Lake Kasumigaura,PLSR,10,own_pool,proposed_weighted_d_optimal,0.1524635369121338,-0.133359957578489,0.1345234888166371,,,,,
Lake Kasumigaura,PLSR,10,own_pool,repeated_random,0.15335612935682424,-0.1037464243258672,0.1356101562151038,,,,,
Lake Kasumigaura,PLSR,10,own_pool,unweighted_d_optimal,0.1376071151837723,-0.100934863922648,0.1249911495073626,,,,,
Lake Kasumigaura,XGBoost,1,own_pool,farthest_point_kennard_stone,0.1901526689791569,0.4912038033194384,0.3737305332307324,,,,,
Lake Kasumigaura,XGBoost,1,own_pool,proposed_weighted_d_optimal,0.1282944704652313,0.2834838710086627,0.1790531547149877,,,,,
Lake Kasumigaura,XGBoost,1,own_pool,repeated_random,0.14432644809086215,0.1419884700793538,0.15485403562027286,,,,,
Lake Kasumigaura,XGBoost,1,own_pool,unweighted_d_optimal,0.1901526689791569,0.4912038033194384,0.3737305332307324,,,,,
Lake Kasumigaura,XGBoost,3,own_pool,farthest_point_kennard_stone,0.1060465678586146,0.1886470224298619,0.130703371623379,,,,,
Lake Kasumigaura,XGBoost,3,own_pool,proposed_weighted_d_optimal,0.1185193714933522,0.3315842912294896,0.1773138680824852,,,,,
Lake Kasumigaura,XGBoost,3,own_pool,repeated_random,0.1250866038274503,0.16878644654445216,0.1495713106059376,,,,,
Lake Kasumigaura,XGBoost,3,own_pool,unweighted_d_optimal,0.1158366969087997,0.6914563613767163,0.3754305366340552,,,,,
Lake Kasumigaura,XGBoost,5,own_pool,farthest_point_kennard_stone,0.1185165977844986,0.0872755730245079,0.1298492679219559,,,,,
Lake Kasumigaura,XGBoost,5,own_pool,proposed_weighted_d_optimal,0.1037290935775813,0.3301392017111924,0.1548517201543282,,,,,
Lake Kasumigaura,XGBoost,5,own_pool,repeated_random,0.1121799751482858,0.20989134907458756,0.14083436791797335,,,,,
Lake Kasumigaura,XGBoost,5,own_pool,unweighted_d_optimal,0.1335559285569677,0.6449030494910228,0.3761111854510894,,,,,
Lake Kasumigaura,XGBoost,10,own_pool,farthest_point_kennard_stone,0.111114357806434,0.1299860434667158,0.1277156053324112,,,,,
Lake Kasumigaura,XGBoost,10,own_pool,proposed_weighted_d_optimal,0.0961350795866051,0.2853658250619657,0.1345234888166371,,,,,
Lake Kasumigaura,XGBoost,10,own_pool,repeated_random,0.1075797122380492,0.21822908502795657,0.13529637191357874,,,,,
Lake Kasumigaura,XGBoost,10,own_pool,unweighted_d_optimal,0.0979365063657412,0.2164524535035439,0.1249911495073626,,,,,
Lake Kummerow,MLP,1,own_pool,farthest_point_kennard_stone,0.8673655163406783,-0.9129140273922706,0.453426288265527,,,,,
Lake Kummerow,MLP,1,own_pool,proposed_weighted_d_optimal,0.4508138504979438,0.193013239425912,0.5586384739538585,,,,,
Lake Kummerow,MLP,1,own_pool,repeated_random,0.34932845827388825,0.0947525685398087,0.40578098096116255,,,,,
Lake Kummerow,MLP,1,own_pool,unweighted_d_optimal,0.3224618473151321,0.2254312111491771,0.4163114421998075,,,,,
Lake Kummerow,MLP,3,own_pool,farthest_point_kennard_stone,0.3953815969806593,0.0711618752406701,0.4256733085700212,,,,,
Lake Kummerow,MLP,3,own_pool,proposed_weighted_d_optimal,0.2661373462908944,0.1550348676922619,0.3149684379453368,,,,,
Lake Kummerow,MLP,3,own_pool,repeated_random,0.2981249146020472,0.10521078112053356,0.3405014302909795,,,,,
Lake Kummerow,MLP,3,own_pool,unweighted_d_optimal,0.2949923118333292,0.1783767170655587,0.3590359715264232,,,,,
Lake Kummerow,MLP,5,own_pool,farthest_point_kennard_stone,0.3002293753547065,0.002300852262384,0.3009217518713087,,,,,
Lake Kummerow,MLP,5,own_pool,proposed_weighted_d_optimal,0.2861774511000043,0.0395073533369715,0.2979486126097101,,,,,
Lake Kummerow,MLP,5,own_pool,repeated_random,0.349988535303587,0.01819091850445885,0.3388337118443575,,,,,
Lake Kummerow,MLP,5,own_pool,unweighted_d_optimal,0.2735490570249647,0.1520961252441437,0.3226180074064305,,,,,
Lake Kummerow,MLP,10,own_pool,farthest_point_kennard_stone,0.2910334384770672,0.1276067286600801,0.3336034897496774,,,,,
Lake Kummerow,MLP,10,own_pool,proposed_weighted_d_optimal,0.2465166878869392,0.0001240631982431,0.2465472753316756,,,,,
Lake Kummerow,MLP,10,own_pool,repeated_random,0.3327053656454898,-0.0539629980988968,0.3202879510266769,,,,,
Lake Kummerow,MLP,10,own_pool,unweighted_d_optimal,0.3134273190166782,0.0605759011224594,0.3336377254925992,,,,,
Lake Kummerow,PLSR,1,own_pool,farthest_point_kennard_stone,0.7647948398308888,-0.6867015714713219,0.453426288265527,,,,,
Lake Kummerow,PLSR,1,own_pool,proposed_weighted_d_optimal,0.4840278034769434,0.133558056990355,0.5586384739538585,,,,,
Lake Kummerow,PLSR,1,own_pool,repeated_random,0.3599449621737076,0.077668767312776,0.3952505197225177,,,,,
Lake Kummerow,PLSR,1,own_pool,unweighted_d_optimal,0.3599449621737078,0.135394978274695,0.4163114421998075,,,,,
Lake Kummerow,PLSR,3,own_pool,farthest_point_kennard_stone,0.4014211432939425,0.0569736561303626,0.4256733085700212,,,,,
Lake Kummerow,PLSR,3,own_pool,proposed_weighted_d_optimal,0.295509310545408,0.061781195947938,0.3149684379453368,,,,,
Lake Kummerow,PLSR,3,own_pool,repeated_random,0.3092782988141958,0.06723740678823234,0.3309329955015162,,,,,
Lake Kummerow,PLSR,3,own_pool,unweighted_d_optimal,0.3243986129951772,0.0964732236139314,0.3590359715264232,,,,,
Lake Kummerow,PLSR,5,own_pool,farthest_point_kennard_stone,0.3112738464767336,-0.0344012827156448,0.3009217518713087,,,,,
Lake Kummerow,PLSR,5,own_pool,proposed_weighted_d_optimal,0.3143714770362729,-0.0551197863669117,0.2979486126097101,,,,,
Lake Kummerow,PLSR,5,own_pool,repeated_random,0.3513887100123706,-0.07398692354888685,0.3278058246343023,,,,,
Lake Kummerow,PLSR,5,own_pool,unweighted_d_optimal,0.2925534224433273,0.0931894170226337,0.3226180074064305,,,,,
Lake Kummerow,PLSR,10,own_pool,farthest_point_kennard_stone,0.305819058917134,0.083285789427844,0.3336034897496774,,,,,
Lake Kummerow,PLSR,10,own_pool,proposed_weighted_d_optimal,0.2638148924526448,-0.0700377499502351,0.2465472753316756,,,,,
Lake Kummerow,PLSR,10,own_pool,repeated_random,0.338969690067388,-0.04102410543928035,0.3169937257918358,,,,,
Lake Kummerow,PLSR,10,own_pool,unweighted_d_optimal,0.3622153272378263,-0.0856545849138849,0.3336377254925992,,,,,
Lake Kummerow,XGBoost,1,own_pool,farthest_point_kennard_stone,0.6772037030045678,-0.4935254430434389,0.453426288265527,,,,,
Lake Kummerow,XGBoost,1,own_pool,proposed_weighted_d_optimal,0.3814032623184272,0.3172628036311051,0.5586384739538585,,,,,
Lake Kummerow,XGBoost,1,own_pool,repeated_random,0.3016719642526067,0.1842175716936969,0.3697946359559404,,,,,
Lake Kummerow,XGBoost,1,own_pool,unweighted_d_optimal,0.2476176046907695,0.405210658072586,0.4163114421998075,,,,,
Lake Kummerow,XGBoost,3,own_pool,farthest_point_kennard_stone,0.31614906405841,0.257296475333572,0.4256733085700212,,,,,
Lake Kummerow,XGBoost,3,own_pool,proposed_weighted_d_optimal,0.2608629402561769,0.1717806911838673,0.3149684379453368,,,,,
Lake Kummerow,XGBoost,3,own_pool,repeated_random,0.2772871757296753,0.187016626323801,0.34099803250150507,,,,,
Lake Kummerow,XGBoost,3,own_pool,unweighted_d_optimal,0.266795177809888,0.2569123944747213,0.3590359715264232,,,,,
Lake Kummerow,XGBoost,5,own_pool,farthest_point_kennard_stone,0.2600800720356937,0.1357219218099662,0.3009217518713087,,,,,
Lake Kummerow,XGBoost,5,own_pool,proposed_weighted_d_optimal,0.2683584566030835,0.0993129478077413,0.2979486126097101,,,,,
Lake Kummerow,XGBoost,5,own_pool,repeated_random,0.31787396066370066,0.13425286429748506,0.3352218153475668,,,,,
Lake Kummerow,XGBoost,5,own_pool,unweighted_d_optimal,0.2596838866258749,0.1950731744199888,0.3226180074064305,,,,,
Lake Kummerow,XGBoost,10,own_pool,farthest_point_kennard_stone,0.2753202465646633,0.1747081287478923,0.3336034897496774,,,,,
Lake Kummerow,XGBoost,10,own_pool,proposed_weighted_d_optimal,0.223263747803655,0.0944383853048625,0.2465472753316756,,,,,
Lake Kummerow,XGBoost,10,own_pool,repeated_random,0.29754424841761845,0.09917225233697524,0.3181717813973931,,,,,
Lake Kummerow,XGBoost,10,own_pool,unweighted_d_optimal,0.2829520743293859,0.1519182207863221,0.3336377254925992,,,,,
Lake Obłęże,MLP,1,own_pool,farthest_point_kennard_stone,0.1487586327077407,0.535025239072826,0.3199284145259063,,,,,
Lake Obłęże,MLP,1,own_pool,proposed_weighted_d_optimal,0.2036346305231673,0.4808039140285033,0.3922114222994852,,,,,
Lake Obłęże,MLP,1,own_pool,repeated_random,0.1852640597414781,0.2742469867185311,0.28412616756128634,,,,,
Lake Obłęże,MLP,1,own_pool,unweighted_d_optimal,0.1487586327077407,0.535025239072826,0.3199284145259063,,,,,
Lake Obłęże,MLP,3,own_pool,farthest_point_kennard_stone,0.1769524413580497,0.4390571262889897,0.3154553770831651,,,,,
Lake Obłęże,MLP,3,own_pool,proposed_weighted_d_optimal,0.1530130085303799,0.3107224087058039,0.2219904049837235,,,,,
Lake Obłęże,MLP,3,own_pool,repeated_random,0.1624976482074902,0.3688507838086263,0.24964491260829885,,,,,
Lake Obłęże,MLP,3,own_pool,unweighted_d_optimal,0.1616758650857688,0.4091658823634211,0.2736400359277733,,,,,
Lake Obłęże,MLP,5,own_pool,farthest_point_kennard_stone,0.1490796286991763,0.4868173404146923,0.2905001382701003,,,,,
Lake Obłęże,MLP,5,own_pool,proposed_weighted_d_optimal,0.1450296727880648,0.4860865088980104,0.2822064027506681,,,,,
Lake Obłęże,MLP,5,own_pool,repeated_random,0.1677875927264964,0.30030670317384295,0.2450734715684394,,,,,
Lake Obłęże,MLP,5,own_pool,unweighted_d_optimal,0.1644197799039048,0.3415703916541081,0.2497150511391255,,,,,
Lake Obłęże,MLP,10,own_pool,farthest_point_kennard_stone,0.1594563596105969,0.3499507077165822,0.2452988796433946,,,,,
Lake Obłęże,MLP,10,own_pool,proposed_weighted_d_optimal,0.1393728150543191,0.3218164343784051,0.2055089880344419,,,,,
Lake Obłęże,MLP,10,own_pool,repeated_random,0.1620027330959632,0.31404129530805935,0.2420338454633985,,,,,
Lake Obłęże,MLP,10,own_pool,unweighted_d_optimal,0.1554444640887088,0.0433516395856122,0.1624886122784886,,,,,
Lake Obłęże,PLSR,1,own_pool,farthest_point_kennard_stone,0.200898624363321,0.3720513122238903,0.3199284145259063,,,,,
Lake Obłęże,PLSR,1,own_pool,proposed_weighted_d_optimal,0.3032847597479852,0.2267314392906254,0.3922114222994852,,,,,
Lake Obłęże,PLSR,1,own_pool,repeated_random,0.1789610581136621,0.25456905339434954,0.2744510205776976,,,,,
Lake Obłęże,PLSR,1,own_pool,unweighted_d_optimal,0.200898624363321,0.3720513122238903,0.3199284145259063,,,,,
Lake Obłęże,PLSR,3,own_pool,farthest_point_kennard_stone,0.1691233347258086,0.4638755537206225,0.3154553770831651,,,,,
Lake Obłęże,PLSR,3,own_pool,proposed_weighted_d_optimal,0.1633462842849286,0.2641741117655674,0.2219904049837235,,,,,
Lake Obłęże,PLSR,3,own_pool,repeated_random,0.1800867318783999,0.28839394170177224,0.2529635578986633,,,,,
Lake Obłęże,PLSR,3,own_pool,unweighted_d_optimal,0.1704110897473899,0.377243564005359,0.2736400359277733,,,,,
Lake Obłęże,PLSR,5,own_pool,farthest_point_kennard_stone,0.1807145473700729,0.3779192250117245,0.2905001382701003,,,,,
Lake Obłęże,PLSR,5,own_pool,proposed_weighted_d_optimal,0.158732655573318,0.4375299128529735,0.2822064027506681,,,,,
Lake Obłęże,PLSR,5,own_pool,repeated_random,0.20140110043490925,0.2104545981171046,0.24372468968271266,,,,,
Lake Obłęże,PLSR,5,own_pool,unweighted_d_optimal,0.1833356198344608,0.2658206958036954,0.2497150511391255,,,,,
Lake Obłęże,PLSR,10,own_pool,farthest_point_kennard_stone,0.1762522846417298,0.2814794437188115,0.2452988796433946,,,,,
Lake Obłęże,PLSR,10,own_pool,proposed_weighted_d_optimal,0.1410874182289711,0.3134732319344682,0.2055089880344419,,,,,
Lake Obłęże,PLSR,10,own_pool,repeated_random,0.175742441209012,0.3047451101588403,0.2418717835297359,,,,,
Lake Obłęże,PLSR,10,own_pool,unweighted_d_optimal,0.1845354261195667,-0.1356822005868951,0.1624886122784886,,,,,
Lake Obłęże,XGBoost,1,own_pool,farthest_point_kennard_stone,0.1424532399262972,0.554733999839511,0.3199284145259063,,,,,
Lake Obłęże,XGBoost,1,own_pool,proposed_weighted_d_optimal,0.1248419184545336,0.6816973750035753,0.3922114222994852,,,,,
Lake Obłęże,XGBoost,1,own_pool,repeated_random,0.15095937342156474,0.45754125916526545,0.2785500362270922,,,,,
Lake Obłęże,XGBoost,1,own_pool,unweighted_d_optimal,0.1424532399262972,0.554733999839511,0.3199284145259063,,,,,
Lake Obłęże,XGBoost,3,own_pool,farthest_point_kennard_stone,0.1475508649643451,0.5322607220987305,0.3154553770831651,,,,,
Lake Obłęże,XGBoost,3,own_pool,proposed_weighted_d_optimal,0.1261816473188337,0.4315896146773476,0.2219904049837235,,,,,
Lake Obłęże,XGBoost,3,own_pool,repeated_random,0.1344035861183565,0.4755940303051931,0.25994351336542193,,,,,
Lake Obłęże,XGBoost,3,own_pool,unweighted_d_optimal,0.1288198633245249,0.5292360338277144,0.2736400359277733,,,,,
Lake Obłęże,XGBoost,5,own_pool,farthest_point_kennard_stone,0.1466014625804755,0.4953480283797693,0.2905001382701003,,,,,
Lake Obłęże,XGBoost,5,own_pool,proposed_weighted_d_optimal,0.1299910201020879,0.5393760586973756,0.2822064027506681,,,,,
Lake Obłęże,XGBoost,5,own_pool,repeated_random,0.14299310991436348,0.38594006836503886,0.24403662760825034,,,,,
Lake Obłęże,XGBoost,5,own_pool,unweighted_d_optimal,0.1351510502637385,0.4587788992493292,0.2497150511391255,,,,,
Lake Obłęże,XGBoost,10,own_pool,farthest_point_kennard_stone,0.1509398642439695,0.3846695577652239,0.2452988796433946,,,,,
Lake Obłęże,XGBoost,10,own_pool,proposed_weighted_d_optimal,0.143150711748974,0.3034333137813121,0.2055089880344419,,,,,
Lake Obłęże,XGBoost,10,own_pool,repeated_random,0.13869942849395417,0.42068796134089315,0.2419451747964034,,,,,
Lake Obłęże,XGBoost,10,own_pool,unweighted_d_optimal,0.1384988793138128,0.1476394631715189,0.1624886122784886,,,,,
Lake Peipsi,MLP,1,own_pool,farthest_point_kennard_stone,0.1731696782922679,0.5220740411957089,0.3623357976751388,,,,,
Lake Peipsi,MLP,1,own_pool,proposed_weighted_d_optimal,0.4471789215639005,0.3788106701072141,0.7198754129102443,,,,,
Lake Peipsi,MLP,1,own_pool,repeated_random,0.19743062564152436,0.2112813319477215,0.2676403590597286,,,,,
Lake Peipsi,MLP,1,own_pool,unweighted_d_optimal,0.1731696782922679,0.5220740411957089,0.3623357976751388,,,,,
Lake Peipsi,MLP,3,own_pool,farthest_point_kennard_stone,0.1796170701408077,0.2141384979090406,0.2285607219647247,,,,,
Lake Peipsi,MLP,3,own_pool,proposed_weighted_d_optimal,0.2399970479528827,-0.0602030300242361,0.2263689506201148,,,,,
Lake Peipsi,MLP,3,own_pool,repeated_random,0.1937847897638672,0.19369485197825886,0.23350260480238794,,,,,
Lake Peipsi,MLP,3,own_pool,unweighted_d_optimal,0.1669238494583891,0.5755342443183358,0.3932563533792326,,,,,
Lake Peipsi,MLP,5,own_pool,farthest_point_kennard_stone,0.1679416523453191,0.2644013513499865,0.2283060950391124,,,,,
Lake Peipsi,MLP,5,own_pool,proposed_weighted_d_optimal,0.2140751249221076,0.1267146920033477,0.2451376706203275,,,,,
Lake Peipsi,MLP,5,own_pool,repeated_random,0.2050334951736676,0.1355120726623671,0.23240526896258212,,,,,
Lake Peipsi,MLP,5,own_pool,unweighted_d_optimal,0.2837162428811262,0.2958758023730985,0.4029349464144089,,,,,
Lake Peipsi,MLP,10,own_pool,farthest_point_kennard_stone,0.1894951448871858,0.4174621797751638,0.3252924402207399,,,,,
