lake,learner,k,rep,mae_log,rer_log,label_only_mae_algebraic,delta_mae_label_minus_calibrated
Geist Reservoir,PLSR,3,40,0.122367249533332,-0.204465301204827,0.10159466392786491,-0.02077258560546709
Geist Reservoir,XGBoost,3,40,0.1445120654321192,-0.4224375141429836,0.10159466392786493,-0.04291740150425427
Geist Reservoir,MLP,3,40,0.1225190001956429,-0.2059589883878641,0.10159466392786493,-0.020924336267777968
Geist Reservoir,PLSR,5,40,0.1190576687640502,-0.1856240257015022,0.10041772461330369,-0.018639944150746518
Geist Reservoir,XGBoost,5,40,0.2129159037100843,-1.120301902149029,0.10041772461330374,-0.11249817909678055
Geist Reservoir,MLP,5,40,0.1301793258393588,-0.2963779390230549,0.10041772461330374,-0.02976160122605505
Geist Reservoir,PLSR,10,40,0.1217203634391742,-0.1199423947545745,0.10868448485372695,-0.013035878585447247
Geist Reservoir,XGBoost,10,40,0.1527191510297011,-0.4051605174706678,0.10868448485372696,-0.04403466617597414
Geist Reservoir,MLP,10,40,0.1515729444772786,-0.3946143346507066,0.10868448485372698,-0.04288845962355162
Geist Reservoir,PLSR,1,41,0.2979433675038514,0.1429278725151408,0.3476292827389764,0.049685915235125
Geist Reservoir,XGBoost,1,41,0.3239100366505417,0.0682314367168268,0.3476292827389764,0.02371924608843473
Geist Reservoir,MLP,1,41,0.3981652431304403,-0.1453731358289467,0.3476292827389764,-0.05053596039146391
Geist Reservoir,PLSR,3,41,0.1372204331691912,-0.3486355848783235,0.10174759677219672,-0.03547283639699447
Geist Reservoir,XGBoost,3,41,0.1707826898781534,-0.67849353214292,0.10174759677219675,-0.06903509310595665
Geist Reservoir,MLP,3,41,0.1814127741622738,-0.7829685622821559,0.10174759677219676,-0.07966517739007704
Geist Reservoir,PLSR,5,41,0.1480759024273047,-0.400395066661047,0.10573866043130989,-0.04233724199599481
Geist Reservoir,XGBoost,5,41,0.1418544004713714,-0.3415565931815181,0.10573866043130987,-0.03611574004006153
Geist Reservoir,MLP,5,41,0.1325801315582468,-0.2538472539653667,0.10573866043130987,-0.026841471126936925
Geist Reservoir,PLSR,10,41,0.1367424627948612,-0.2522199366550957,0.1092000344906866,-0.02754242830417461
Geist Reservoir,XGBoost,10,41,0.1474538204189887,-0.3503092522234703,0.10920003449068659,-0.0382537859283021
Geist Reservoir,MLP,10,41,0.1587839907087569,-0.4540653481354505,0.10920003449068659,-0.04958395621807031
Geist Reservoir,PLSR,1,42,0.1428361775081021,-0.436526658306038,0.09943162023269997,-0.04340455727540213
Geist Reservoir,XGBoost,1,42,0.1600940635610182,-0.6100920118311436,0.09943162023269994,-0.06066244332831827
Geist Reservoir,MLP,1,42,0.1297282653303024,-0.3046982637888883,0.0994316202327,-0.03029664509760241
Geist Reservoir,PLSR,3,42,0.1242887014754795,-0.2400218826997691,0.10023105302356437,-0.02405764845191513
Geist Reservoir,XGBoost,3,42,0.2060339327562664,-1.055589719804006,0.10023105302356439,-0.10580287973270203
Geist Reservoir,MLP,3,42,0.1371423498986895,-0.3682620513208289,0.10023105302356439,-0.03691129687512512
Geist Reservoir,PLSR,5,42,0.107072972473359,-0.1721936506423418,0.09134409719140549,-0.015728875281953505
Geist Reservoir,XGBoost,5,42,0.1685199046424146,-0.8448909275482029,0.09134409719140552,-0.07717580745100908
Geist Reservoir,MLP,5,42,0.1272762087385666,-0.3933708769178486,0.09134409719140547,-0.035932111547161125
Geist Reservoir,PLSR,10,42,0.1053791943606686,-0.0082831314867213,0.10451349525450739,-0.0008656991061612163
Geist Reservoir,XGBoost,10,42,0.1594808093389766,-0.5259350353871963,0.10451349525450736,-0.05496731408446924
Geist Reservoir,MLP,10,42,0.125001190256741,-0.1960291634305322,0.1045134952545074,-0.020487695002233602
Geist Reservoir,PLSR,1,43,0.119086584435654,0.5715228928553747,0.27792987808491537,0.15884329364926136
Geist Reservoir,XGBoost,1,43,0.3940118211261039,-0.4176662821010533,0.2779298780849154,-0.11608194304118846
Geist Reservoir,MLP,1,43,0.2167666423556453,0.2200671404961777,0.2779298780849153,0.061163235729270016
Geist Reservoir,PLSR,3,43,0.116903043526656,-0.1885643800373654,0.09835650773695329,-0.01854653578970271
Geist Reservoir,XGBoost,3,43,0.1459642394510462,-0.4840323021745855,0.09835650773695326,-0.04760773171409294
Geist Reservoir,MLP,3,43,0.1154955905960995,-0.1742546732386695,0.09835650773695329,-0.017139082859146212
Geist Reservoir,PLSR,5,43,0.1171909157079267,-0.0461234420350754,0.112023983535552,-0.005166932172374697
Geist Reservoir,XGBoost,5,43,0.1328839569557224,-0.1862098713125263,0.11202398353555196,-0.02085997342017043
Geist Reservoir,MLP,5,43,0.1197238682169704,-0.068734245570122,0.11202398353555199,-0.007699884681418412
Geist Reservoir,PLSR,10,43,0.119128683529353,0.1853677314080053,0.14623614847584124,0.027107464946488233
Geist Reservoir,XGBoost,10,43,0.1290226940080749,0.1177099743809944,0.1462361484758412,0.017213454467766315
Geist Reservoir,MLP,10,43,0.1480729924119325,-0.0125608054480911,0.14623614847584127,-0.001836843936091237
Geist Reservoir,PLSR,1,44,0.2325324605398107,0.331090689430445,0.34762928273897636,0.11509682219916567
Geist Reservoir,XGBoost,1,44,0.3356997777628542,0.0343167426488414,0.3476292827389764,0.011929504976122218
Geist Reservoir,MLP,1,44,0.4228970800546801,-0.2165174192389473,0.3476292827389764,-0.07526779731570366
Geist Reservoir,PLSR,3,44,0.1167014730832908,-0.1613816792536225,0.1004850287843991,-0.0162164442988917
Geist Reservoir,XGBoost,3,44,0.1436990165270965,-0.4300539489805791,0.10048502878439905,-0.04321398774269744
Geist Reservoir,MLP,3,44,0.1523890566560648,-0.5165348841933687,0.10048502878439906,-0.051904027871665745
Geist Reservoir,PLSR,5,44,0.1317360620427844,-0.1626127102175568,0.11331035628537545,-0.018425705757408956
Geist Reservoir,XGBoost,5,44,0.2254709892330019,-0.9898532378330392,0.11331035628537542,-0.11216063294762649
Geist Reservoir,MLP,5,44,0.2046740971310493,-0.8063140544049753,0.11331035628537543,-0.09136374084567388
Geist Reservoir,PLSR,10,44,0.1449022323236997,-0.3619006252137013,0.10639706453028189,-0.03850516779341781
Geist Reservoir,XGBoost,10,44,0.2020891155798636,-0.8993861106805765,0.10639706453028192,-0.09569205104958167
Geist Reservoir,MLP,10,44,0.1171773370552855,-0.1013211366251932,0.10639706453028196,-0.010780272525003548
Geist Reservoir,PLSR,1,45,0.1566134111399663,-0.0949605482335654,0.14303109864827177,-0.013582312491694531
Geist Reservoir,XGBoost,1,45,0.1698239491231908,-0.187321840179575,0.14303109864827177,-0.026792850474919028
Geist Reservoir,MLP,1,45,0.1196906860683241,0.163184168818436,0.14303109864827174,0.023340412579947636
Geist Reservoir,PLSR,3,45,0.1193442959079775,-0.1227400424280401,0.10629735305644114,-0.013046942851536361
Geist Reservoir,XGBoost,3,45,0.1540505111149282,-0.449241229372091,0.10629735305644111,-0.047753158058487094
Geist Reservoir,MLP,3,45,0.1229553451861687,-0.156711245234584,0.10629735305644114,-0.01665799212972756
Geist Reservoir,PLSR,5,45,0.1255094525767303,-0.2289562922296061,0.10212686250986575,-0.02338259006686455
Geist Reservoir,XGBoost,5,45,0.1577526988930038,-0.5446738455421171,0.10212686250986572,-0.05562583638313809
Geist Reservoir,MLP,5,45,0.1229110349043511,-0.2035132564397055,0.10212686250986569,-0.020784172394485406
Geist Reservoir,PLSR,10,45,0.0989614814628258,0.0994034743098864,0.10988437067423489,0.01092288921140909
Geist Reservoir,XGBoost,10,45,0.1484927597737711,-0.3513546589846589,0.10988437067423486,-0.03860838909953625
Geist Reservoir,MLP,10,45,0.1248435728319738,-0.136135837194981,0.10988437067423484,-0.014959202157738952
Geist Reservoir,PLSR,1,46,0.246751431816562,-1.071383355006565,0.11912397601647542,-0.12762745580008658
Geist Reservoir,XGBoost,1,46,0.2662779092647552,-1.235300615511033,0.11912397601647542,-0.14715393324827977
Geist Reservoir,MLP,1,46,0.1412014767320882,-0.1853321186932023,0.11912397601647541,-0.022077500715612777
Geist Reservoir,PLSR,3,46,0.118496717913893,-0.0160166389199432,0.11662871769471438,-0.0018680002191786282
Geist Reservoir,XGBoost,3,46,0.1381640353379029,-0.1846484830011954,0.11662871769471438,-0.021535317643188515
Geist Reservoir,MLP,3,46,0.125323595079869,-0.074551764020904,0.11662871769471439,-0.00869487738515462
Geist Reservoir,PLSR,5,46,0.1139578945304023,-0.0469529610398719,0.10884719591192096,-0.0051106986184813324
Geist Reservoir,XGBoost,5,46,0.1520422724266326,-0.3968413902113853,0.10884719591192098,-0.04319507651471162
Geist Reservoir,MLP,5,46,0.1346022390979045,-0.2366164842745203,0.10884719591192099,-0.02575504318598351
Geist Reservoir,PLSR,10,46,0.1229777990150954,-0.6805972002579346,0.07317505479019543,-0.04980274422489997
Geist Reservoir,XGBoost,10,46,0.1327449396933316,-0.8140735518845463,0.0731750547901954,-0.059569884903136194
Geist Reservoir,MLP,10,46,0.1273668340521974,-0.7405771271590739,0.07317505479019538,-0.05419177926200201
Geist Reservoir,PLSR,1,47,0.2979433675038514,0.1429278725151407,0.3476292827389764,0.049685915235125
Geist Reservoir,XGBoost,1,47,0.3239100366505417,0.0682314367168265,0.3476292827389763,0.02371924608843462
Geist Reservoir,MLP,1,47,0.3981652431304404,-0.1453731358289472,0.34762928273897636,-0.05053596039146402
Geist Reservoir,PLSR,3,47,0.1198948830941504,-0.165458982377971,0.10287353158918583,-0.017021351504964574
Geist Reservoir,XGBoost,3,47,0.1470264524997964,-0.4291960812132862,0.10287353158918582,-0.044152920910610585
Geist Reservoir,MLP,3,47,0.1221737310667778,-0.187610917048673,0.10287353158918584,-0.019300199477591956
Geist Reservoir,PLSR,5,47,0.2041436858213617,-1.0304095189209332,0.10054310404620206,-0.10360058177515963
Geist Reservoir,XGBoost,5,47,0.2989286278382536,-1.97313884370926,0.1005431040462021,-0.1983855237920515
Geist Reservoir,MLP,5,47,0.32049524141477,-2.187639993600102,0.1005431040462021,-0.2199521373685679
Geist Reservoir,PLSR,10,47,0.1081663747458716,-0.0447697762557934,0.10353130111192191,-0.004635073633949688
Geist Reservoir,XGBoost,10,47,0.1309964737070515,-0.2652837320435209,0.103531301111922,-0.027465172595129497
Geist Reservoir,MLP,10,47,0.1238137221091764,-0.1959061541810113,0.10353130111192198,-0.020282420997254427
Geist Reservoir,PLSR,1,48,0.119086584435654,-0.1736748501733788,0.10146471374189679,-0.017621870693757202
Geist Reservoir,XGBoost,1,48,0.1481988107973928,-0.4605945330751296,0.10146471374189683,-0.04673409705549597
Geist Reservoir,MLP,1,48,0.1235111179771402,-0.2172814690879604,0.10146471374189682,-0.022046404235243386
Geist Reservoir,PLSR,3,48,0.1296934754456136,0.0077396317260254,0.13070508474364467,0.0010116092980310687
Geist Reservoir,XGBoost,3,48,0.3056059889757329,-1.3381337932934132,0.13070508474364467,-0.1749009042320882
Geist Reservoir,MLP,3,48,0.14459126703332,-0.1062405586936813,0.13070508474364467,-0.013886182289675336
Geist Reservoir,PLSR,5,48,0.1298217037876283,-0.2789371210398476,0.10150749310701436,-0.028314210680613947
Geist Reservoir,XGBoost,5,48,0.1700975188803342,-0.6757138504432407,0.10150749310701432,-0.06859002577331988
Geist Reservoir,MLP,5,48,0.1232156592550361,-0.2138577492654506,0.10150749310701429,-0.021708166148021804
Geist Reservoir,PLSR,10,48,0.0908103500386799,0.0018983825235819,0.09098307072907763,0.0001727206903977263
Geist Reservoir,XGBoost,10,48,0.1463212509178895,-0.6082249550726209,0.09098307072907763,-0.05533818018881187
Geist Reservoir,MLP,10,48,0.1123329412357966,-0.2346575905721742,0.09098307072907763,-0.021349870506718965
Geist Reservoir,PLSR,1,49,0.1228309251896627,-0.2426133531548349,0.09884886755134033,-0.023982057638322368
Geist Reservoir,XGBoost,1,49,0.2399887764898718,-1.427835221145792,0.09884886755134037,-0.14113990893853143
Geist Reservoir,MLP,1,49,0.1279142255974864,-0.2940383215889328,0.09884886755134033,-0.02906535804614606
Geist Reservoir,PLSR,3,49,0.1205102319460778,0.0133657036016732,0.1221427559528927,0.001632524006814906
Geist Reservoir,XGBoost,3,49,0.1360372974525584,-0.1137565650431103,0.12214275595289277,-0.013894541499665639
Geist Reservoir,MLP,3,49,0.1188974219691121,0.0265700056688763,0.1221427559528927,0.0032453339837806017
Geist Reservoir,PLSR,5,49,0.1158918553097875,-0.0608289197818972,0.109246507651135,-0.006645347658652503
Geist Reservoir,XGBoost,5,49,0.1406068801523537,-0.2870606146125775,0.10924650765113507,-0.031360372501218634
Geist Reservoir,MLP,5,49,0.1262091650585996,-0.1552695479194372,0.10924650765113506,-0.016962657407464554
Geist Reservoir,PLSR,10,49,0.1204824911467656,-0.5266080385899067,0.07892168967744474,-0.041560801469320854
Geist Reservoir,XGBoost,10,49,0.152892640661752,-0.937270120722548,0.07892168967744473,-0.07397095098430728
Geist Reservoir,MLP,10,49,0.150269480378463,-0.9040326170447254,0.07892168967744474,-0.07134779070101825
Geist Reservoir,PLSR,1,50,0.1244087314345568,0.1479174654643116,0.14600549579569017,0.021596764361133364
Geist Reservoir,XGBoost,1,50,0.251282205586837,-0.7210461634129306,0.1460054957956902,-0.10527670979114681
Geist Reservoir,MLP,1,50,0.2467604239844948,-0.6900762244527539,0.14600549579569022,-0.10075492818880458
Geist Reservoir,PLSR,3,50,0.1180330223503852,-0.1831976769815445,0.09975765065692359,-0.018275371693461606
Geist Reservoir,XGBoost,3,50,0.1341417179820574,-0.3446759587054068,0.09975765065692362,-0.034384067325133785
Geist Reservoir,MLP,3,50,0.1219029320604765,-0.221990785045699,0.09975765065692359,-0.022145281403552916
Geist Reservoir,PLSR,5,50,0.1146677959181432,0.0795919693616022,0.12458365518011502,0.009915859261971818
Geist Reservoir,XGBoost,5,50,0.1467298862608413,-0.1777619164495496,0.12458365518011502,-0.022146231080726275
Geist Reservoir,MLP,5,50,0.1378863705625281,-0.1067773641366295,0.12458365518011502,-0.013302715382413066
Geist Reservoir,PLSR,10,50,0.1244586192241623,-0.2982716456608163,0.09586484974652341,-0.028593769477638892
Geist Reservoir,XGBoost,10,50,0.133126340657621,-0.3886876902508466,0.09586484974652343,-0.03726149091109757
Geist Reservoir,MLP,10,50,0.1382340481319789,-0.4419679796902018,0.0958648497465234,-0.0423691983854555
Geist Reservoir,PLSR,1,51,0.1290292723556354,-0.2648681689906818,0.10201005359310633,-0.02701921876252908
Geist Reservoir,XGBoost,1,51,0.1788552941195862,-0.7533103874240985,0.10201005359310635,-0.07684524052647985
Geist Reservoir,MLP,1,51,0.1359689186855842,-0.3328972053966322,0.10201005359310637,-0.03395886509247782
Geist Reservoir,PLSR,3,51,0.1324098852289415,-0.2683136900183804,0.10439837051974556,-0.028011514709195953
Geist Reservoir,XGBoost,3,51,0.1488301645537017,-0.4255984988728101,0.10439837051974558,-0.044431794033956126
Geist Reservoir,MLP,3,51,0.116268797825502,-0.1137031747682261,0.1043983705197456,-0.011870427305756395
Geist Reservoir,PLSR,5,51,0.114920120160496,-0.1100374466884493,0.10352814619268948,-0.011391973967806529
Geist Reservoir,XGBoost,5,51,0.1546013337724466,-0.4933265447584932,0.10352814619268949,-0.051073187579757096
Geist Reservoir,MLP,5,51,0.1263991874951779,-0.2209161463275767,0.10352814619268949,-0.022871041302488404
Geist Reservoir,PLSR,10,51,0.1024415225265901,0.0254754856236177,0.105119492911781,0.0026779703851909087
Geist Reservoir,XGBoost,10,51,0.1341791329073829,-0.2764438490542473,0.105119492911781,-0.02905963999560189
Geist Reservoir,MLP,10,51,0.1341963457370763,-0.2766075944032697,0.10511949291178103,-0.029076852825295277
Geist Reservoir,PLSR,1,52,0.1228309251896627,-0.2426133531548348,0.09884886755134036,-0.02398205763832234
Geist Reservoir,XGBoost,1,52,0.2399887764898717,-1.4278352211457914,0.09884886755134037,-0.14113990893853134
Geist Reservoir,MLP,1,52,0.1279142255974864,-0.2940383215889325,0.09884886755134037,-0.029065358046146017
Geist Reservoir,PLSR,3,52,0.1580902192932514,-0.6432545364411295,0.09620555389008031,-0.061884665403171085
Geist Reservoir,XGBoost,3,52,0.1474438750635116,-0.532592077855015,0.0962055538900803,-0.05123832117343129
Geist Reservoir,MLP,3,52,0.1597951945501853,-0.6609767469661031,0.09620555389008037,-0.06358964066010492
Geist Reservoir,PLSR,5,52,0.1346483013562103,-0.3474535621724263,0.09992796906825385,-0.03472033228795646
Geist Reservoir,XGBoost,5,52,0.1690262191399437,-0.6914805114240692,0.09992796906825385,-0.06909825007168985
Geist Reservoir,MLP,5,52,0.1477917058831043,-0.4789823356895676,0.09992796906825387,-0.04786373681485044
Geist Reservoir,PLSR,10,52,0.1122055879190833,-0.0610094787717207,0.10575361441528636,-0.006451973503796948
Geist Reservoir,XGBoost,10,52,0.1567519647473859,-0.4822373759204026,0.10575361441528638,-0.05099835033209951
Geist Reservoir,MLP,10,52,0.1264271476863355,-0.1954877044200939,0.1057536144152864,-0.020673533271049108
Geist Reservoir,PLSR,1,53,0.1666325119791779,-0.7103281069229895,0.09742721539885196,-0.06920529658032593
Geist Reservoir,XGBoost,1,53,0.1418651288978683,-0.4561139180254221,0.09742721539885198,-0.04443791349901631
Geist Reservoir,MLP,1,53,0.1257821182709054,-0.2910367482597689,0.09742721539885198,-0.02835490287205343
Geist Reservoir,PLSR,3,53,0.1288652433681286,-0.5186415359872234,0.08485559964481139,-0.04400964372331721
Geist Reservoir,XGBoost,3,53,0.3639079366908009,-3.2885549725474448,0.08485559964481142,-0.2790523370459895
Geist Reservoir,MLP,3,53,0.1440497725745557,-0.6975870325782735,0.0848555996448114,-0.0591941729297443
Geist Reservoir,PLSR,5,53,0.1406303366525487,-0.1884687216339005,0.11832901632827464,-0.022301320324274065
Geist Reservoir,XGBoost,5,53,0.166654809304463,-0.4084018475916501,0.11832901632827461,-0.048325792976188386
Geist Reservoir,MLP,5,53,0.1540077217869855,-0.3015211615088348,0.11832901632827462,-0.035678705458710866
Geist Reservoir,PLSR,10,53,0.1483753786345361,-0.3766690147309269,0.10777853883552849,-0.040596839799007606
Geist Reservoir,XGBoost,10,53,0.1393931907285159,-0.2933297231644096,0.1077785388355285,-0.031614651892987386
Geist Reservoir,MLP,10,53,0.1494544636744045,-0.3866810723391161,0.10777853883552851,-0.04167592483887597
Geist Reservoir,PLSR,1,54,0.1669557071263381,-0.4015289671033842,0.11912397605031654,-0.04783173107602155
Geist Reservoir,XGBoost,1,54,0.1492231513776012,-0.2526709886501885,0.11912397605031645,-0.030099175327284747
Geist Reservoir,MLP,1,54,0.2211603895281212,-0.8565564069918362,0.1191239760503165,-0.1020364134778047
Geist Reservoir,PLSR,3,54,0.1585104973999783,-0.4533243921574761,0.10906752389356364,-0.04944297350641466
Geist Reservoir,XGBoost,3,54,0.1673018560694467,-0.5339291180151964,0.1090675238935637,-0.058234332175883
Geist Reservoir,MLP,3,54,0.1245924986469408,-0.1423427687337975,0.10906752389356365,-0.01552497475337715
Geist Reservoir,PLSR,5,54,0.155273221349478,-0.4766144039598059,0.1051548841504871,-0.05011833719899089
Geist Reservoir,XGBoost,5,54,0.1377327723535352,-0.3098085777769493,0.10515488415048714,-0.032577888203048064
Geist Reservoir,MLP,5,54,0.1412534980121645,-0.3432899072678126,0.10515488415048711,-0.036098613861677384
Geist Reservoir,PLSR,10,54,0.1009623083188512,0.1431255832109057,0.11782626225256677,0.016863953933715578
Geist Reservoir,XGBoost,10,54,0.1386964054120633,-0.1771263977083167,0.11782626225256677,-0.02087014315949652
Geist Reservoir,MLP,10,54,0.1344685537133294,-0.1412443179487936,0.11782626225256672,-0.016642291460762668
Geist Reservoir,PLSR,1,55,0.1588620313779778,0.3543557607875248,0.24605196681582325,0.08718993543784545
Geist Reservoir,XGBoost,1,55,0.1887757237542547,0.2327810725310346,0.2460519668158233,0.057276243061568616
Geist Reservoir,MLP,1,55,0.1209906422139697,0.5082719765973084,0.2460519668158233,0.1250613246018536
Geist Reservoir,PLSR,3,55,0.1168805777890717,-0.1399061781190097,0.10253526003594239,-0.014345317753129305
Geist Reservoir,XGBoost,3,55,0.1537076990141706,-0.4990715776170529,0.10253526003594234,-0.05117243897822828
Geist Reservoir,MLP,3,55,0.1240218170484554,-0.2095528397690011,0.10253526003594231,-0.02148655701251309
Geist Reservoir,PLSR,5,55,0.1072288787980977,0.1348009768734384,0.12393550764610838,0.016706628848010677
Geist Reservoir,XGBoost,5,55,0.168492987337342,-0.3595214716290225,0.12393550764610842,-0.04455747969123358
Geist Reservoir,MLP,5,55,0.1299215073721669,-0.0482993078961526,0.12393550764610843,-0.005985999726058469
Geist Reservoir,PLSR,10,55,0.1126311322689319,-0.0933538421320724,0.10301434631240645,-0.009616785956525445
Geist Reservoir,XGBoost,10,55,0.1393176187183402,-0.3524098359246025,0.10301434631240648,-0.036303272405933715
Geist Reservoir,MLP,10,55,0.1254651155905779,-0.217938257169575,0.10301434631240645,-0.022450769278171454
Geist Reservoir,PLSR,1,56,0.1520905509699561,-0.4284460830824382,0.106472724792874,-0.04561782617708211
Geist Reservoir,XGBoost,1,56,0.141112310592993,-0.3253376168791462,0.10647272479287401,-0.034639585800119
Geist Reservoir,MLP,1,56,0.2073843046490259,-0.947769211079809,0.106472724792874,-0.10091157985615191
Geist Reservoir,PLSR,3,56,0.117549359946594,-0.1760952776172504,0.0999488395394243,-0.01760052040716971
Geist Reservoir,XGBoost,3,56,0.1275409183012317,-0.2760619945997862,0.09994883953942431,-0.0275920787618074
Geist Reservoir,MLP,3,56,0.1306475830327665,-0.307144540780664,0.09994883953942434,-0.03069874349334216
Geist Reservoir,PLSR,5,56,0.1449518461317768,-0.4494858296132448,0.10000224815967666,-0.044949597972100144
Geist Reservoir,XGBoost,5,56,0.2841548130329229,-1.841484065081853,0.10000224815967663,-0.18415256487324627
Geist Reservoir,MLP,5,56,0.2019396080517854,-1.0193505803573186,0.10000224815967661,-0.1019373598921088
Geist Reservoir,PLSR,10,56,0.1171832993358171,-0.4603682922704931,0.08024228912142746,-0.03694101021438964
Geist Reservoir,XGBoost,10,56,0.1587493145611951,-0.97837457674245,0.08024228912142746,-0.07850702543976763
Geist Reservoir,MLP,10,56,0.1252426698065238,-0.560806222875034,0.08024228912142742,-0.045000380685096375
Geist Reservoir,PLSR,1,57,0.1566134111399663,-0.0949605482335654,0.14303109864827177,-0.013582312491694531
Geist Reservoir,XGBoost,1,57,0.1698239491231908,-0.187321840179575,0.14303109864827177,-0.026792850474919028
Geist Reservoir,MLP,1,57,0.1196906860683242,0.1631841688184356,0.1430310986482718,0.023340412579947595
Geist Reservoir,PLSR,3,57,0.1364802152766844,-0.3420604643844512,0.101694532756151,-0.03478568252053342
Geist Reservoir,XGBoost,3,57,0.1264472933303611,-0.2434030372068607,0.10169453275615098,-0.02475276057421011
Geist Reservoir,MLP,3,57,0.1158191902478873,-0.1388929740861831,0.101694532756151,-0.014124657491736303
Geist Reservoir,PLSR,5,57,0.1218969420631834,-0.1656586286025516,0.10457344664683957,-0.01732349541634383
Geist Reservoir,XGBoost,5,57,0.1926962291192085,-0.8426878607443651,0.10457344664683961,-0.08812278247236889
Geist Reservoir,MLP,5,57,0.1385591170818673,-0.3249932776899824,0.10457344664683962,-0.033985670435027676
Geist Reservoir,PLSR,10,57,0.1079149466032933,-0.0346849571115603,0.10429739556444355,-0.0036175510388497534
Geist Reservoir,XGBoost,10,57,0.151434920703728,-0.4519529981036674,0.10429739556444359,-0.0471375251392844
Geist Reservoir,MLP,10,57,0.1318112741590578,-0.2638021381808384,0.10429739556444352,-0.02751387859461428
Geist Reservoir,PLSR,1,58,0.1463988098660124,-0.228961729698964,0.11912397598601847,-0.027274833879993923
Geist Reservoir,XGBoost,1,58,0.191314297556147,-0.6060099565389081,0.11912397598601847,-0.07219032157012854
Geist Reservoir,MLP,1,58,0.2256602604378623,-0.8943310918453315,0.11912397598601844,-0.10653628445184386
Geist Reservoir,PLSR,3,58,0.1241572782314297,0.2147830373810127,0.15811843896640987,0.033961160734980164
Geist Reservoir,XGBoost,3,58,0.1333088434721081,0.156905128126903,0.1581184389664098,0.0248095954943017
Geist Reservoir,MLP,3,58,0.1173210472649661,0.2580179097893291,0.1581184389664099,0.040797391701443794
Geist Reservoir,PLSR,5,58,0.126600998051901,-0.2410979305886496,0.10200725705897774,-0.02459374099292326
Geist Reservoir,XGBoost,5,58,0.1678157778704676,-0.6451356134601789,0.1020072570589777,-0.06580852081148988
Geist Reservoir,MLP,5,58,0.1273168882912413,-0.2481159623424703,0.1020072570589777,-0.025309631232263596
Geist Reservoir,PLSR,10,58,0.1511965153533408,-0.3444102898121218,0.1124630725121624,-0.03873344284117841
Geist Reservoir,XGBoost,10,58,0.1879992350625484,-0.6716529625818958,0.11246307251216234,-0.07553616255038606
Geist Reservoir,MLP,10,58,0.1532460808210097,-0.3626346299412237,0.11246307251216238,-0.04078300830884733
Geist Reservoir,PLSR,1,59,0.152074068223167,-0.5608992004093238,0.09742721539885196,-0.05464685282431503
Geist Reservoir,XGBoost,1,59,0.1491546214110955,-0.5309337898157264,0.09742721539885203,-0.051727406012243474
Geist Reservoir,MLP,1,59,0.1187593566609605,-0.2189546215113693,0.097427215398852,-0.0213321412621085
Geist Reservoir,PLSR,3,59,0.126200544371607,-0.2530732809323128,0.10071281844504602,-0.02548772592656097
Geist Reservoir,XGBoost,3,59,0.1365818186287791,-0.3561512543886603,0.10071281844504601,-0.035869000183733096
Geist Reservoir,MLP,3,59,0.1149679966952867,-0.1415428249839997,0.10071281844504598,-0.014255178250240724
Geist Reservoir,PLSR,5,59,0.1142179640291068,-0.2574165826238961,0.09083541845503443,-0.023382545574072378
Geist Reservoir,XGBoost,5,59,0.1372142585328976,-0.5105809579664361,0.09083541845503444,-0.04637884007786315
Geist Reservoir,MLP,5,59,0.1239852147499425,-0.3649434681900349,0.09083541845503443,-0.033149796294908065
Geist Reservoir,PLSR,10,59,0.1178355533891946,-0.2732003691872426,0.09255067270551622,-0.025284880683678387
Geist Reservoir,XGBoost,10,59,0.1347061976348247,-0.45548583432325,0.09255067270551624,-0.04215552492930845
Geist Reservoir,MLP,10,59,0.1294676399234823,-0.3988837914403171,0.0925506727055162,-0.03691696721796611
Geist Reservoir,PLSR,1,60,0.120111701332205,-0.0422636083908368,0.11524119228820702,-0.004870509043997981
Geist Reservoir,XGBoost,1,60,0.1373159267628802,-0.1915524485718782,0.115241192288207,-0.022074734474673202
Geist Reservoir,MLP,1,60,0.1189147845027513,-0.0318774200685364,0.11524119228820695,-0.003673592214544344
Geist Reservoir,PLSR,3,60,0.1683466825007645,-0.1568256460412234,0.14552467911530811,-0.022822003385456396
Geist Reservoir,XGBoost,3,60,0.169067168965647,-0.1617766029493778,0.14552467911530817,-0.023542489850338827
Geist Reservoir,MLP,3,60,0.133252889306026,0.0843278888543678,0.14552467911530814,0.012271789809282146
Geist Reservoir,PLSR,5,60,0.1191623711677253,-0.2215415746985362,0.09755080909277901,-0.021611562074946286
Geist Reservoir,XGBoost,5,60,0.1494663788499561,-0.532189993277258,0.09755080909277902,-0.051915569757177066
Geist Reservoir,MLP,5,60,0.147340306859394,-0.5103954864721427,0.09755080909277905,-0.049789497766614954
Geist Reservoir,PLSR,10,60,0.1084211630084774,0.0720380585273819,0.11683794225095084,0.008416779242473443
Geist Reservoir,XGBoost,10,60,0.1477538253591072,-0.2646048010303498,0.11683794225095082,-0.030915883108156378
Geist Reservoir,MLP,10,60,0.1120183132856233,0.0412505429312533,0.11683794225095087,0.004819628965327574
Geist Reservoir,PLSR,1,61,0.1395116167401102,-0.1711463946548525,0.11912397601647537,-0.02038764072363483
Geist Reservoir,XGBoost,1,61,0.1395400909613159,-0.1713854247793298,0.11912397601647531,-0.02041611494484058
