lake,learner,k,variant,delta_spearman_lake,delta_r2_log_lake,mae_log_lake,rer_log_lake,delta_spearman_lake_altmean,delta_r2_log_lake_altmean
Branched Oak Lake,XGBoost,10,repr_only,-0.01692085563280725,-0.07588974398273055,0.0963264677242444,0.1956621865554543,-0.04891498602509101,-0.15364140809952515
Branched Oak Lake,XGBoost,10,source_only,0.0,0.0,0.1056394257924082,0.1150708297885148,0.0,0.0
Chaohu,MLP,5,affine_only,0.0,0.01551634425461275,0.17677053870022924,0.390513050246319,0.0,0.011429532767300236
Chaohu,MLP,5,full,-0.0692435492921032,-0.060028508558917795,0.198776597361095,0.3270445211809357,-0.09242169534661522,-0.1816190906744347
Chaohu,MLP,5,full_minus_affine,-0.0707152200363663,-0.06289139565796556,0.19937347781894985,0.3160776534082451,-0.10028566562954795,-0.19146898225008663
Chaohu,MLP,5,full_minus_repr0,0.0,0.01551634425461275,0.17677053870022924,0.390513050246319,0.0,0.011429532767300236
Chaohu,MLP,5,intercept_only,0.0,0.0,0.17733939886006256,0.38599730176758024,0.0,4.4408920985006255e-18
Chaohu,MLP,5,repr_only,-0.0707152200363663,-0.06289139565796556,0.19937347781894985,0.3160776534082451,-0.10028566562954795,-0.19146898225008663
Chaohu,MLP,5,source_only,0.0,0.0,0.162950456143853,0.4080097505836322,0.0,0.0
Chaohu,MLP,10,affine_only,0.0,0.025144117919879548,0.1699345842573649,0.38787323629339426,0.0,0.01963144488667629
Chaohu,MLP,10,full,-0.03669879217087855,-0.04050255947449005,0.18861250636697902,0.3241856354713961,-0.05904743105610069,-0.16620366418997684
Chaohu,MLP,10,full_minus_affine,-0.03669879217087855,-0.040678274397570796,0.18847514470491955,0.32520023794736075,-0.059593507557374886,-0.1653623651481002
Chaohu,MLP,10,full_minus_repr0,0.0045558204757820495,0.0137111803224983,0.1794616964394454,0.3795836177255508,0.011641321138067135,-0.04385528894014528
Chaohu,MLP,10,full_minus_repr1,-0.0363636363636363,-0.023077074458084552,0.19117757484121578,0.3373037093873499,-0.055548838932686605,-0.07101418013354245
