lake,learner,k,rep,method,mae_log,mae_orig,rer_log,demeaned_spearman,anomaly_r2
Lake Erie,PLSR,0,12,source_only,0.3504768844752889,349.0965960752518,,0.7310627688327969,-102358.1691629412
Lake Erie,XGBoost,0,12,source_only,0.2554247538293229,8.964091586523432,,0.7840159118481286,-0.3901008329597644
Lake Erie,MLP,0,12,source_only,0.245653023027792,189.2269081761513,,0.8051405015429922,-58335.217701922746
Lake Erie,PLSR,1,12,calibrated,0.4642558354198495,181.7039764978491,0.4557344594600937,0.7295421234461622,-42804.16301913004
Lake Erie,XGBoost,1,12,calibrated,0.5438762244288318,10.00283495450145,0.3623923195829281,0.7832501467118602,0.238724114606772
Lake Erie,MLP,1,12,calibrated,0.3908308368277679,63.09240094966788,0.541813497434771,0.8041377583716675,-5380.2376150330265
Lake Erie,PLSR,3,12,calibrated,0.3359308097250816,293.06869089736665,0.0945682029161204,0.7304772923910675,-95989.4774795856
Lake Erie,XGBoost,3,12,calibrated,0.2097649042778347,6.40076546997957,0.4346222134213271,0.7831706118867188,0.3307703136437449
Lake Erie,MLP,3,12,calibrated,0.2159669599986829,112.3436968798228,0.4179058595555591,0.803858002763187,-19853.006752543883
Lake Erie,PLSR,5,12,calibrated,0.3194003910173803,222.8692699296865,0.0753795733185045,0.7370366611677013,-57884.71188728853
Lake Erie,XGBoost,5,12,calibrated,0.2745543271575105,9.815744343656634,0.205202787594438,0.7719944770496798,-0.5540850264508954
Lake Erie,MLP,5,12,calibrated,0.215100716194629,84.53643549758509,0.3773128505785597,0.8024242927714503,-10648.433398682204
Lake Erie,PLSR,10,12,calibrated,0.2691261356191179,18.11808039784013,0.156170321613533,0.6154655935906135,-210.399613384596
Lake Erie,XGBoost,10,12,calibrated,0.3570533498151046,37.46266616553744,-0.1195204430490095,0.4976763151942649,-1830.7465238777452
Lake Erie,MLP,10,12,calibrated,0.2669465701712211,73.87076001289951,0.1630042247510007,0.6130037956763135,-9159.041519346749
Lake Erie,PLSR,0,13,source_only,0.3504768844752889,349.0965960752518,,0.7310627688327969,-102358.1691629412
Lake Erie,XGBoost,0,13,source_only,0.2554247538293229,8.964091586523432,,0.7840159118481286,-0.3901008329597644
Lake Erie,MLP,0,13,source_only,0.245653023027792,189.2269081761513,,0.8051405015429922,-58335.217701922746
Lake Erie,PLSR,1,13,calibrated,0.3537279944951447,352.45587233739417,0.1912637083506208,0.7308694406805801,-102775.20729936758
Lake Erie,XGBoost,1,13,calibrated,0.226995771143913,7.743279887387344,0.4810144406734352,0.7837556395250596,-0.1212337578632953
Lake Erie,MLP,1,13,calibrated,0.2583376056684299,199.07502146616537,0.4093568995550187,0.8050050279750876,-64277.73998461843
Lake Erie,PLSR,3,13,calibrated,0.3488586210394102,349.64536087010885,-0.06875970540999,0.7313467904284379,-102240.92312038432
Lake Erie,XGBoost,3,13,calibrated,0.2050020694772047,6.87346533939404,0.3719577428321058,0.7839719965411613,0.0963244202868005
Lake Erie,MLP,3,13,calibrated,0.245968655481431,165.64987291178875,0.2464529323044748,0.8069963072659238,-43154.0220215064
Lake Erie,PLSR,5,13,calibrated,0.284589775028474,41.05046906270759,0.1391809371099681,0.7529779205680133,-1531.503598786598
Lake Erie,XGBoost,5,13,calibrated,0.2005441291448632,6.082446713054707,0.3933998090989212,0.8113641433161317,0.3537192076635889
Lake Erie,MLP,5,13,calibrated,0.2474216305568654,17.028671291423933,0.2516060801635398,0.657780389382931,-176.53107869179297
Lake Erie,PLSR,10,13,calibrated,0.2631006149851438,13.549561842210588,0.1846752720253913,0.724095917698521,-48.79067764121904
Lake Erie,XGBoost,10,13,calibrated,0.2372226118425742,358.77103096034256,0.2648688324699284,0.8529977299454767,-119961.61931002668
Lake Erie,MLP,10,13,calibrated,0.2072584178131652,653.6859747795257,0.3577251240404474,0.8627959957642939,-294023.4413855672
Lake Erie,PLSR,0,14,source_only,0.3504768844752889,349.0965960752518,,0.7310627688327969,-102358.1691629412
Lake Erie,XGBoost,0,14,source_only,0.2554247538293229,8.964091586523432,,0.7840159118481286,-0.3901008329597644
Lake Erie,MLP,0,14,source_only,0.245653023027792,189.2269081761513,,0.8051405015429922,-58335.217701922746
Lake Erie,PLSR,1,14,calibrated,0.3397595062090306,289.69073771721816,0.3147764742444272,0.7299470648760246,-95764.457434721
Lake Erie,XGBoost,1,14,calibrated,0.2221075552669925,6.730323982771145,0.5520557285123973,0.7832898281672152,0.312633547492539
Lake Erie,MLP,1,14,calibrated,0.2425600658287301,186.73825108884583,0.5108073138865512,0.8043427584156199,-56662.29731057219
Lake Erie,PLSR,3,14,calibrated,0.3369309364897279,304.7976762331681,-0.0541378820988511,0.7309173736770687,-97197.64627665696
