lake,learner,k,variant,mae_log_median,rer_log_median,spearman_median,source_spearman_median,delta_spearman_median,delta_spearman_mean,delta_r2_log_median,delta_r2_log_mean
Garda,XGBoost,10,source_only,0.5855910787847975,-1.1543737364324853,0.4451228871887742,0.4451228871887742,0.0,0.0,0.0,0.0
Geist Reservoir,MLP,5,affine_only,0.12475491258365093,-0.2140166481202258,0.06685904297458953,0.06685904297458953,0.0,0.0,0.009145998444082426,0.00065552349359843
Geist Reservoir,MLP,5,full,0.13578836643841424,-0.29894955026594483,0.051263488375370286,0.06685904297458953,0.0008148299796057312,-0.02005543015994382,-0.07979149276744407,-0.5248544644661167
Geist Reservoir,MLP,5,full_minus_affine,0.13756717588394368,-0.3140744018228522,0.053324915577635926,0.06685904297458953,0.001131657570119609,-0.019827276382171643,-0.10149767797048165,-0.5440231065694177
Geist Reservoir,MLP,5,full_minus_repr0,0.12475491258365093,-0.2140166481202258,0.06685904297458953,0.06685904297458953,0.0,0.0,0.009145998444082426,0.00065552349359843
Geist Reservoir,MLP,5,intercept_only,0.12533126637178787,-0.22900848442247973,0.06685904297458953,0.06685904297458953,0.0,0.0,0.0,5.88418203051333e-17
Geist Reservoir,MLP,5,repr_only,0.13756717588394368,-0.3140744018228522,0.053324915577635926,0.06685904297458953,0.001131657570119609,-0.019827276382171643,-0.10149767797048165,-0.5440231065694177
Geist Reservoir,MLP,5,source_only,0.12528139507738617,-0.2169575668951177,0.06685904297458953,0.06685904297458953,0.0,0.0,0.0,0.0
Geist Reservoir,MLP,10,affine_only,0.1227230009210156,-0.22917245737546071,0.05793446958001976,0.05793446958001976,0.0,0.0,0.017651802982135423,-0.0060839209835606076
Geist Reservoir,MLP,10,full,0.1261084310393546,-0.25959685323645276,0.2616530083011336,0.05793446958001976,0.2026003494348707,0.17353541015824367,-0.023404472720642333,-0.14223224639868362
Geist Reservoir,MLP,10,full_minus_affine,0.13048524276196694,-0.28598085658217826,0.2553636923689189,0.05793446958001976,0.19269180772345837,0.16436095616406365,-0.06373592883667406,-0.2024756403017463
Geist Reservoir,MLP,10,full_minus_repr0,0.1217167042327766,-0.19688640948858588,0.2554832546490188,0.05793446958001976,0.21074711621215492,0.18161379530488236,0.10014002878216977,-0.09490273218321439
Geist Reservoir,MLP,10,full_minus_repr1,0.13112353826026885,-0.29762338758292706,0.05667300593745797,0.05793446958001976,6.16979327037609e-05,-0.0055418937822098195,-0.025907197843668517,-0.24980813429401014
Geist Reservoir,MLP,10,intercept_only,0.12483517291622276,-0.256927848853854,0.05793446958001976,0.05793446958001976,0.0,0.0,0.0,1.3322676295501878e-17
Geist Reservoir,MLP,10,repr_only,0.13048524276196694,-0.28598085658217826,0.2553636923689189,0.05793446958001976,0.19269180772345837,0.16436095616406365,-0.06373592883667406,-0.2024756403017463
Geist Reservoir,MLP,10,source_only,0.12410434903710164,-0.2255982384844376,0.05793446958001976,0.05793446958001976,0.0,0.0,0.0,0.0
Geist Reservoir,PLSR,5,affine_only,0.12006693450126638,-0.17007881469041097,0.29786224480562834,0.29786224480562834,0.0,0.0,0.023515119923675998,0.012574680867371832
Geist Reservoir,PLSR,5,full,0.12087872729098324,-0.15191555652288444,0.2444406748974502,0.29786224480562834,-0.037843055751632715,-0.06521910294637699,-0.03340833077084876,-0.29690137747744777
Geist Reservoir,PLSR,5,full_minus_affine,0.12140710725094944,-0.1565718452904476,0.24381515187666575,0.29786224480562834,-0.04080802183683874,-0.06426578268043841,-0.03991127706183695,-0.30270458430518776
Geist Reservoir,PLSR,5,full_minus_repr0,0.12006693450126638,-0.17007881469041097,0.29786224480562834,0.29786224480562834,0.0,0.0,0.023515119923675998,0.012574680867371832
Geist Reservoir,PLSR,5,intercept_only,0.12308878031463154,-0.19629338855006012,0.29786224480562834,0.29786224480562834,0.0,0.0,0.0,-2.4424906541753444e-17
Geist Reservoir,PLSR,5,repr_only,0.12140710725094944,-0.1565718452904476,0.24381515187666575,0.29786224480562834,-0.04080802183683874,-0.06426578268043841,-0.03991127706183695,-0.30270458430518776
Geist Reservoir,PLSR,5,source_only,0.13710425847206936,-0.3300024504239468,0.29786224480562834,0.29786224480562834,0.0,0.0,0.0,0.0
Geist Reservoir,PLSR,10,affine_only,0.1184852399511234,-0.16533866950453363,0.2872920670340778,0.2872920670340778,0.0,0.0,0.0408926666012987,0.01921854915897607
Geist Reservoir,PLSR,10,full,0.1154958608233006,-0.14010226115863916,0.3817867907113419,0.2872920670340778,0.118842948083956,0.07184145412202271,-0.05896054711221377,-0.14822310560471716
Geist Reservoir,PLSR,10,full_minus_affine,0.11771932537398774,-0.17448869023751717,0.37871520033071304,0.2872920670340778,0.11445737155921366,0.06236846871312152,-0.08495714176086727,-0.18523555466996555
Geist Reservoir,PLSR,10,full_minus_repr0,0.11078743313271985,-0.0771684757310393,0.4352065413099458,0.2872920670340778,0.1688311824069162,0.13411730981262,0.05980412919655176,-0.01081158306747481
Geist Reservoir,PLSR,10,full_minus_repr1,0.11859711200682213,-0.1803254609599279,0.24123411893744812,0.2872920670340778,-0.014158822658883893,-0.040547941969460856,0.0032239297425529223,-0.11810791560815666
Geist Reservoir,PLSR,10,intercept_only,0.12193649517582875,-0.2198861404604578,0.2872920670340778,0.2872920670340778,0.0,0.0,0.0,-6.661338147750939e-18
Geist Reservoir,PLSR,10,repr_only,0.11771932537398774,-0.17448869023751717,0.37871520033071304,0.2872920670340778,0.11445737155921366,0.06236846871312152,-0.08495714176086727,-0.18523555466996555
Geist Reservoir,PLSR,10,source_only,0.13643902902781035,-0.36352333359959776,0.2872920670340778,0.2872920670340778,0.0,0.0,0.0,0.0
Geist Reservoir,XGBoost,5,affine_only,0.1389201551762331,-0.3398269126414327,0.12849561657342812,0.12849561657342812,0.0,2.337825909977359e-05,0.016920592420614833,0.0095699966121937
Geist Reservoir,XGBoost,5,full,0.1553539379849247,-0.5099871624162464,0.0754850600070989,0.12849561657342812,-0.04001539349681767,-0.0918963722233642,-0.2234750950601273,-0.6535755334296525
Geist Reservoir,XGBoost,5,full_minus_affine,0.15809656241707595,-0.5434255289006509,0.0768401892203576,0.12849561657342812,-0.04112486787591564,-0.09234362053393225,-0.2515059096296097,-0.676594547311271
Geist Reservoir,XGBoost,5,full_minus_repr0,0.1389201551762331,-0.3398269126414327,0.12849561657342812,0.12849561657342812,0.0,2.337825909977359e-05,0.016920592420614833,0.0095699966121937
Geist Reservoir,XGBoost,5,intercept_only,0.1405221888063854,-0.3630790547460703,0.12849561657342812,0.12849561657342812,0.0,1.1587648676030238e-05,0.0,-8.329680212249003e-10
Geist Reservoir,XGBoost,5,repr_only,0.15809656241707595,-0.5434255289006509,0.0768401892203576,0.12849561657342812,-0.04112486787591564,-0.09234362053393225,-0.2515059096296097,-0.676594547311271
Geist Reservoir,XGBoost,5,source_only,0.139553054466812,-0.3694710800072794,0.12849561657342812,0.12849561657342812,0.0,0.0,0.0,0.0
Geist Reservoir,XGBoost,10,affine_only,0.13231643455045283,-0.30517390588873883,0.13810449942487724,0.13810449942487724,0.0,0.00011398614196799037,0.04007540169687018,0.02098582905166564
Geist Reservoir,XGBoost,10,full,0.14363348593800873,-0.3934717351878292,0.25163087677400675,0.13810449942487724,0.13321818753193404,0.07733413359988625,-0.03652611729759547,-0.2213425876424275
Geist Reservoir,XGBoost,10,full_minus_affine,0.14987925889027634,-0.4487405463005837,0.2385896368294937,0.13810449942487724,0.11244291468747461,0.06321897398882208,-0.13565440440174148,-0.31498397766219827
Geist Reservoir,XGBoost,10,full_minus_repr0,0.13076091509490634,-0.28061589476744475,0.29944630666902483,0.13810449942487724,0.1599259718421657,0.13952258471317033,0.1448702302222588,-0.07926933667680972
Geist Reservoir,XGBoost,10,full_minus_repr1,0.14150418422813588,-0.3650920910560961,0.09027522063461137,0.13810449942487724,-0.009841260155478065,-0.04839421833233696,-0.07742530176373141,-0.3685232798930061
Geist Reservoir,XGBoost,10,intercept_only,0.1380430375251499,-0.3598336976056208,0.13810449942487724,0.13810449942487724,0.0,1.4564719910484524e-05,-2.6195584590382737e-09,-1.4934024159529713e-08
Geist Reservoir,XGBoost,10,repr_only,0.14987925889027634,-0.4487405463005837,0.2385896368294937,0.13810449942487724,0.11244291468747461,0.06321897398882208,-0.13565440440174148,-0.31498397766219827
Geist Reservoir,XGBoost,10,source_only,0.137093012389632,-0.35995597426862147,0.13810449942487724,0.13810449942487724,0.0,0.0,0.0,0.0
High Rock Lake,MLP,5,affine_only,0.20964451541463125,0.10664100662250281,0.61703474183658,0.61703474183658,0.0,0.0,0.0765268723205646,0.06436170500667293
High Rock Lake,MLP,5,full,0.2151972860106141,0.08574392472718666,0.591557555566198,0.61703474183658,-0.01798850841670302,-0.14146664849918678,0.037965610021063745,-2.091304583488147
High Rock Lake,MLP,5,full_minus_affine,0.21583352379640747,0.08387112872831064,0.5890867086546072,0.61703474183658,-0.0184228915634434,-0.14380821511320835,0.036627308875883224,-2.109960458664321
High Rock Lake,MLP,5,full_minus_repr0,0.20964451541463125,0.10664100662250281,0.61703474183658,0.61703474183658,0.0,0.0,0.0765268723205646,0.06436170500667293
High Rock Lake,MLP,5,intercept_only,0.2241777894117193,0.028159607569338288,0.61703474183658,0.61703474183658,0.0,0.0,0.0,6.661338147750939e-18
High Rock Lake,MLP,5,repr_only,0.21583352379640747,0.08387112872831064,0.5890867086546072,0.61703474183658,-0.0184228915634434,-0.14380821511320835,0.036627308875883224,-2.109960458664321
High Rock Lake,MLP,5,source_only,0.21818374164138954,0.05032304760441261,0.61703474183658,0.61703474183658,0.0,0.0,0.0,0.0
High Rock Lake,MLP,10,affine_only,0.1933436300143716,0.16010937491866695,0.6156984799071678,0.6156984799071678,0.0,0.0,0.11081771425249415,0.09860121727498537
High Rock Lake,MLP,10,full,0.21984060767651875,0.029396938578937278,0.5589911913941966,0.6156984799071678,-0.04247680391751596,-0.13479767063903966,-0.1391341323122977,-0.8395611219819534
High Rock Lake,MLP,10,full_minus_affine,0.22096773355728966,0.032946914860874005,0.556847024372343,0.6156984799071678,-0.04482256514738586,-0.13748559401044663,-0.1251038017696991,-0.8567114060236396
High Rock Lake,MLP,10,full_minus_repr0,0.2195097694092025,0.04500595343136936,0.5794049609523063,0.6156984799071678,-0.020755766759528116,-0.132474148038431,-0.031409198897730584,-0.4823544223240337
High Rock Lake,MLP,10,full_minus_repr1,0.19823752043938547,0.13975073554100317,0.5877523203999371,0.6156984799071678,-0.016727641253050318,-0.05067998689591554,0.0876093282217833,0.002720669493051685
High Rock Lake,MLP,10,intercept_only,0.2208070089400812,0.03701360365487271,0.6156984799071678,0.6156984799071678,0.0,0.0,0.0,1.7763568394002505e-17
High Rock Lake,MLP,10,repr_only,0.22096773355728966,0.032946914860874005,0.556847024372343,0.6156984799071678,-0.04482256514738586,-0.13748559401044663,-0.1251038017696991,-0.8567114060236396
High Rock Lake,MLP,10,source_only,0.21802289439005063,0.05690346791073507,0.6156984799071678,0.6156984799071678,0.0,0.0,0.0,0.0
High Rock Lake,PLSR,5,affine_only,0.26610000540968765,-0.07984025119824043,0.6225112606378703,0.6225112606378703,0.0,0.0,1.0392629926747667,0.8379747060783113
High Rock Lake,PLSR,5,full,0.19768128330671492,0.17273964824931914,0.6287186425651243,0.6225112606378703,0.011917152876065151,-0.07014213346769531,1.3495177906296179,-0.2762875713926861
High Rock Lake,PLSR,5,full_minus_affine,0.19731875915086827,0.17309682014862032,0.6290635930944461,0.6225112606378703,0.011821863161180002,-0.07071286621817713,1.3489674118755,-0.27593550329042443
High Rock Lake,PLSR,5,full_minus_repr0,0.26610000540968765,-0.07984025119824043,0.6225112606378703,0.6225112606378703,0.0,0.0,1.0392629926747667,0.8379747060783113
High Rock Lake,PLSR,5,intercept_only,0.35946453769841546,-0.5460797256767767,0.6225112606378703,0.6225112606378703,0.0,0.0,0.0,5.10702591327572e-17
High Rock Lake,PLSR,5,repr_only,0.19731875915086827,0.17309682014862032,0.6290635930944461,0.6225112606378703,0.011821863161180002,-0.07071286621817713,1.3489674118755,-0.27593550329042443
High Rock Lake,PLSR,5,source_only,0.35157674413598905,-0.529155680309612,0.6225112606378703,0.6225112606378703,0.0,0.0,0.0,0.0
High Rock Lake,PLSR,10,affine_only,0.2128628056713177,0.08077682716463236,0.6252882811928129,0.6252882811928129,0.0,0.0,1.2734028982106134,1.205140429092716
High Rock Lake,PLSR,10,full,0.20951158981687895,0.08623782897375237,0.6107643078896456,0.6252882811928129,-0.004535611384704263,-0.08463765877539568,1.1923855160977845,0.42129984334615117
High Rock Lake,PLSR,10,full_minus_affine,0.20950184944339983,0.08524869055932166,0.6104991396183315,0.6252882811928129,-0.004954744656410881,-0.08468628609806884,1.191967036295372,0.4223486497308975
High Rock Lake,PLSR,10,full_minus_repr0,0.22090532315029515,0.048919737692177265,0.5642477182874719,0.6252882811928129,-0.05295916174344156,-0.13937838143595016,1.1582056293114276,0.7543337913600808
High Rock Lake,PLSR,10,full_minus_repr1,0.1777317382282494,0.22242179735941206,0.635277793599399,0.6252882811928129,0.014045365302750412,-0.0010488504802861154,1.39121262235524,1.366321961163303
High Rock Lake,PLSR,10,intercept_only,0.34797577487368025,-0.5160259951173016,0.6252882811928129,0.6252882811928129,0.0,0.0,0.0,4.662936703425657e-17
High Rock Lake,PLSR,10,repr_only,0.20950184944339983,0.08524869055932166,0.6104991396183315,0.6252882811928129,-0.004954744656410881,-0.08468628609806884,1.191967036295372,0.4223486497308975
High Rock Lake,PLSR,10,source_only,0.35159113621092,-0.5304471422766502,0.6252882811928129,0.6252882811928129,0.0,0.0,0.0,0.0
High Rock Lake,XGBoost,5,affine_only,0.20705481516434085,0.13229654949477332,0.6120453070386616,0.6120453070386616,0.0,0.0,0.07849764855097308,0.07147356278087522
High Rock Lake,XGBoost,5,full,0.1928438929579275,0.17830960307131605,0.6033464518902354,0.6120453070386616,-0.0005677697812497828,-0.08636891238729434,0.12870272404580108,-1.9793322453044144
High Rock Lake,XGBoost,5,full_minus_affine,0.19271964133829222,0.18119946209751187,0.6035306301158411,0.6120453070386616,-0.0008111016371697422,-0.08627100596726821,0.1282981689380559,-1.9832357418810802
High Rock Lake,XGBoost,5,full_minus_repr0,0.20705481516434085,0.13229654949477332,0.6120453070386616,0.6120453070386616,0.0,0.0,0.07849764855097308,0.07147356278087522
High Rock Lake,XGBoost,5,intercept_only,0.22260019236381168,0.03325751359503071,0.6120453070386616,0.6120453070386616,0.0,0.0,0.0,-6.934290042170943e-10
High Rock Lake,XGBoost,5,repr_only,0.19271964133829222,0.18119946209751187,0.6035306301158411,0.6120453070386616,-0.0008111016371697422,-0.08627100596726821,0.1282981689380559,-1.9832357418810802
High Rock Lake,XGBoost,5,source_only,0.25935267288348507,-0.1343580843470124,0.6120453070386616,0.6120453070386616,0.0,0.0,0.0,0.0
High Rock Lake,XGBoost,10,affine_only,0.18827850554842274,0.17614011878999067,0.6103009341263144,0.6103009341263144,0.0,0.0,0.13975644035342988,0.12339017833374397
High Rock Lake,XGBoost,10,full,0.20000289320497183,0.13199070068474505,0.5897428726683118,0.6103009341263144,-0.010166148660839425,-0.07584061473785958,-0.041419170924682724,-0.6687355642199466
High Rock Lake,XGBoost,10,full_minus_affine,0.2006158662775792,0.12954347940795388,0.590609714672855,0.6103009341263144,-0.010599688610618219,-0.07590130443752653,-0.045070533496083864,-0.6680846768704823
High Rock Lake,XGBoost,10,full_minus_repr0,0.20604541764070397,0.12065888526873413,0.5854851298287881,0.6103009341263144,-0.010214531952149719,-0.08525747740222119,0.05175789125583269,-0.30941205697647306
High Rock Lake,XGBoost,10,full_minus_repr1,0.17921961621979174,0.21991911572622175,0.6076726255922658,0.6103009341263144,0.0009961418934036903,-0.010740021845370751,0.16240635876964576,0.11127669251124597
High Rock Lake,XGBoost,10,intercept_only,0.21912871369539766,0.050108140125845926,0.6103009341263144,0.6103009341263144,0.0,0.0,0.0,4.991388677932918e-09
High Rock Lake,XGBoost,10,repr_only,0.2006158662775792,0.12954347940795388,0.590609714672855,0.6103009341263144,-0.010599688610618219,-0.07590130443752653,-0.045070533496083864,-0.6680846768704823
High Rock Lake,XGBoost,10,source_only,0.25983910741672667,-0.1303655998097438,0.6103009341263144,0.6103009341263144,0.0,0.0,0.0,0.0
Ibitinga Reservoir,MLP,5,affine_only,0.21009762574601998,0.4380398038431247,0.7493823883068251,0.7493823883068251,0.0,0.0,0.012581013742326785,0.006108351728408849
Ibitinga Reservoir,MLP,5,full,0.21478866518186487,0.4351382283207383,0.6975537648088926,0.7493823883068251,-0.023968372365023916,-0.1525283233673299,0.011596673132049484,-0.26631857040256274
Ibitinga Reservoir,MLP,5,full_minus_affine,0.21505988944710952,0.43653169696017047,0.6976399691207782,0.7493823883068251,-0.02496292939682654,-0.14870216043684983,0.015712476360503325,-0.2598703419398704
Ibitinga Reservoir,MLP,5,full_minus_repr0,0.21009762574601998,0.4380398038431247,0.7493823883068251,0.7493823883068251,0.0,0.0,0.012581013742326785,0.006108351728408849
Ibitinga Reservoir,MLP,5,intercept_only,0.21094633848707417,0.43844384756523436,0.7493823883068251,0.7493823883068251,0.0,0.0,0.0,-1.1102230246251566e-18
Ibitinga Reservoir,MLP,5,repr_only,0.21505988944710952,0.43653169696017047,0.6976399691207782,0.7493823883068251,-0.02496292939682654,-0.14870216043684983,0.015712476360503325,-0.2598703419398704
Ibitinga Reservoir,MLP,5,source_only,0.3066878780168225,0.16233242682256258,0.7493823883068251,0.7493823883068251,0.0,0.0,0.0,0.0
Ibitinga Reservoir,MLP,10,affine_only,0.1926408437392775,0.4541027654118504,0.7355375825687381,0.7355375825687381,0.0,0.0,0.024073500625915567,0.013820353778816344
Ibitinga Reservoir,MLP,10,full,0.2051428424406969,0.42068504599790546,0.7623230819087345,0.7355375825687381,0.024264329511295313,0.020949480148067034,-0.02283767719938723,-0.08984244166614808
Ibitinga Reservoir,MLP,10,full_minus_affine,0.20355489905278862,0.42220344670045906,0.7623230819087345,0.7355375825687381,0.020650493201102516,0.019121393520954263,-0.02055238744054333,-0.08052191365852812
Ibitinga Reservoir,MLP,10,full_minus_repr0,0.192348864663141,0.4728381628977903,0.7736776556734063,0.7355375825687381,0.030975752198253492,0.03416932321418371,0.027386996474700942,-0.03574547875041559
Ibitinga Reservoir,MLP,10,full_minus_repr1,0.18681250287169293,0.4775486969843715,0.7114094907779807,0.7355375825687381,-0.018580647637090497,-0.01869054648698596,0.03584752510485695,0.014536417690561777
Ibitinga Reservoir,MLP,10,intercept_only,0.20105018163185923,0.4215103383813353,0.7355375825687381,0.7355375825687381,0.0,0.0,0.0,5.551115123125783e-18
Ibitinga Reservoir,MLP,10,repr_only,0.20355489905278862,0.42220344670045906,0.7623230819087345,0.7355375825687381,0.020650493201102516,0.019121393520954263,-0.02055238744054333,-0.08052191365852812
Ibitinga Reservoir,MLP,10,source_only,0.3050023102182874,0.12338507884486787,0.7355375825687381,0.7355375825687381,0.0,0.0,0.0,0.0
Ibitinga Reservoir,PLSR,5,affine_only,0.254283801716608,0.32013432023878446,0.5749227788725919,0.5749227788725919,0.0,0.0,0.024851434487919988,0.026437866306645644
Ibitinga Reservoir,PLSR,5,full,0.25955621667294304,0.3023436429108909,0.4796737444743345,0.5749227788725919,-0.06820709879857356,-0.1869125326808243,0.0322446917292496,-0.34521454472896584
Ibitinga Reservoir,PLSR,5,full_minus_affine,0.2592854619554096,0.30220724849858227,0.48003977507054607,0.5749227788725919,-0.06846268755367305,-0.18818302483999846,0.031600723404565545,-0.3463458757056613
Ibitinga Reservoir,PLSR,5,full_minus_repr0,0.254283801716608,0.32013432023878446,0.5749227788725919,0.5749227788725919,0.0,0.0,0.024851434487919988,0.026437866306645644
Ibitinga Reservoir,PLSR,5,intercept_only,0.25908906421376365,0.30241706943979085,0.5749227788725919,0.5749227788725919,0.0,0.0,0.0,-9.992007221626408e-18
Ibitinga Reservoir,PLSR,5,repr_only,0.2592854619554096,0.30220724849858227,0.48003977507054607,0.5749227788725919,-0.06846268755367305,-0.18818302483999846,0.031600723404565545,-0.3463458757056613
Ibitinga Reservoir,PLSR,5,source_only,0.2537472610618581,0.3025597128934723,0.5749227788725919,0.5749227788725919,0.0,0.0,0.0,0.0
Ibitinga Reservoir,PLSR,10,affine_only,0.23081228328227527,0.33907206550204216,0.5442811369791074,0.5442811369791074,0.0,0.0,0.06120090635860759,0.05876072764307146
Ibitinga Reservoir,PLSR,10,full,0.2666005383798564,0.26566203541742106,0.6780272399717058,0.5442811369791074,0.12754988754740948,0.08660656571460286,-0.24238927845314112,-0.4814014027813751
Ibitinga Reservoir,PLSR,10,full_minus_affine,0.26651806608918593,0.2656086706007649,0.6780272399717058,0.5442811369791074,0.12754988754740948,0.08603874100231844,-0.24323047314964197,-0.48112194759441596
Ibitinga Reservoir,PLSR,10,full_minus_repr0,0.24649573339191477,0.29996471764567556,0.7403201812595241,0.5442811369791074,0.1868854382751686,0.1940376569761302,-0.09849264229157162,-0.35047720604996835
Ibitinga Reservoir,PLSR,10,full_minus_repr1,0.23288716179430013,0.3388881512444693,0.46606417854336274,0.5442811369791074,-0.06659784057355553,-0.06803184928461795,0.07934065184318528,0.026510749403385873
Ibitinga Reservoir,PLSR,10,intercept_only,0.24625048616336853,0.29030559788264726,0.5442811369791074,0.5442811369791074,0.0,0.0,0.0,-7.771561172376097e-18
Ibitinga Reservoir,PLSR,10,repr_only,0.26651806608918593,0.2656086706007649,0.6780272399717058,0.5442811369791074,0.12754988754740948,0.08603874100231844,-0.24323047314964197,-0.48112194759441596
Ibitinga Reservoir,PLSR,10,source_only,0.24521547588588136,0.26419761806209974,0.5442811369791074,0.5442811369791074,0.0,0.0,0.0,0.0
Ibitinga Reservoir,XGBoost,5,affine_only,0.2350356000153777,0.36794053261209575,0.6863569813905684,0.6863569813905684,0.0,0.0,0.027659317733029265,0.02834766856928777
Ibitinga Reservoir,XGBoost,5,full,0.22464824203539055,0.3939601492120296,0.603140153250344,0.6863569813905684,-0.08353930827848915,-0.1840827738040878,0.05943366888718937,-0.22094258613360307
Ibitinga Reservoir,XGBoost,5,full_minus_affine,0.22464898961363308,0.39426723081878956,0.6007656909918759,0.6863569813905684,-0.08229343910521703,-0.18699905531710104,0.06086659072458289,-0.21964461354149992
Ibitinga Reservoir,XGBoost,5,full_minus_repr0,0.2350356000153777,0.36794053261209575,0.6863569813905684,0.6863569813905684,0.0,0.0,0.027659317733029265,0.02834766856928777
Ibitinga Reservoir,XGBoost,5,intercept_only,0.239393171351624,0.35363891906227857,0.6863569813905684,0.6863569813905684,0.0,0.0,0.0,5.960829208007112e-10
Ibitinga Reservoir,XGBoost,5,repr_only,0.22464898961363308,0.39426723081878956,0.6007656909918759,0.6863569813905684,-0.08229343910521703,-0.18699905531710104,0.06086659072458289,-0.21964461354149992
Ibitinga Reservoir,XGBoost,5,source_only,0.3542781409970587,0.04293254656035762,0.6863569813905684,0.6863569813905684,0.0,0.0,0.0,0.0
Ibitinga Reservoir,XGBoost,10,affine_only,0.20885163969896645,0.39959870519026996,0.6623645694253623,0.6623645694253623,0.0,0.0,0.06245322895717492,0.05858994077701066
Ibitinga Reservoir,XGBoost,10,full,0.18986328619429205,0.4586261192898503,0.7503229140317962,0.6623645694253623,0.07900868557773577,0.08172117882410061,0.09425267250851277,0.04574712998270671
Ibitinga Reservoir,XGBoost,10,full_minus_affine,0.19098147269789437,0.4526963802482998,0.7503229140317962,0.6623645694253623,0.0758708446224558,0.07794113540527882,0.08965850905043177,0.04002874353271198
Ibitinga Reservoir,XGBoost,10,full_minus_repr0,0.1770917561890942,0.4872656993526234,0.7320602769520566,0.6623645694253623,0.07072793921377613,0.07726027930962899,0.11762979245090077,0.08850502565607131
Ibitinga Reservoir,XGBoost,10,full_minus_repr1,0.20176639591965626,0.4288991712410989,0.6019618768121374,0.6623645694253623,-0.06398348813209492,-0.0762193515319424,0.09152037629077292,0.06965370378181478
Ibitinga Reservoir,XGBoost,10,intercept_only,0.23332598270831728,0.3368072626131696,0.6623645694253623,0.6623645694253623,0.0,0.0,5.551115123125783e-17,6.425753046324089e-09
Ibitinga Reservoir,XGBoost,10,repr_only,0.19098147269789437,0.4526963802482998,0.7503229140317962,0.6623645694253623,0.0758708446224558,0.07794113540527882,0.08965850905043177,0.04002874353271198
Ibitinga Reservoir,XGBoost,10,source_only,0.34995904798300753,-0.03578878657154114,0.6623645694253623,0.6623645694253623,0.0,0.0,0.0,0.0
Lake Chotkowskie,MLP,5,affine_only,0.14318558704462103,0.5286265883281274,0.911764705882353,0.911764705882353,0.0,0.0,0.01808551794207447,0.017587518533101924
Lake Chotkowskie,MLP,5,full,0.14846371697996086,0.5157733605004814,0.9056372549019609,0.911764705882353,-0.003676470588235281,-0.007475490196078428,0.03223833861930159,-0.04232035831697801
Lake Chotkowskie,MLP,5,full_minus_affine,0.14852938795676784,0.513824280370573,0.9044117647058825,0.911764705882353,-0.004901960784313597,-0.00720588235294117,0.027859274781969923,-0.04528568742380816
Lake Chotkowskie,MLP,5,full_minus_repr0,0.14318558704462103,0.5286265883281274,0.911764705882353,0.911764705882353,0.0,0.0,0.01808551794207447,0.017587518533101924
Lake Chotkowskie,MLP,5,intercept_only,0.14817639712146627,0.5133107417548253,0.911764705882353,0.911764705882353,0.0,0.0,0.0,5.551115123125783e-18
Lake Chotkowskie,MLP,5,repr_only,0.14852938795676784,0.513824280370573,0.9044117647058825,0.911764705882353,-0.004901960784313597,-0.00720588235294117,0.027859274781969923,-0.04528568742380816
Lake Chotkowskie,MLP,5,source_only,0.22174938043004072,0.26415198841944965,0.911764705882353,0.911764705882353,0.0,0.0,0.0,0.0
Lake Chotkowskie,MLP,10,affine_only,0.12418003944301159,0.5703226684992573,0.9055944055944056,0.9055944055944056,0.0,0.0,0.0345306776544721,0.032712238808650006
Lake Chotkowskie,MLP,10,full,0.12799902564122523,0.5731876665743993,0.9020979020979022,0.9055944055944056,0.0,-0.003006993006993003,0.04143320828995306,0.0015945132807257045
Lake Chotkowskie,MLP,10,full_minus_affine,0.12811194935445036,0.5712567085996629,0.9020979020979022,0.9055944055944056,0.0,-0.0021678321678321654,0.040028943956212315,-0.0002837268279269267
Lake Chotkowskie,MLP,10,full_minus_repr0,0.11229065696415388,0.6109764336909127,0.8986013986013986,0.9055944055944056,0.0,-0.0017482517482517478,0.06387062383090808,0.05703178014760948
Lake Chotkowskie,MLP,10,full_minus_repr1,0.1356545349565922,0.5399569658590957,0.9020979020979022,0.9055944055944056,-0.006993006993006867,-0.002167832167832182,0.030659032916800832,-0.02370658039958205
Lake Chotkowskie,MLP,10,intercept_only,0.13732739569437397,0.5316192733454443,0.9055944055944056,0.9055944055944056,0.0,0.0,0.0,-4.440892098500626e-18
Lake Chotkowskie,MLP,10,repr_only,0.12811194935445036,0.5712567085996629,0.9020979020979022,0.9055944055944056,0.0,-0.0021678321678321654,0.040028943956212315,-0.0002837268279269267
Lake Chotkowskie,MLP,10,source_only,0.2110593375671626,0.2572566426984014,0.9055944055944056,0.9055944055944056,0.0,0.0,0.0,0.0
Lake Chotkowskie,PLSR,5,affine_only,0.23869657753808743,0.1889648683714928,0.8578431372549021,0.8578431372549021,0.0,0.0,0.00807424370619958,0.009107161504569378
Lake Chotkowskie,PLSR,5,full,0.1951331256422843,0.3470963438992965,0.8002450980392157,0.8578431372549021,-0.06127450980392152,-0.06294117647058824,0.20709716720288418,0.1031528375505094
Lake Chotkowskie,PLSR,5,full_minus_affine,0.19519714610735905,0.3472665855916024,0.8002450980392157,0.8578431372549021,-0.062499999999999944,-0.06362745098039216,0.20698227082824422,0.10325709744028969
Lake Chotkowskie,PLSR,5,full_minus_repr0,0.23869657753808743,0.1889648683714928,0.8578431372549021,0.8578431372549021,0.0,0.0,0.00807424370619958,0.009107161504569378
