lake,learner,k,variant,mae_log_median,rer_log_median,spearman_median,source_spearman_median,delta_spearman_median,delta_spearman_mean,delta_r2_log_median,delta_r2_log_mean
Chaohu,MLP,10,full,0.18861250636697907,0.3241856354713961,0.7090909090909092,0.7699336604071668,-0.036698792170878625,-0.05904743105610072,-0.04050255947449011,-0.16620366418997684
Chaohu,MLP,10,full_minus_affine,0.1884751447049196,0.32520023794736075,0.7076215414185636,0.7699336604071668,-0.036698792170878625,-0.05959350755737491,-0.040678274397570824,-0.1653623651481002
Chaohu,MLP,10,full_minus_repr0,0.17946169643944546,0.3795836177255508,0.7736083768051107,0.7699336604071668,0.004555820475782124,0.011641321138067146,0.01371118032249835,-0.04385528894014527
Chaohu,MLP,10,full_minus_repr1,0.19117757484121584,0.33730370938734994,0.7090909090909092,0.7699336604071668,-0.036363636363636376,-0.055548838932686626,-0.0230770744580846,-0.07101418013354246
Chaohu,MLP,10,intercept_only,0.17539919957441696,0.3778362463502749,0.7699336604071668,0.7699336604071668,0.0,0.0,0.0,-1.3322676295501878e-17
Chaohu,MLP,10,repr_only,0.1884751447049196,0.32520023794736075,0.7076215414185636,0.7699336604071668,-0.036698792170878625,-0.05959350755737491,-0.040678274397570824,-0.1653623651481002
Chaohu,MLP,10,source_only,0.15470467755606013,0.41543012936324686,0.7699336604071668,0.7699336604071668,0.0,0.0,0.0,0.0
Chaohu,PLSR,5,affine_only,0.18069442619292841,0.36967483901614945,0.7684399215182307,0.7684399215182307,0.0,0.0,-0.003715327805250246,-0.010972699171630317
Chaohu,PLSR,5,full,0.19817341204544622,0.2877843355846974,0.7079676820129573,0.7684399215182307,-0.04277304745494953,-0.08767891534400517,-0.06324292227513828,-0.23389409854482895
Chaohu,PLSR,5,full_minus_affine,0.1997927503332544,0.27514586237480076,0.713807337978819,0.7684399215182307,-0.03539838410064777,-0.09050406707925442,-0.0643395330941553,-0.24062245460547974
Chaohu,PLSR,5,full_minus_repr0,0.18069442619292841,0.36967483901614945,0.7684399215182307,0.7684399215182307,0.0,0.0,-0.003715327805250246,-0.010972699171630317
Chaohu,PLSR,5,intercept_only,0.18036116172317324,0.37163924637987766,0.7684399215182307,0.7684399215182307,0.0,0.0,0.0,0.0
Chaohu,PLSR,5,repr_only,0.1997927503332544,0.27514586237480076,0.713807337978819,0.7684399215182307,-0.03539838410064777,-0.09050406707925442,-0.0643395330941553,-0.24062245460547974
Chaohu,PLSR,5,source_only,0.1731643233185649,0.38828646933866995,0.7684399215182307,0.7684399215182307,0.0,0.0,0.0,0.0
Chaohu,PLSR,10,affine_only,0.18468630336610042,0.3625150179480407,0.7576837370005286,0.7576837370005286,0.0,0.0,-0.003060771659822603,-0.012685275508322434
Chaohu,PLSR,10,full,0.2151459823068311,0.2147808578927969,0.6621151663123807,0.7576837370005286,-0.040909090909091006,-0.09870776555859619,-0.08838768347731535,-0.29382484818483207
Chaohu,PLSR,10,full_minus_affine,0.21581230980843435,0.2169385665921354,0.6605939689883975,0.7576837370005286,-0.04096092056072842,-0.09588211165548667,-0.08201101616264045,-0.28605984464515016
Chaohu,PLSR,10,full_minus_repr0,0.18963336732752256,0.3125626071537453,0.7334870966009104,0.7576837370005286,0.0,-0.013288275253548658,-0.03413301691133619,-0.07817617334852428
Chaohu,PLSR,10,full_minus_repr1,0.20623209515475877,0.25604110039460826,0.6970405327946539,0.7576837370005286,-0.022779102378910232,-0.06874659607487238,-0.04758829717736407,-0.14350659526973486
Chaohu,PLSR,10,intercept_only,0.18247327347524928,0.3794200469201178,0.7576837370005286,0.7576837370005286,0.0,0.0,0.0,1.7763568394002505e-17
Chaohu,PLSR,10,repr_only,0.21581230980843435,0.2169385665921354,0.6605939689883975,0.7576837370005286,-0.04096092056072842,-0.09588211165548667,-0.08201101616264045,-0.28605984464515016
Chaohu,PLSR,10,source_only,0.17674670758900415,0.37784906032811716,0.7576837370005286,0.7576837370005286,0.0,0.0,0.0,0.0
Chaohu,XGBoost,5,affine_only,0.19438145306173432,0.33502513484070773,0.7826408885622334,0.7826408885622334,0.0,0.0,0.0038525062196236304,0.0029136285560829624
Chaohu,XGBoost,5,full,0.20525839376463395,0.26988727755483055,0.7108672584168898,0.7826408885622334,-0.05966790367460095,-0.09558323602290518,-0.024131135104521917,-0.2110683768681904
Chaohu,XGBoost,5,full_minus_affine,0.20408504017110451,0.26953696482896594,0.7142823030891037,0.7826408885622334,-0.055964897216934484,-0.09758568738906982,-0.0228800405731584,-0.20800119385259397
Chaohu,XGBoost,5,full_minus_repr0,0.19438145306173432,0.33502513484070773,0.7826408885622334,0.7826408885622334,0.0,0.0,0.0038525062196236304,0.0029136285560829624
Chaohu,XGBoost,5,intercept_only,0.19239371692136692,0.3369752934437564,0.7826408885622334,0.7826408885622334,0.0,0.0,0.0,-1.019288092818371e-09
Chaohu,XGBoost,5,repr_only,0.20408504017110451,0.26953696482896594,0.7142823030891037,0.7826408885622334,-0.055964897216934484,-0.09758568738906982,-0.0228800405731584,-0.20800119385259397
Chaohu,XGBoost,5,source_only,0.16338356706557045,0.4162673747994243,0.7826408885622334,0.7826408885622334,0.0,0.0,0.0,0.0
Chaohu,XGBoost,10,affine_only,0.17758221756834075,0.36068379610071455,0.7744894808829488,0.7744894808829488,0.0,0.0,0.006611545327078805,0.004254767049671728
