lake,learner,k,calibrated_spearman,source_spearman,delta_spearman,calibrated_anomaly_r2_logspace,source_anomaly_r2_logspace,delta_anomaly_r2_logspace,delta_anomaly_r2_origspace
Lake Jeleń,XGBoost,1,0.6326729791295915,0.6326729791295915,0.0,0.2833733329823708,0.28337333298237066,-1.1102230246251565e-16,0.330099799115622
Lake Jeleń,XGBoost,3,0.6456002657755118,0.6456002657755118,0.0,0.3003035222825618,0.290681929509351,0.008348829925237777,0.33620205957308597
Lake Jeleń,XGBoost,5,0.5950924725000537,0.6425507032376544,-0.026372105081719444,0.19142333853185123,0.29514186457229546,-0.043827808228233844,0.2180507637223007
Lake Jeleń,XGBoost,10,0.5721778225611629,0.6223776223776225,-0.028021058733533832,0.1679244273577607,0.2754852248361255,-0.03285648535188673,0.25834654494589615
Lake Kasumigaura,MLP,1,0.5770029238893619,0.5770029238893619,0.0,0.34230659653804707,0.34230659653804707,0.0,-0.2262267648938588
Lake Kasumigaura,MLP,3,0.5764679626850033,0.5764679626850033,0.0,0.3573101915418487,0.3426249636871779,0.017103410666908736,-0.15737875772457577
Lake Kasumigaura,MLP,5,0.5440289257672823,0.575663414164332,-0.030490775960685557,0.3449235823503568,0.34254683036082434,0.004945116887538625,-0.21189551635677695
Lake Kasumigaura,MLP,10,0.6262179573816486,0.5744054949170956,0.057503906488938106,0.367264149665747,0.33722742311941223,0.034054308906056485,-0.2232282393906534
Lake Kasumigaura,PLSR,1,0.403983389115978,0.403983389115978,0.0,-0.11161414236416523,-0.111614142364165,0.0,-0.23347940108416648
Lake Kasumigaura,PLSR,3,0.40404755451693786,0.40404755451693786,0.0,-0.06792381573726625,-0.1109729732412531,0.04544116663196218,-0.28530684232710685
Lake Kasumigaura,PLSR,5,0.35508874537217416,0.4030445278066769,-0.03960350503694307,-0.1075840457577859,-0.10956726436481234,-0.00641234586523276,-0.4005830915719714
Lake Kasumigaura,PLSR,10,0.4557866623420961,0.404120353925007,0.05500511121498952,-0.030012586660184803,-0.1127749104921204,0.09875767865204366,-0.3567113860615315
Lake Kasumigaura,XGBoost,1,0.667176381557231,0.667176381557231,0.0,0.27755753276526535,0.27755755876091603,0.0,-0.316259253333566
Lake Kasumigaura,XGBoost,3,0.6657355891768939,0.6657355891768939,0.0,0.2927541044044168,0.27669303955136615,0.018324729930284278,-0.30964267662370015
Lake Kasumigaura,XGBoost,5,0.6615674909376261,0.6645908671339289,-0.0024475174883069606,0.34474755785046235,0.2746760324442937,0.07032919883014255,-0.1357508259361913
Lake Kasumigaura,XGBoost,10,0.7023709750331787,0.6644881083948726,0.03951047167568855,0.4502513834945523,0.2742539406893873,0.1805359838204611,0.021222772091221753
Lake Kummerow,MLP,1,0.49865262381589787,0.49865262381589787,0.0,-0.007334958904886557,-0.007334958904886668,0.0,2.8292878783753435
Lake Kummerow,MLP,3,0.48924103700672267,0.48924103700672267,0.0,-0.029667340769582773,-0.027678706065931924,-0.001984024861039657,3.0356652591750106
Lake Kummerow,MLP,5,0.39954561302641967,0.5050375118895414,-0.023093700670708428,-0.34929677323982233,-0.015231749972256847,-0.3419630398298647,1.6402329112805674
Lake Kummerow,MLP,10,0.25891770769207056,0.5239517961177858,-0.2444738907752528,-0.2301519032385113,0.02958813528644827,-0.3158450671089348,1.9737546170979003
Lake Kummerow,PLSR,1,0.49509166338208244,0.49509166338208244,0.0,0.0010438921846471771,0.0010438921846471771,0.0,2.3009115217024356
Lake Kummerow,PLSR,3,0.48169276226994695,0.48169276226994695,0.0,-0.014339895360637955,-0.012005026059190516,-0.0006064595455400057,2.650940578410168
Lake Kummerow,PLSR,5,0.37524390904030513,0.5056917254174892,-0.05165693098286578,-0.29570077980526,-0.004616103393531468,-0.2905994102123184,1.544494817568019
Lake Kummerow,PLSR,10,0.04269092796834022,0.5185989391351351,-0.478292991885524,-0.21019917341074779,0.008316683940957748,-0.2339218347112419,1.6751938381080782
Lake Kummerow,XGBoost,1,0.5086641822863328,0.5086641822863328,0.0,0.17942170312119793,0.1794217089234399,0.0,1.2275583294498273
Lake Kummerow,XGBoost,3,0.49239588450893956,0.49239588450893956,0.0,0.16715738842498862,0.16745875134125504,-0.001358993339063308,1.294783868799793
Lake Kummerow,XGBoost,5,0.4254362576702445,0.5131626020278673,-0.04617151138891709,0.011568001099633851,0.1787012871984125,-0.174230982669979,1.0053498601880477
Lake Kummerow,XGBoost,10,0.3737523371144504,0.5314689636737753,-0.08980446249059701,0.10555755583645632,0.20584875520396645,-0.12836117915719952,1.0620807645163988
Lake Obłęże,MLP,1,0.7894736842105263,0.7894736842105263,0.0,0.5416251296101282,0.5416251296101282,0.0,0.08844233338225105
Lake Obłęże,MLP,3,0.7732843137254903,0.7732843137254903,0.0,0.5430798726473118,0.5461457541059702,0.001208601479586735,0.07962921845347759
Lake Obłęże,MLP,5,0.7660714285714285,0.782142857142857,0.0,0.5338351429641041,0.5446433722440885,-0.016193886213386688,-0.05853080139908656
Lake Obłęże,MLP,10,0.7454545454545454,0.7454545454545454,0.0,0.5009737462201901,0.5259787011033337,0.0050729504654606905,0.05216413989819141
Lake Obłęże,PLSR,1,0.7070175438596492,0.7070175438596492,0.0,0.4178902843285487,0.4178902843285487,0.0,-0.053487548199890544
Lake Obłęże,PLSR,3,0.7132352941176472,0.7132352941176472,0.0,0.4204264461695298,0.41768967573413146,0.0021324259780210464,-0.05636358746916936
Lake Obłęże,PLSR,5,0.7124999999999999,0.7214285714285712,0.0,0.34805898402697405,0.43065414069162244,-0.0730081874193172,-0.9444000604854531
Lake Obłęże,PLSR,10,0.709090909090909,0.709090909090909,0.03636363636363632,0.3458942983906703,0.4282571003104772,0.04487956365163209,-0.211847014657711
Lake Obłęże,XGBoost,1,0.8175438596491227,0.8175438596491227,0.0,0.7230264892051967,0.72302647949848,0.0,0.29882079668038186
Lake Obłęże,XGBoost,3,0.8149509803921569,0.8149509803921569,0.0,0.7171936549675001,0.7169983019706672,-0.0010246101996783663,0.2949779945192587
Lake Obłęże,XGBoost,5,0.7839285714285713,0.8107142857142855,-0.0035714285714286143,0.6265384043449281,0.7285788637806793,-0.04916008834873281,0.03559107336524625
Lake Obłęże,XGBoost,10,0.7757575757575756,0.7939393939393938,0.0,0.6209860761266304,0.7136388108159863,-0.04366416365567444,0.2112013806793177
Lake Peipsi,MLP,1,0.6018655132518183,0.6018655132518183,0.0,0.17035227937471464,0.17035227937471464,0.0,-0.09600106140379316
Lake Peipsi,MLP,3,0.6008737889609825,0.6008737889609825,0.0,0.1680852578327639,0.1662961812271192,0.0034512127238183754,-0.09605075388010553
Lake Peipsi,MLP,5,0.5562458551497309,0.5957215475373672,-0.025426150331507247,0.13741049586842347,0.16301704457985822,-0.01279078990368604,-0.0926020830099828
Lake Peipsi,MLP,10,0.4717845043395861,0.5994412365536399,-0.10603423211606158,0.04029762159249006,0.1564502440107251,-0.16664525358871357,-0.11377091131075501
Lake Peipsi,PLSR,1,0.48067770263089366,0.48067770263089366,0.0,0.1441173247212828,0.14411732472128286,0.0,0.042068337399458755
Lake Peipsi,PLSR,3,0.48598743906450614,0.48598743906450614,0.0,0.1449104954116584,0.14484000600965957,0.000179730425013791,0.048763435384719445
Lake Peipsi,PLSR,5,0.4616509191989504,0.47685091213536834,-0.008989996151371443,0.11087357274438597,0.14372662611580567,-0.03370754838997725,0.025982767652299732
Lake Peipsi,PLSR,10,0.49569770370358085,0.4746725526964649,0.04230715148657868,0.10046085894282403,0.14137412607156985,-0.04612950434350083,0.015115016579111795
Lake Peipsi,XGBoost,1,0.6976191765183267,0.6976191765183267,0.0,0.36032092628107126,0.36032092628107126,0.0,-0.04423608906563331
Lake Peipsi,XGBoost,3,0.6982474015504896,0.6982474015504896,0.0,0.35713876759932156,0.35762474630649216,-0.00038876649883728964,-0.02680800328388505
Lake Peipsi,XGBoost,5,0.6695964269738366,0.6961737387295605,-0.015614154932369562,0.30831544703217306,0.35335304279506846,-0.03432072485459764,-0.07967277301990638
Lake Peipsi,XGBoost,10,0.6446878413830799,0.6937037350791548,-0.0366270588661583,0.2632358741334183,0.35071246093877606,-0.09353125908895832,-0.13962988496348738
Lake Winnipeg,MLP,1,0.70009514120775,0.70009514120775,0.0,0.5996296868660681,0.5996296868660681,0.0,0.9707271626507599
Lake Winnipeg,MLP,3,0.6979457888310576,0.6979457888310576,0.0,0.590766451029562,0.5991004478071779,-0.00505936424449982,0.8681707303290332
Lake Winnipeg,MLP,5,0.6677142462432608,0.6972795497185742,-0.013555982940941458,0.5572321059945137,0.5930962743032335,-0.043920775057794625,0.8936499225164598
Lake Winnipeg,MLP,10,0.7996358308005052,0.7031758856850463,0.09986343593711333,0.6648098366329797,0.6037687714437244,0.05540257005049254,0.8005177773432383
Lake Winnipeg,PLSR,1,0.6697910430882279,0.6697910430882279,0.0,0.36489127910586155,0.36489127910586167,0.0,0.2779509424342942
Lake Winnipeg,PLSR,3,0.6667341925324707,0.6667341925324707,0.0,0.3621519927907813,0.3627986950438609,-0.006903949380100027,0.2961074134510866
Lake Winnipeg,PLSR,5,0.6389136458081809,0.657097963782665,-0.003987053806159269,0.25320926146835426,0.3473406873949514,-0.09944966984346681,0.10297125947068014
Lake Winnipeg,PLSR,10,0.7511467457733145,0.6743933774791855,0.08256880754193341,0.3692967972567413,0.346715628717893,0.02614497568287205,-0.37397670474606304
Lake Winnipeg,XGBoost,1,0.7586595726898963,0.7586595726898963,0.0,0.714586818556842,0.714586818556842,5.551115123125783e-17,0.12011749883343376
Lake Winnipeg,XGBoost,3,0.7598962771117199,0.7598962771117199,0.0,0.7090447133742753,0.7146622396606781,-0.004679780660356125,0.10840329910755653
Lake Winnipeg,XGBoost,5,0.7253154471134206,0.7542567670946001,-0.011539002780178498,0.6733954300276648,0.7120774652499902,-0.024538516537954136,0.14975545753042052
Lake Winnipeg,XGBoost,10,0.8057422969187675,0.7644257703081233,0.048322711792989026,0.7427358908470736,0.7215342794262194,0.020177371220844065,0.2929001791116075
Lake Łebsko,MLP,1,0.4570391658661424,0.4570391658661424,0.0,-0.21986258324647068,-0.2198625832464708,0.0,-0.5009329413433776
Lake Łebsko,MLP,3,0.44677186303428884,0.44677186303428884,0.0,-0.19349453189142352,-0.22018769299240648,0.048167575200800394,-0.3408288834215406
Lake Łebsko,MLP,5,0.706160707769864,0.4722498266667617,0.2306048078406813,0.15340155489212387,-0.20264354105946014,0.35110366910459834,0.10036007136708425
Lake Łebsko,MLP,10,0.670149701956279,0.45602199633938467,0.1942682922653211,0.1940651928521186,-0.1768034633928003,0.40981337073135066,0.1492452782360713
Lake Łebsko,PLSR,1,0.38088517181165205,0.38088517181165205,0.0,-0.18903063284614885,-0.18903063284614896,0.0,-0.6969134980614282
Lake Łebsko,PLSR,3,0.38989829234275025,0.38989829234275025,0.0,-0.15340164674368162,-0.1823262146575062,0.02419805457183133,-0.5208761265071666
Lake Łebsko,PLSR,5,0.21955758884751897,0.3689676925450901,-0.15607822093587836,-0.11464517725005463,-0.17505471312493592,0.07959485303883695,-0.28481815574441377
Lake Łebsko,PLSR,10,0.4647562285373127,0.34552908911240504,0.12316328175311358,-0.023419985050908476,-0.23249777924657689,0.23229577512884825,-0.51333751168816
Lake Łebsko,XGBoost,1,0.8112142652752096,0.8112142652752096,0.0,0.48227017093937274,0.48227011200236136,-2.102300811213098e-08,-0.04137566318940056
Lake Łebsko,XGBoost,3,0.8070219687420691,0.8070219687420691,0.0,0.4879221350062924,0.483603700574325,0.01105761534954569,-0.002072348590238471
Lake Łebsko,XGBoost,5,0.7868699094862449,0.8082448919068366,-0.012217473263082423,0.4244041667077432,0.48104463184021784,-0.03301669586109268,-0.06934653636606047
Lake Łebsko,XGBoost,10,0.7074273086390557,0.7981353848061274,-0.06551821780609213,0.373223715341874,0.48263038382759627,-0.057451589426953165,-0.12577645245430646
Mantova,MLP,1,0.4834798116467749,0.4834798116467749,0.0,0.0018352284562010435,0.0018352284562009324,0.0,0.027315590300228565
Mantova,MLP,3,0.489223433289101,0.489223433289101,0.0,0.010777602404010656,0.0011986559143905007,0.008674899104083977,0.039686352892006616
Mantova,MLP,5,0.3961022805908587,0.49166593231255884,-0.09094829633435211,-0.09039384704473985,0.016611397915078707,-0.09496864036468533,-0.02182600484512931
Mantova,MLP,10,0.4296155890579131,0.4734536131421794,-0.04448800752621043,-0.13674664039524065,0.016039021398049524,-0.11931588631726947,-0.05409565959188595
Mantova,PLSR,1,0.5554566726995736,0.5554566726995736,0.0,0.14868678630703686,0.14868678630703686,0.0,-0.013178236404585708
Mantova,PLSR,3,0.5512522290571824,0.5512522290571824,0.0,0.14578404117671656,0.14546733748984575,-0.00013932355824086695,-0.005936766138328997
Mantova,PLSR,5,0.4833304909073963,0.5494017094017093,-0.08565566888737375,0.16398254811686114,0.14507164733742844,0.009108160504742502,0.0521784382570985
Mantova,PLSR,10,0.5617794338217916,0.5642857142857143,0.01721042884359897,0.1974812722156551,0.16969851359942384,0.05764692223344264,0.06266220825612723
Mantova,XGBoost,1,0.4785849401068627,0.4785849401068627,0.0,0.053183033314165684,0.05318307838802244,0.0,-0.017736643087491732
Mantova,XGBoost,3,0.47776105552100884,0.47776105552100884,0.0,0.05406130833029871,0.053073316794798375,0.002519273794846233,0.0005342461318777469
Mantova,XGBoost,5,0.3499743597054971,0.49081126068589453,-0.10701760769990012,-0.094783377707931,0.06357635704894138,-0.1262055965998934,-0.012702039925232667
Mantova,XGBoost,10,0.3478402262052323,0.46818181818181814,-0.09350649350649348,-0.08495409642788065,0.07089972285808155,-0.10797953529903154,-0.06428000996621475
Morse Reservoir,MLP,1,0.3844084905371694,0.3844084905371694,0.0,-0.25024641478195964,-0.25024641478195964,0.0,-0.1632885726054285
Morse Reservoir,MLP,3,0.3769045200297684,0.3769045200297684,0.0,-0.20387331694061406,-0.24115636555090703,0.028294232443196732,-0.2246669468299115
Morse Reservoir,MLP,5,0.7711203005469591,0.38286149275564,0.36968678616085926,0.38865206192420054,-0.23408916700422355,0.6560242429800083,0.5196187263726307
Morse Reservoir,MLP,10,0.78284191854482,0.39719068178468697,0.3813838827417896,0.46044447900032104,-0.22790338740071525,0.6989806064053481,0.5883890913969299
Morse Reservoir,PLSR,1,0.8050805938960031,0.8050805938960031,0.0,-1.8127599076405287,-1.8127599076405287,0.0,-3.5846285686468375
Morse Reservoir,PLSR,3,0.8036211835664189,0.8036211835664189,0.0,-1.1976028907926999,-1.8067432105138335,0.6473816775610766,7.852578209087905
Morse Reservoir,PLSR,5,0.7937516245754185,0.802920507896014,-0.007328592464593386,0.4651797523166253,-1.8297160512731536,2.2834555364457687,14.163721911755395
Morse Reservoir,PLSR,10,0.7913377938436287,0.8034965944748268,-0.006797069882184703,0.416654111709193,-1.8131931373567773,2.2130124898379866,14.29584609937487
Morse Reservoir,XGBoost,1,0.8390278293470965,0.8390278293470965,0.0,0.47458266759197637,0.4745826666189608,0.0,-0.17811909790557634
Morse Reservoir,XGBoost,3,0.8397051092963567,0.8397051092963567,0.0,0.486762755658894,0.4751143213076537,0.015562875358361483,-0.1058265714119746
Morse Reservoir,XGBoost,5,0.8028933656977888,0.8374321433676137,-0.03344419193625742,0.5705118054442406,0.472136703869601,0.1149014276760551,0.21518885883855848
Morse Reservoir,XGBoost,10,0.7920403893008329,0.8379592951920063,-0.047250038113919535,0.5814185664079692,0.47795725483133655,0.12048636446328942,0.19962573993720883
Taihu,MLP,1,0.6476981293498065,0.6476981293498065,0.0,0.36504605664815126,0.3650460566481512,0.0,-0.16120369210983915
Taihu,MLP,3,0.6462142117465561,0.6462142117465561,0.0,0.362101661164091,0.36408676515379507,-0.0018646056990945792,-0.24059504942869397
Taihu,MLP,5,0.7207265863198876,0.6452085856551744,0.07720101940704166,0.4611439010299402,0.3616939387936754,0.11135104688085867,0.06467934038506812
Taihu,MLP,10,0.7834811273553439,0.6451551813465066,0.1392675688329224,0.3924833242092973,0.3575783558196719,0.03030249461509177,-25.600147737152522
Taihu,PLSR,1,0.7490647065705547,0.7490647065705547,0.0,0.4201778945231539,0.4201778945231537,0.0,39.313502716831266
Taihu,PLSR,3,0.7489972617554912,0.7489972617554912,0.0,0.44051051416401743,0.4206489546871472,0.01584266502620385,90.36284422770831
Taihu,PLSR,5,0.7377083489849725,0.7486257556641984,-0.00849831231457765,0.3680024770348448,0.42066858139118785,-0.04722144039959586,266.4925547858833
Taihu,PLSR,10,0.709598639355367,0.7479462446271556,-0.034648546053149654,0.3611596275490507,0.41741350968011465,-0.0434039297963863,401.0390838556807
Taihu,XGBoost,1,0.7996671043576224,0.7996671043576224,0.0,0.580732223849046,0.5807322271105927,-6.020348108926044e-10,-0.07822473338098451
Taihu,XGBoost,3,0.7996617816664364,0.7996617816664364,0.0,0.5808427454361118,0.5807539681513586,0.0011743071488884427,-0.02939458830685454
Taihu,XGBoost,5,0.804474636750751,0.7993497027154295,0.0032681306351902695,0.5400182951030341,0.5798175828107617,-0.0332816605677404,-0.3342488882072514
Taihu,XGBoost,10,0.7895389470202182,0.7973225509161522,-0.008265555502103838,0.5041462843292994,0.573963825589197,-0.06480887920287803,-0.5267743206429376
