lake,learner,k,rep,worst_metric,diff_val
Eagle Creek Reservoir,XGBoost,10,85,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,10,85,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,1,86,anomaly_r2,2.220446049250313e-16
Eagle Creek Reservoir,XGBoost,1,86,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,86,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,3,86,mae_log,0.0
Eagle Creek Reservoir,XGBoost,3,86,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,86,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,86,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,XGBoost,5,86,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,5,86,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,10,86,mae_log,6.938893903907228e-17
Eagle Creek Reservoir,XGBoost,10,86,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,86,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,87,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,1,87,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,1,87,anomaly_r2,7.28583859910259e-17
Eagle Creek Reservoir,PLSR,3,87,rer_log,6.938893903907228e-17
Eagle Creek Reservoir,XGBoost,3,87,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,3,87,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,87,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,5,87,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,MLP,5,87,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,PLSR,10,87,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,10,87,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,87,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,1,88,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,1,88,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,1,88,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,3,88,rer_log,1.3877787807814457e-17
Eagle Creek Reservoir,XGBoost,3,88,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,MLP,3,88,mae_log,4.163336342344337e-17
Eagle Creek Reservoir,PLSR,5,88,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,88,spearman,5.551115123125783e-17
Eagle Creek Reservoir,MLP,5,88,rer_log,9.71445146547012e-17
Eagle Creek Reservoir,PLSR,10,88,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,10,88,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,MLP,10,88,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,89,anomaly_r2,1.1102230246251565e-16
Eagle Creek Reservoir,XGBoost,1,89,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,89,anomaly_r2,2.7755575615628914e-17
Eagle Creek Reservoir,PLSR,3,89,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,3,89,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,89,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,5,89,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,5,89,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,5,89,rer_log,7.632783294297951e-17
Eagle Creek Reservoir,PLSR,10,89,mae_log,6.938893903907228e-17
Eagle Creek Reservoir,XGBoost,10,89,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,89,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,1,90,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,1,90,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,90,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,3,90,rer_log,6.591949208711867e-17
Eagle Creek Reservoir,XGBoost,3,90,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,3,90,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,90,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,90,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,5,90,rer_log,2.7755575615628914e-17
Eagle Creek Reservoir,PLSR,10,90,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,10,90,rer_log,4.163336342344337e-17
Eagle Creek Reservoir,MLP,10,90,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,91,anomaly_r2,4.440892098500626e-16
Eagle Creek Reservoir,XGBoost,1,91,rer_log,6.938893903907228e-17
Eagle Creek Reservoir,MLP,1,91,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,3,91,anomaly_r2,2.220446049250313e-16
Eagle Creek Reservoir,XGBoost,3,91,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,91,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,91,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,91,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,5,91,anomaly_r2,9.93129189996722e-17
Eagle Creek Reservoir,PLSR,10,91,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,XGBoost,10,91,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,91,anomaly_r2,2.220446049250313e-16
Eagle Creek Reservoir,PLSR,1,92,rer_log,1.1102230246251565e-16
Eagle Creek Reservoir,XGBoost,1,92,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,MLP,1,92,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,3,92,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,3,92,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,92,mae_log,6.938893903907228e-17
Eagle Creek Reservoir,PLSR,5,92,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,92,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,5,92,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,10,92,anomaly_r2,6.938893903907228e-17
Eagle Creek Reservoir,XGBoost,10,92,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,10,92,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,93,rer_log,2.220446049250313e-16
Eagle Creek Reservoir,XGBoost,1,93,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,93,rer_log,7.979727989493313e-17
Eagle Creek Reservoir,PLSR,3,93,mae_log,0.0
Eagle Creek Reservoir,XGBoost,3,93,anomaly_r2,6.938893903907228e-17
Eagle Creek Reservoir,MLP,3,93,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,5,93,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,93,anomaly_r2,9.71445146547012e-17
Eagle Creek Reservoir,MLP,5,93,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,PLSR,10,93,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,10,93,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,93,mae_log,0.0
Eagle Creek Reservoir,PLSR,1,94,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,1,94,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,94,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,3,94,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,3,94,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,94,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,94,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,5,94,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,5,94,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,10,94,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,10,94,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,94,rer_log,9.020562075079397e-17
Eagle Creek Reservoir,PLSR,1,95,mae_log,0.0
Eagle Creek Reservoir,XGBoost,1,95,spearman,5.551115123125783e-17
Eagle Creek Reservoir,MLP,1,95,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,3,95,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,3,95,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,95,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,5,95,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,95,mae_log,0.0
Eagle Creek Reservoir,MLP,5,95,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,10,95,mae_log,0.0
Eagle Creek Reservoir,XGBoost,10,95,anomaly_r2,6.938893903907228e-17
Eagle Creek Reservoir,MLP,10,95,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,96,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,1,96,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,96,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,3,96,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,3,96,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,96,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,5,96,mae_log,0.0
Eagle Creek Reservoir,XGBoost,5,96,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,5,96,mae_log,0.0
Eagle Creek Reservoir,PLSR,10,96,mae_log,6.938893903907228e-17
Eagle Creek Reservoir,XGBoost,10,96,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,MLP,10,96,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,97,rer_log,1.3877787807814457e-17
Eagle Creek Reservoir,XGBoost,1,97,anomaly_r2,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,97,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,3,97,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,3,97,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,3,97,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,97,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,97,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,5,97,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,PLSR,10,97,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,10,97,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,10,97,anomaly_r2,8.673617379884035e-17
Eagle Creek Reservoir,PLSR,1,98,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,1,98,anomaly_r2,6.938893903907228e-17
Eagle Creek Reservoir,MLP,1,98,mae_log,0.0
Eagle Creek Reservoir,PLSR,3,98,mae_log,2.7755575615628914e-17
Eagle Creek Reservoir,XGBoost,3,98,rer_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,3,98,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,98,spearman,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,98,spearman,5.551115123125783e-17
Eagle Creek Reservoir,MLP,5,98,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,10,98,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,10,98,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,MLP,10,98,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,1,99,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,1,99,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,1,99,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,3,99,rer_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,3,99,anomaly_r2,5.551115123125783e-17
Eagle Creek Reservoir,MLP,3,99,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,5,99,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,XGBoost,5,99,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,MLP,5,99,mae_log,5.551115123125783e-17
Eagle Creek Reservoir,PLSR,10,99,mae_log,8.326672684688674e-17
Eagle Creek Reservoir,XGBoost,10,99,mae_log,6.938893903907228e-17
Eagle Creek Reservoir,MLP,10,99,rer_log,7.979727989493313e-17
Lake Peipsi,PLSR,1,0,rer_log,5.551115123125783e-17
Lake Peipsi,XGBoost,1,0,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,1,0,anomaly_r2,8.326672684688674e-17
Lake Peipsi,PLSR,3,0,anomaly_r2,5.551115123125783e-17
Lake Peipsi,XGBoost,3,0,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,3,0,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,0,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,5,0,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,5,0,mae_log,0.0
Lake Peipsi,PLSR,10,0,mae_log,8.326672684688674e-17
Lake Peipsi,XGBoost,10,0,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,10,0,rer_log,2.7755575615628914e-17
Lake Peipsi,PLSR,1,1,mae_log,8.326672684688674e-17
Lake Peipsi,XGBoost,1,1,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,1,1,anomaly_r2,5.551115123125783e-17
Lake Peipsi,PLSR,3,1,anomaly_r2,9.71445146547012e-17
Lake Peipsi,XGBoost,3,1,anomaly_r2,5.551115123125783e-17
Lake Peipsi,MLP,3,1,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,1,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,5,1,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,5,1,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,1,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,1,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,10,1,mae_log,8.326672684688674e-17
Lake Peipsi,PLSR,1,2,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,1,2,mae_log,0.0
Lake Peipsi,MLP,1,2,mae_log,0.0
Lake Peipsi,PLSR,3,2,rer_log,9.71445146547012e-17
Lake Peipsi,XGBoost,3,2,anomaly_r2,2.7755575615628914e-17
Lake Peipsi,MLP,3,2,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,2,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,5,2,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,5,2,rer_log,8.326672684688674e-17
Lake Peipsi,PLSR,10,2,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,2,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,10,2,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,3,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,1,3,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,1,3,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,3,3,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,3,3,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,3,3,mae_log,8.326672684688674e-17
Lake Peipsi,PLSR,5,3,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,5,3,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,5,3,mae_log,2.7755575615628914e-17
Lake Peipsi,PLSR,10,3,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,10,3,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,10,3,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,4,rer_log,6.245004513516506e-17
Lake Peipsi,XGBoost,1,4,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,1,4,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,3,4,rer_log,6.245004513516506e-17
Lake Peipsi,XGBoost,3,4,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,3,4,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,4,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,5,4,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,5,4,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,4,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,4,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,10,4,spearman,8.326672684688674e-17
Lake Peipsi,PLSR,1,5,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,1,5,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,1,5,mae_log,8.326672684688674e-17
Lake Peipsi,PLSR,3,5,rer_log,9.71445146547012e-17
Lake Peipsi,XGBoost,3,5,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,3,5,anomaly_r2,5.551115123125783e-17
Lake Peipsi,PLSR,5,5,mae_log,8.326672684688674e-17
Lake Peipsi,XGBoost,5,5,rer_log,8.326672684688674e-17
Lake Peipsi,MLP,5,5,anomaly_r2,8.326672684688674e-17
Lake Peipsi,PLSR,10,5,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,10,5,mae_log,0.0
Lake Peipsi,MLP,10,5,anomaly_r2,2.7755575615628914e-17
Lake Peipsi,PLSR,1,6,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,1,6,mae_log,0.0
Lake Peipsi,MLP,1,6,mae_log,8.326672684688674e-17
Lake Peipsi,PLSR,3,6,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,3,6,mae_log,0.0
Lake Peipsi,MLP,3,6,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,6,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,5,6,rer_log,8.326672684688674e-17
Lake Peipsi,MLP,5,6,spearman,9.020562075079397e-17
Lake Peipsi,PLSR,10,6,mae_log,0.0
Lake Peipsi,XGBoost,10,6,mae_log,0.0
Lake Peipsi,MLP,10,6,mae_log,0.0
Lake Peipsi,PLSR,1,7,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,1,7,mae_log,0.0
Lake Peipsi,MLP,1,7,rer_log,2.7755575615628914e-17
Lake Peipsi,PLSR,3,7,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,3,7,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,3,7,mae_log,2.7755575615628914e-17
Lake Peipsi,PLSR,5,7,rer_log,5.551115123125783e-17
Lake Peipsi,XGBoost,5,7,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,5,7,spearman,5.551115123125783e-17
Lake Peipsi,PLSR,10,7,rer_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,7,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,10,7,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,8,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,1,8,rer_log,2.7755575615628914e-17
Lake Peipsi,MLP,1,8,rer_log,6.938893903907228e-17
Lake Peipsi,PLSR,3,8,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,3,8,mae_log,0.0
Lake Peipsi,MLP,3,8,anomaly_r2,8.326672684688674e-17
Lake Peipsi,PLSR,5,8,rer_log,9.71445146547012e-17
Lake Peipsi,XGBoost,5,8,spearman,2.7755575615628914e-17
Lake Peipsi,MLP,5,8,spearman,2.7755575615628914e-17
Lake Peipsi,PLSR,10,8,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,8,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,10,8,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,9,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,1,9,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,1,9,mae_log,0.0
Lake Peipsi,PLSR,3,9,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,3,9,mae_log,8.326672684688674e-17
Lake Peipsi,MLP,3,9,mae_log,0.0
Lake Peipsi,PLSR,5,9,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,5,9,mae_log,0.0
Lake Peipsi,MLP,5,9,anomaly_r2,6.938893903907228e-17
Lake Peipsi,PLSR,10,9,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,9,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,10,9,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,10,anomaly_r2,1.3877787807814457e-17
Lake Peipsi,XGBoost,1,10,mae_log,8.326672684688674e-17
Lake Peipsi,MLP,1,10,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,3,10,rer_log,5.898059818321144e-17
Lake Peipsi,XGBoost,3,10,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,3,10,rer_log,3.469446951953614e-17
Lake Peipsi,PLSR,5,10,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,5,10,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,5,10,mae_log,8.326672684688674e-17
Lake Peipsi,PLSR,10,10,anomaly_r2,2.220446049250313e-16
Lake Peipsi,XGBoost,10,10,anomaly_r2,1.1102230246251565e-16
Lake Peipsi,MLP,10,10,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,11,anomaly_r2,9.020562075079397e-17
Lake Peipsi,XGBoost,1,11,rer_log,3.469446951953614e-17
Lake Peipsi,MLP,1,11,rer_log,4.163336342344337e-17
Lake Peipsi,PLSR,3,11,rer_log,7.979727989493313e-17
Lake Peipsi,XGBoost,3,11,mae_log,0.0
Lake Peipsi,MLP,3,11,anomaly_r2,9.280770596475918e-17
Lake Peipsi,PLSR,5,11,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,5,11,anomaly_r2,9.020562075079397e-17
Lake Peipsi,MLP,5,11,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,11,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,10,11,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,10,11,mae_log,0.0
Lake Peipsi,PLSR,1,12,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,1,12,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,1,12,anomaly_r2,8.760353553682876e-17
Lake Peipsi,PLSR,3,12,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,3,12,mae_log,0.0
Lake Peipsi,MLP,3,12,rer_log,8.326672684688674e-17
Lake Peipsi,PLSR,5,12,mae_log,2.7755575615628914e-17
Lake Peipsi,XGBoost,5,12,rer_log,8.326672684688674e-17
Lake Peipsi,MLP,5,12,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,12,anomaly_r2,8.456776945386935e-17
Lake Peipsi,XGBoost,10,12,spearman,5.551115123125783e-17
Lake Peipsi,MLP,10,12,spearman,9.020562075079397e-17
Lake Peipsi,PLSR,1,13,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,1,13,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,1,13,mae_log,2.7755575615628914e-17
Lake Peipsi,PLSR,3,13,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,3,13,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,3,13,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,13,anomaly_r2,2.2737367544323206e-13
Lake Peipsi,XGBoost,5,13,mae_log,0.0
Lake Peipsi,MLP,5,13,mae_log,0.0
Lake Peipsi,PLSR,10,13,anomaly_r2,5.551115123125783e-17
Lake Peipsi,XGBoost,10,13,mae_log,8.326672684688674e-17
Lake Peipsi,MLP,10,13,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,14,spearman,5.551115123125783e-17
Lake Peipsi,XGBoost,1,14,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,1,14,anomaly_r2,2.0816681711721685e-17
Lake Peipsi,PLSR,3,14,rer_log,5.551115123125783e-17
Lake Peipsi,XGBoost,3,14,rer_log,3.8163916471489756e-17
Lake Peipsi,MLP,3,14,anomaly_r2,5.551115123125783e-17
Lake Peipsi,PLSR,5,14,mae_log,2.7755575615628914e-17
Lake Peipsi,XGBoost,5,14,rer_log,8.326672684688674e-17
Lake Peipsi,MLP,5,14,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,14,mae_log,2.7755575615628914e-17
Lake Peipsi,XGBoost,10,14,anomaly_r2,2.220446049250313e-16
Lake Peipsi,MLP,10,14,rer_log,2.7755575615628914e-17
Lake Peipsi,PLSR,1,15,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,1,15,mae_log,8.326672684688674e-17
Lake Peipsi,MLP,1,15,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,3,15,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,3,15,mae_log,5.551115123125783e-17
Lake Peipsi,MLP,3,15,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,15,anomaly_r2,4.85722573273506e-17
Lake Peipsi,XGBoost,5,15,rer_log,5.551115123125783e-17
Lake Peipsi,MLP,5,15,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,15,anomaly_r2,8.326672684688674e-17
Lake Peipsi,XGBoost,10,15,rer_log,8.326672684688674e-17
Lake Peipsi,MLP,10,15,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,1,16,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,1,16,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,1,16,rer_log,9.71445146547012e-17
Lake Peipsi,PLSR,3,16,rer_log,2.7755575615628914e-17
Lake Peipsi,XGBoost,3,16,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,3,16,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,16,rer_log,6.245004513516506e-17
Lake Peipsi,XGBoost,5,16,mae_log,2.7755575615628914e-17
Lake Peipsi,MLP,5,16,rer_log,5.551115123125783e-17
Lake Peipsi,PLSR,10,16,mae_log,5.551115123125783e-17
Lake Peipsi,XGBoost,10,16,rer_log,6.938893903907228e-17
Lake Peipsi,MLP,10,16,mae_log,8.326672684688674e-17
Lake Peipsi,PLSR,1,17,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,1,17,mae_log,8.326672684688674e-17
Lake Peipsi,MLP,1,17,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,3,17,rer_log,8.326672684688674e-17
Lake Peipsi,XGBoost,3,17,rer_log,6.938893903907228e-17
Lake Peipsi,MLP,3,17,mae_log,5.551115123125783e-17
Lake Peipsi,PLSR,5,17,rer_log,6.938893903907228e-17
Lake Peipsi,XGBoost,5,17,mae_log,8.326672684688674e-17
Lake Peipsi,MLP,5,17,rer_log,6.938893903907228e-17
Lake Peipsi,PLSR,10,17,spearman,8.326672684688674e-17
Lake Peipsi,XGBoost,10,17,spearman,8.326672684688674e-17
Lake Peipsi,MLP,10,17,anomaly_r2,8.326672684688674e-17
Lake Peipsi,PLSR,1,18,rer_log,7.632783294297951e-17
Lake Peipsi,XGBoost,1,18,anomaly_r2,5.551115123125783e-17
Lake Peipsi,MLP,1,18,anomaly_r2,5.551115123125783e-17
