lake,learner,k,rep,calibrated_spearman,source_spearman,delta_spearman,calibrated_anomaly_r2_origspace,source_anomaly_r2_origspace,delta_anomaly_r2_origspace,calibrated_anomaly_r2_logspace,source_anomaly_r2_logspace,delta_anomaly_r2_logspace
Lake Erie,PLSR,3,5,0.7327339734837002,0.7327339734837002,0.0,-162319.91937346934,-102664.663600974,-59655.25577249534,-0.7424014430668942,-0.5220572154595371,-0.22034422760735706
Lake Erie,XGBoost,3,5,0.7834276037804532,0.7834276037804532,0.0,-0.8169885158246284,-0.3921108781413052,-0.4248776376833232,0.545013315495412,0.5588524679065081,-0.013839152411096123
Lake Erie,MLP,3,5,0.8048498786427561,0.8048498786427561,0.0,-60182.33861665679,-58510.88958434551,-1671.4490323112768,0.3589944243842522,0.3788781816086849,-0.019883757224432697
Lake Erie,PLSR,5,5,0.5504726175745022,0.7312012367588455,-0.18072861918434335,-58.47708160014936,-102481.89508020478,102423.41799860462,0.1983552585223236,-0.49443727878553867,0.6927925373078623
Lake Erie,XGBoost,5,5,0.8141184339020031,0.783305972987474,0.03081246091452916,0.3270754208607254,-0.37004256687240167,0.697117987733127,0.5740208185288558,0.5604514598469164,0.013569358681939425
Lake Erie,MLP,5,5,0.8061091451482539,0.8054753311928234,0.0006338139554304956,-11546.024246790781,-58411.03350603609,46865.00925924531,0.41972660158500474,0.37985628511684444,0.039870316468160305
Lake Erie,PLSR,10,5,0.6821734297359999,0.7322428214661062,-0.05006939173010627,-0.605821393555158,-103923.12041476101,103922.51459336745,0.2848561529634299,-0.49736590588704943,0.7822220588504794
Lake Erie,XGBoost,10,5,0.8422745202225163,0.7851407987628755,0.057133721459640796,-0.9415580104210981,-0.3909896059143074,-0.5505684045067907,0.5958141424383185,0.557027000021427,0.03878714241689152
Lake Erie,MLP,10,5,0.841652410812184,0.8074269600650661,0.034225450747117914,-94198.64719030075,-59251.33734201885,-34947.3098482819,0.37546978257366537,0.378505287819075,-0.003035505245409631
Lake Erie,PLSR,1,6,0.731926700211466,0.731926700211466,0.0,-117461.67885821279,-102357.06483065648,-15104.614027556308,-0.520409644270406,-0.520409644270406,0.0
Lake Erie,XGBoost,1,6,0.7848458636688912,0.7848458636688912,0.0,-0.8943230191160776,-0.38964570103201934,-0.5046773180840582,0.5600626750078267,0.56006266789748,7.1103466448008135e-09
Lake Erie,MLP,1,6,0.8061287549554993,0.8061287549554993,0.0,-86907.32395234896,-58334.90208650768,-28572.42186584128,0.38119630997080955,0.38119630997080955,0.0
Lake Erie,PLSR,3,6,0.728082114907101,0.728082114907101,0.0,-12755.543653947454,-102650.84727374853,89895.30361980107,-0.4669755062026699,-0.545944861390522,0.07896935518785209
Lake Erie,XGBoost,3,6,0.7822288475578939,0.7822288475578939,0.0,0.3214033117598514,-0.3865192602649905,0.7079225720248419,0.5482610134826269,0.5538485309440189,-0.0055875174613919665
Lake Erie,MLP,3,6,0.8036050510163643,0.8036050510163643,0.0,-93414.85245025008,-58502.660428634474,-34912.19202161561,0.25365969445051595,0.3700524832756399,-0.11639278882512394
Lake Erie,PLSR,5,6,0.6492539311297351,0.7290848722210865,-0.07983094109135147,-134.00809041147448,-102564.11294963256,102430.10485922109,0.2557092782280159,-0.5249541880189745,0.7806634662469905
Lake Erie,XGBoost,5,6,0.7364503764090634,0.7828092748665154,-0.046358898457452,-8.17314839321516,-0.39283201492319364,-7.780316378291966,0.24653033367306199,0.5584432820698781,-0.31191294839681616
