lake,learner,k,rep,calibrated_spearman,source_spearman,delta_spearman,calibrated_anomaly_r2_origspace,source_anomaly_r2_origspace,delta_anomaly_r2_origspace,calibrated_anomaly_r2_logspace,source_anomaly_r2_logspace,delta_anomaly_r2_logspace
Dianchi,PLSR,3,40,0.5221427475464795,0.5221427475464795,0.0,-3100.7182579622986,-4443.707705474079,1342.9894475117808,-7.499818665734267,-7.622361718856425,0.12254305312215763
Dianchi,XGBoost,3,40,0.23577483636614824,0.23577483636614824,0.0,-8.555235557688626,-1.1014207844715256,-7.4538147732171005,-2.2087261946948136,-2.675076520453452,0.46635032575863855
Dianchi,MLP,3,40,0.34351983730340985,0.34351983730340985,0.0,-184704.79421101394,-19634.66067297703,-165070.1335380369,-13.228786416748802,-13.84422178955667,0.6154353728078679
Dianchi,PLSR,5,40,0.5277189333478538,0.5578275303316399,-0.030108596983786096,-23.556852445073897,-4830.227743011029,4806.670890565955,-2.119458801682426,-8.156896895131837,6.037438093449411
Dianchi,XGBoost,5,40,0.17483448403885857,0.19170114467929017,-0.016866660640431602,-2.126511258134698,-1.1993622667001937,-0.9271489914345041,-2.1625718411972272,-3.292952013196113,1.130380171998886
Dianchi,MLP,5,40,-0.07886698510898518,0.3625601246503867,-0.4414271097593718,-0.49274349197746714,-21352.072889702016,21351.58014621004,-0.8912666304747721,-15.041796910955252,14.15053028048048
Dianchi,PLSR,10,40,0.5111242714061979,0.47730351581221825,0.03382075559397962,-0.08250133151839201,-4623.099944976393,4623.017443644875,-0.10710465369267386,-7.17819161584427,7.071086962151596
Dianchi,XGBoost,10,40,0.4737956133154356,0.14275637986906414,0.3310392334463715,-1.4117720327149073,-1.1777601175213515,-0.2340119151935558,-1.1337446185099425,-3.2020041480094763,2.068259529499534
Dianchi,MLP,10,40,0.5532572307425537,0.24372296477645783,0.3095342659660959,-1.7565972598776067,-20476.269242856524,20474.512645596646,-0.5733087487185606,-14.222775643622201,13.649466894903641
Dianchi,PLSR,1,41,0.522320531175224,0.522320531175224,0.0,-1404.4518835183374,-4422.754592780341,3018.302709262004,-7.560563174916307,-7.560563174916307,0.0
Dianchi,XGBoost,1,41,0.20317133131111464,0.20317133131111464,0.0,-3.0553487788310187,-1.1153548944961944,-1.9399938843348243,-2.920898946535829,-2.9208987201675636,-2.263682654657373e-07
Dianchi,MLP,1,41,0.31319546121762987,0.31319546121762987,0.0,-157399.6709567079,-19538.448709198965,-137861.22224750894,-13.873274988690204,-13.87327498869021,5.329070518200751e-15
Dianchi,PLSR,3,41,0.5086417954546846,0.5086417954546846,0.0,-3117.2138923968605,-4462.349659308072,1345.1357669112112,-6.994181570715163,-7.6440686358516885,0.6498870651365252
Dianchi,XGBoost,3,41,0.21798178442894708,0.21798178442894708,0.0,-4.703094400112257,-1.1290807110954497,-3.5740136890168075,-2.9605358291260804,-2.974115894858356,0.01358006573227577
Dianchi,MLP,3,41,0.3007365773770392,0.3007365773770392,0.0,-209856.20124953525,-19718.478699910367,-190137.7225496249,-14.188287623787348,-14.087878572966702,-0.10040905082064633
Dianchi,PLSR,5,41,0.4186957556243462,0.5245681395165118,-0.10587238389216563,-1.742550469801433,-4880.724098030471,4878.98154756067,-1.078685062571175,-8.503065540117666,7.4243804775464906
Dianchi,XGBoost,5,41,0.07827891884683041,0.25553185532449274,-0.17725293647766233,-0.5155965555581488,-0.9256242860132582,0.41002773045510943,-1.1639302794814816,-2.7916136945816765,1.6276834151001949
Dianchi,MLP,5,41,-0.04621320787783379,0.33497998879188823,-0.381193196669722,-0.36908141639364533,-21561.41389415373,21561.04481273734,-0.6521506069101954,-14.991505197746923,14.339354590836727
Dianchi,PLSR,10,41,0.3869368971451023,0.5294645007643763,-0.14252760361927402,-22.916229283517552,-4523.630049795561,4500.713820512044,-2.240415339029358,-7.6088445922211765,5.3684292531918185
Dianchi,XGBoost,10,41,0.6718777162587553,0.24170210790331134,0.4301756083554439,-4.877327454828573,-1.0689960819251931,-3.80833137290338,-2.155748540270136,-2.756270841017965,0.6005223007478286
Dianchi,MLP,10,41,0.6666158625135814,0.2834156441150518,0.3832002183985296,-3.6045824571937866,-19992.01428724992,19988.409704792728,-0.7936626072837036,-13.591156738195368,12.797494130911664
Dianchi,PLSR,1,42,0.5406378803174171,0.5406378803174171,0.0,0.0029608277639253666,-22.83708069421672,22.840041521980645,-3.339752047462844,-3.339752047462845,8.881784197001252e-16
Dianchi,XGBoost,1,42,0.2265781667156209,0.2265781667156209,0.0,-0.1611169581825973,-0.9911477636959154,0.8300308055133181,-2.6541707027963564,-2.6541707506528387,4.7856482332520045e-08
Dianchi,MLP,1,42,0.33518588299253016,0.33518588299253016,0.0,0.0005484473213279717,-7.755732496439519,7.756280943760847,-6.4595430890184105,-6.4595430890184105,0.0
Dianchi,PLSR,3,42,0.5716099583342753,0.5716099583342753,0.0,-224.70125984684165,-4768.086558871436,4543.385299024594,-3.334884080009598,-7.985171842303787,4.650287762294189
Dianchi,XGBoost,3,42,0.17998360940517968,0.17998360940517968,0.0,-1.9563328678664913,-1.1478949703815888,-0.8084378974849025,-2.003960033261679,-3.1215687269215247,1.1176086936598457
Dianchi,MLP,3,42,0.3760744955374357,0.3760744955374357,0.0,-8315.87118694067,-21068.159076064258,12752.287889123587,-8.386732127936767,-15.101429585636218,6.714697457699451
Dianchi,PLSR,5,42,-0.1287578777884483,0.5018780389620108,-0.630635916750459,-1.5335940456330523,-4493.339207817125,4491.805613771491,-62.00674970925316,-7.625909126851292,-54.380840582401866
Dianchi,XGBoost,5,42,-0.30670974157416303,0.1865746955558832,-0.4932844371300462,-0.45050020974948723,-1.136878980698397,0.6863787709489098,-6.911013457781612,-2.946390106965718,-3.964623350815894
Dianchi,MLP,5,42,-0.1324408500021474,0.28642416446061403,-0.4188650144627614,-0.16412847413066678,-19860.386419453724,19860.222290979593,-0.7356917033450165,-14.258711124278248,13.523019420933231
Dianchi,PLSR,10,42,0.4149842892005516,0.573138904379152,-0.15815461517860047,-0.7965167310641754,-23.287651477796,22.491134746731824,-0.7691901695574932,-3.4143808274858403,2.645190657928347
Dianchi,XGBoost,10,42,0.4232580479984678,0.19746450144888433,0.22579354654958345,-0.025458631875078463,-0.6780140722334722,0.6525554403583937,0.014597225146919746,-1.7970161686598383,1.811613393806758
Dianchi,MLP,10,42,-0.07267181690704258,0.37037462194911414,-0.4430464388561567,-0.13788566101100708,-6.7988534277425385,6.660967766731531,-0.5859191140107955,-5.42444655907369,4.838527445062894
Dianchi,PLSR,1,43,0.536065413697258,0.536065413697258,0.0,-387.3141921679166,-4429.131696101439,4041.8175039335224,-7.456799864697139,-7.456799864697139,0.0
Dianchi,XGBoost,1,43,0.21743671690877628,0.21743671690877628,0.0,-1.4472570899798836,-1.115281480209033,-0.3319756097708506,-2.8965819549269756,-2.896581906463297,-4.846367840372068e-08
Dianchi,MLP,1,43,0.32616707915674453,0.32616707915674453,0.0,-64155.56357630131,-19564.45651182961,-44591.107064471704,-13.895024030972067,-13.895024030972067,0.0
Dianchi,PLSR,3,43,0.5338799446179222,0.5338799446179222,0.0,-176.68691127943285,-4429.225028862174,4252.5381175827415,-3.964725046056696,-7.369690595977874,3.4049655499211777
Dianchi,XGBoost,3,43,0.23179053971224958,0.23179053971224958,0.0,-1.1029695857120014,-1.0313551014445932,-0.07161448426740824,-1.3735235804546173,-2.6680898037052145,1.2945662232505972
Dianchi,MLP,3,43,0.36395134835466303,0.36395134835466303,0.0,-769.7275926846685,-19567.46707032947,18797.7394776448,-5.378733554246723,-13.494787919517565,8.116054365270841
Dianchi,PLSR,5,43,0.08514805474265014,0.530589594812422,-0.4454415400697718,-0.5585844315204935,-4455.02804036515,4454.46945593363,-12.466872137828519,-7.566991153769726,-4.899880984058793
Dianchi,XGBoost,5,43,-0.3794978354699027,0.27409313742596303,-0.6535909728958658,-18.260984749536636,-1.1019573017842075,-17.15902744775243,-93.51492106329677,-2.6470114716840505,-90.86790959161272
Dianchi,MLP,5,43,-0.3630703700509637,0.35859812412730235,-0.7216684941782661,-2.5508840898875182,-19686.99291152966,19684.442027439774,-8.650191248400093,-13.735473595796494,5.085282347396401
Dianchi,PLSR,10,43,0.2482508918582131,0.5387856478034725,-0.29053475594525935,-103.44202598383458,-4568.575677346266,4465.133651362432,-3.857746723138094,-7.875306588641626,4.017559865503532
Dianchi,XGBoost,10,43,0.6267467609223325,0.25644839481467385,0.37029836610765865,-3.463151435757106,-1.1391177370820529,-2.324033698675053,-1.2640305113659993,-3.0130746227388485,1.7490441113728492
Dianchi,MLP,10,43,0.42055096562679933,0.2557239643208471,0.16482700130595224,-0.8654705865762347,-20195.63035154313,20194.76488095655,-0.45941702434887,-14.478034495859646,14.018617471510776
Dianchi,PLSR,1,44,0.5131498530987918,0.5131498530987918,0.0,-12902.935835254364,-4432.265206905898,-8470.670628348467,-7.479084091826564,-7.479084091826564,0.0
Dianchi,XGBoost,1,44,0.21126169390733887,0.21126169390733887,0.0,-7.4076426667639925,-1.118769007167732,-6.288873659596261,-2.910425117180174,-2.910425186853574,6.967339993835253e-08
Dianchi,MLP,1,44,0.3188371087253827,0.3188371087253827,0.0,-198928.4791883146,-19583.50057463609,-179344.9786136785,-13.89147778479131,-13.89147778479131,0.0
Dianchi,PLSR,3,44,0.5284970131993884,0.5284970131993884,0.0,-2939.4040796314066,-4434.965544398091,1495.5614647666844,-7.665139701719994,-7.626280437386731,-0.038859264333263255
Dianchi,XGBoost,3,44,0.24765280646544927,0.24765280646544927,0.0,-13.099981872585397,-1.092182169672923,-12.007799702912475,-2.7400461221096966,-2.7466447623165458,0.006598640206849193
Dianchi,MLP,3,44,0.35534633785452546,0.35534633785452546,0.0,-210400.23790843462,-19594.86552614858,-190805.37238228603,-13.204815007671707,-13.7794750669897,0.5746600593179938
Dianchi,PLSR,5,44,0.15930549205198874,0.5977317443983703,-0.43842625234638155,-0.9381560427020559,-4738.493092747973,4737.554936705271,-7.185997926220139,-7.539568062363998,0.35357013614385835
Dianchi,XGBoost,5,44,-0.3450352345287477,0.23781825382293217,-0.5828534883516798,-2.016402373922293,-1.0633597107420596,-0.9530426631802333,-8.25910606154413,-2.7198835873272507,-5.53922247421688
Dianchi,MLP,5,44,-0.2987635659198857,0.40361288701905695,-0.7023764529389427,-1.1272046262214652,-20936.37613466822,20935.248930042,-1.6634164866341639,-14.56116241526309,12.897745928628925
Dianchi,PLSR,10,44,0.4874664130499258,0.5125907964536409,-0.025124383403715145,-123.88445675211986,-4542.405446717644,4418.520989965524,-3.821798284489299,-7.908044592828485,4.086246308339186
Dianchi,XGBoost,10,44,0.5997827006179753,0.23580320387250048,0.36397949674547486,-3.068367768185146,-1.116753985931124,-1.951613782254022,-1.2808758948588617,-2.7162183957694577,1.435342500910596
Dianchi,MLP,10,44,0.42543701730205863,0.3694313735690427,0.05600564373301592,-1.8837648144676624,-20076.224923195732,20074.341158381263,-0.5763160080982097,-13.612572317157623,13.036256309059413
Dianchi,PLSR,1,45,0.5220032352579023,0.5220032352579023,0.0,-2083.626484933628,-4424.0170786824165,2340.3905937487884,-7.562061316963305,-7.562061316963307,1.7763568394002505e-15
Dianchi,XGBoost,1,45,0.22027225697885536,0.22027225697885536,0.0,-8.85967465827055,-1.1118027432627495,-7.747871915007799,-2.8881885825476465,-2.8881890361652705,4.5361762390783156e-07
Dianchi,MLP,1,45,0.31308670335272515,0.31308670335272515,0.0,-175152.92006650247,-19544.92230816658,-155607.9977583359,-13.855459789480873,-13.85545978948087,-3.552713678800501e-15
Dianchi,PLSR,3,45,0.5235526154556256,0.5235526154556256,0.0,-127.89191489138574,-4844.656542766405,4716.76462787502,-5.144013642654135,-8.613117773282488,3.4691041306283523
Dianchi,XGBoost,3,45,0.27482875611009877,0.27482875611009877,0.0,-0.40075337311037695,-0.914550791254277,0.5137974181439,-0.973940242364969,-2.7920469003084136,1.8181066579434446
Dianchi,MLP,3,45,0.34240526191909715,0.34240526191909715,0.0,-205.9699273976553,-21397.39300307312,21191.423075675466,-5.188155324786846,-15.432767672439049,10.244612347652202
Dianchi,PLSR,5,45,0.05007308018663724,0.47690735741096707,-0.4268342772243298,-0.5849262183374153,-4816.369502378171,4815.784576159834,-17.374718323323396,-8.40133409397158,-8.973384229351817
Dianchi,XGBoost,5,45,0.34869922565463846,0.23940369336168066,0.1092955322929578,-357238.5401999196,-1.1869824859358027,-357237.3532174337,-36.7880710123312,-3.223648239487577,-33.56442277284363
Dianchi,MLP,5,45,0.320754179152347,0.2882782935205,0.032475885631847,-358757.94818347023,-21274.832074158156,-337483.11610931205,-42.38508275594295,-15.52227835170875,-26.862804404234204
Dianchi,PLSR,10,45,0.4930316237378371,0.5067205914812156,-0.013688967743378522,-50.58912778226217,-4519.503182756662,4468.9140549744,-3.126630296211631,-7.8527316651102765,4.726101368898646
Dianchi,XGBoost,10,45,0.338754288111906,0.23637301125683313,0.10238127685507287,-0.3910564943634154,-1.1112433928461178,0.7201868984827025,-0.44373268459778537,-2.7021411009650738,2.2584084163672884
Dianchi,MLP,10,45,-0.085946889397145,0.298221216492933,-0.384168105890078,-0.23752321336678683,-19979.527566095447,19979.29004288208,-0.6847222596036933,-13.847536233851406,13.162813974247712
Dianchi,PLSR,1,46,0.5126580162161875,0.5126580162161875,0.0,-7692.143271142062,-4436.724734409436,-3255.4185367326263,-7.553903664053758,-7.553903664053758,0.0
Dianchi,XGBoost,1,46,0.2127312298254021,0.2127312298254021,0.0,-3.9218780058613074,-1.1225164422426075,-2.7993615636187,-2.9385011022097016,-2.938501376528527,2.743188254328288e-07
Dianchi,MLP,1,46,0.316708089815676,0.316708089815676,0.0,-182454.30046381097,-19602.80985403025,-162851.4906097807,-13.93105460859198,-13.931054608591976,-3.552713678800501e-15
Dianchi,PLSR,3,46,0.511822287141882,0.511822287141882,0.0,-171.71939657205047,-4452.921617814008,4281.202221241957,-4.385473490651144,-7.500754052528958,3.115280561877814
Dianchi,XGBoost,3,46,0.17992595180995366,0.17992595180995366,0.0,-0.730958170787487,-1.04363825838369,0.312680087596203,-2.020941444922424,-2.7358734275415073,0.7149319826190834
Dianchi,MLP,3,46,0.3081724519314391,0.3081724519314391,0.0,-15.479423242053123,-19674.93072708083,19659.451303838778,-2.4990693795545296,-12.728432360024794,10.229362980470263
Dianchi,PLSR,5,46,0.3927334497084203,0.548938239470388,-0.15620478976196772,0.003952769708927439,-4500.92729582232,4500.931248592029,-0.2499158835319535,-6.61772492435165,6.367809040819697
Dianchi,XGBoost,5,46,0.06272744738570035,0.23834091611509817,-0.17561346872939781,-1.0211127078453468,-1.060808667836103,0.03969595999075626,-1.6389319255463044,-2.804920082424402,1.1659881568780976
Dianchi,MLP,5,46,-0.11589670497870545,0.35964515966153643,-0.4755418646402419,-0.36072791223250844,-19931.531578861384,19931.17085094915,-0.7591631089357258,-12.596895158550952,11.837732049615227
Dianchi,PLSR,10,46,0.28626988787442986,0.5212186157756334,-0.23494872790120358,-0.5708268314633407,-4581.69095670986,4581.120129878397,-3.1611136368004313,-6.644045158862108,3.4829315220616763
Dianchi,XGBoost,10,46,0.38384109766008057,0.20997446357545085,0.1738666340846297,-0.5484340552903395,-1.06885325581456,0.5204192005242205,-0.8954716848358517,-2.808976038639387,1.9135043538035355
Dianchi,MLP,10,46,0.49319405962383456,0.3666832061385711,0.12651085348526347,-3.2402042049747743,-20283.54022054349,20280.300016338515,-0.8096454549601384,-13.701195571680017,12.891550116719879
Dianchi,PLSR,1,47,0.5029169742989714,0.5029169742989714,0.0,-354.0721794513066,-4757.903027663093,4403.830848211786,-8.258077921210472,-8.258077921210472,0.0
Dianchi,XGBoost,1,47,0.22303316265215986,0.22303316265215986,0.0,-26.54523784967877,-1.163996940448199,-25.38124090923057,-3.157782815996617,-3.157782681067183,-1.3492943384818545e-07
Dianchi,MLP,1,47,0.3071567581239755,0.3071567581239755,0.0,-352646.23306620034,-21012.38278997266,-331633.8502762277,-15.182325832666614,-15.182325832666614,0.0
Dianchi,PLSR,3,47,0.5424419314047202,0.5424419314047202,0.0,0.04762535366645526,-22.993085366109216,23.04071071977567,0.12767980670366963,-3.363854072153309,3.4915338788569787
Dianchi,XGBoost,3,47,0.19928327416550792,0.19928327416550792,0.0,-0.48585607917999085,-0.9989107565599309,0.51305467737994,-1.2141161765772166,-2.617470429440174,1.4033542528629575
Dianchi,MLP,3,47,0.336943452271874,0.336943452271874,0.0,0.005525224664730377,-7.821998949217253,7.827524173881983,-0.0011673602657846782,-6.547024757675632,6.545857397409847
Dianchi,PLSR,5,47,0.271762654112765,0.5407191110872246,-0.2689564569744596,-0.45591063093388473,-4471.765435299688,4471.309524668754,-2.9557882671318523,-7.52826654618775,4.572478279055897
Dianchi,XGBoost,5,47,0.09742765689554111,0.24317452076627857,-0.14574686387073746,-0.7736172478227326,-1.1294442467450683,0.3558269989223357,-1.5053203443196166,-2.915765709180749,1.4104453648611326
Dianchi,MLP,5,47,0.258550142586577,0.341859120130019,-0.08330897754344202,-396.76132824569294,-19756.06322441152,19359.301896165827,-5.350728251535014,-14.07567429389399,8.724946042358976
Dianchi,PLSR,10,47,0.2502240006685786,0.43082907322184033,-0.18060507255326175,-5.521020799775143,-4639.212131743949,4633.6911109441735,-1.910327272397284,-8.245489858625382,6.335162586228098
Dianchi,XGBoost,10,47,0.4249194708900363,0.15963551589202174,0.26528395499801455,-1.3116361951359186,-1.0837013841380614,-0.22793481099785717,-1.4213012264518472,-2.9967468299820372,1.57544560353019
Dianchi,MLP,10,47,0.6379320401015781,0.3674628856382387,0.2704691544633394,-3.2997130874693914,-20502.695346884615,20499.395633797147,-0.745438339395595,-14.126824848125771,13.381386508730177
Dianchi,PLSR,1,48,0.5141341405363147,0.5141341405363147,0.0,-16319.460183555122,-4432.230002369762,-11887.230181185361,-7.447514844330369,-7.447514844330366,-3.552713678800501e-15
Dianchi,XGBoost,1,48,0.21452664735863408,0.21452664735863408,0.0,-4.406148413241532,-1.1201711892479396,-3.285977223993592,-2.9281872119859784,-2.9281871233486907,-8.863728773178536e-08
Dianchi,MLP,1,48,0.31919721388545197,0.31919721388545197,0.0,-127053.61614864107,-19583.57474798203,-107470.04140065904,-13.915025053832448,-13.915025053832448,0.0
Dianchi,PLSR,3,48,0.5005355640006417,0.5005355640006417,0.0,-1088.9520782852776,-4457.042046924957,3368.089968639679,-5.447670840365758,-7.524534468650515,2.076863628284757
Dianchi,XGBoost,3,48,0.2122370232011598,0.2122370232011598,0.0,-2.7762616014514454,-1.1326290290239505,-1.643632572427495,-2.9643852175455234,-2.9746623836381345,0.01027716609261109
Dianchi,MLP,3,48,0.30056994002257703,0.30056994002257703,0.0,-163603.49680137896,-19694.4384077491,-143909.05839362985,-13.944874153355824,-14.051702793207099,0.10682863985127433
Dianchi,PLSR,5,48,0.27436022162470497,0.47637423096290404,-0.20201400933819907,-0.3049134820260955,-4804.907751626326,4804.6028381443,-1.3009861924130122,-8.25722374760888,6.956237555195868
Dianchi,XGBoost,5,48,0.19111092360774784,0.19014630744392774,0.0009646161638200978,-2.246971023540074,-1.1596539867395665,-1.0873170368005076,-2.313413610299597,-3.1399743405697604,0.8265607302701636
Dianchi,MLP,5,48,0.26108944167396814,0.2985633180987361,-0.03747387642476796,-1421.403972698628,-21221.87601367836,19800.472040979734,-7.105513588158431,-15.480058413393959,8.374544825235528
Dianchi,PLSR,10,48,0.05365212350203133,0.4528971363423071,-0.3992450128402758,-1.6213694376022456,-4741.077321106546,4739.455951668944,-2.15433490207836,-9.040107315021851,6.885772412943491
Dianchi,XGBoost,10,48,0.43310648097801835,0.14966921446017978,0.28343726651783857,-0.581544639015956,-0.9008034630301036,0.3192588240141476,-1.539187296666665,-2.824635431219662,1.285448134552997
Dianchi,MLP,10,48,0.6998036748466802,0.3524185681633074,0.34738510668337275,-1.3245222567808552,-20950.089834609076,20948.765312352294,-0.641952736406574,-16.134668526756638,15.492715790350063
Dianchi,PLSR,1,49,0.5270929048469505,0.5270929048469505,0.0,-3624.8098576482694,-4431.235242519765,806.4253848714957,-7.621843521052346,-7.621843521052343,-3.552713678800501e-15
Dianchi,XGBoost,1,49,0.2411831164697091,0.2411831164697091,0.0,-19.561506072273772,-1.0995877766345838,-18.461918295639187,-2.844089359742824,-2.8440893087264985,-5.101632538639933e-08
Dianchi,MLP,1,49,0.35560465072161374,0.35560465072161374,0.0,-328544.4086167355,-19577.169934260513,-308967.23868247494,-13.842512285498685,-13.842512285498678,-7.105427357601002e-15
Dianchi,PLSR,3,49,0.5369356729661356,0.5369356729661356,0.0,-16268.192200898666,-13665.388448226235,-2602.803752672431,-10.744886840592235,-11.529452457873585,0.7845656172813502
Dianchi,XGBoost,3,49,0.24446561377400086,0.24446561377400086,0.0,-10.76181118074379,-2.959446324986178,-7.802364855757611,-1.791004287240754,-3.9797566003703517,2.188752313129598
Dianchi,MLP,3,49,0.3336771809339819,0.3336771809339819,0.0,-80884.72561032906,-60392.45350221232,-20492.27210811674,-13.544154202082845,-20.752243557381608,7.208089355298762
Dianchi,PLSR,5,49,0.33712825070200475,0.5538034477241965,-0.2166751970221918,-0.8851283911690262,-23.0388856338521,22.153757242683074,-1.5730844939832607,-3.360523975378376,1.7874394813951153
Dianchi,XGBoost,5,49,0.1968871073980149,0.24721958942583283,-0.050332482027817926,-1.4987490695697963,-0.9937573899568171,-0.5049916796129792,-1.5537354905653271,-2.6672353884633386,1.1134998978980115
Dianchi,MLP,5,49,-0.047497260914752704,0.31815857541974346,-0.36565583633449616,-0.3765669750052165,-7.820800669690774,7.444233694685558,-0.7971774509755907,-6.6535888220939805,5.85641137111839
Dianchi,PLSR,10,49,0.23048767610561113,0.5634651575663724,-0.3329774814607612,-2.5665385786914965,-13968.88393956579,13966.3174009871,-6.358404069369953,-9.30935658896205,2.9509525195920974
Dianchi,XGBoost,10,49,0.48068786313704537,0.22259504600571675,0.2580928171313286,-3.6307591301439013,-3.150662712117419,-0.4800964180264824,-1.137614699930488,-4.199419176617073,3.061804476686585
Dianchi,MLP,10,49,0.6138331013439592,0.31418005808275196,0.29965304326120723,-4.186920679560069,-61878.675053659805,61874.488132980245,-0.43086784254314825,-20.150107874165617,19.71924003162247
Dianchi,PLSR,1,50,0.5219249448599753,0.5219249448599753,0.0,-1820.978503847398,-4422.841428604697,2601.862924757299,-7.562357958523183,-7.562357958523183,0.0
Dianchi,XGBoost,1,50,0.2227904088454725,0.2227904088454725,0.0,-10.504989739022907,-1.1090913169088847,-9.395898422114023,-2.8768493420311065,-2.876849418886003,7.685489666897638e-08
Dianchi,MLP,1,50,0.33723457683753794,0.33723457683753794,0.0,-319123.60282342165,-19539.301844012884,-299584.3009794088,-13.809884436747021,-13.809884436747021,0.0
Dianchi,PLSR,3,50,0.5814676429934434,0.5814676429934434,0.0,-402.69387412883304,-4484.836136449299,4082.142262320466,-6.857583684676682,-7.599750631109304,0.7421669464326222
Dianchi,XGBoost,3,50,0.2758301591438991,0.2758301591438991,0.0,-0.2330475329357964,-0.867298511932993,0.6342509789971966,-1.4416315523859495,-2.4677636810903367,1.0261321287043872
Dianchi,MLP,3,50,0.37199647026166843,0.37199647026166843,0.0,-342.23231388820477,-19810.76100988944,19468.528696001234,-6.296098943387815,-13.786989147043258,7.490890203655443
Dianchi,PLSR,5,50,0.47674591023252494,0.49311587220016334,-0.016369961967638402,-32.52232670529485,-4497.696100036739,4465.173773331444,-3.0847210724510825,-7.810942829634023,4.72622175718294
Dianchi,XGBoost,5,50,0.13528604283255413,0.16106873293158455,-0.02578269009903042,-0.8920797144233379,-1.1012264224315316,0.20914670800819368,-1.7205898605086545,-2.880274627558796,1.1596847670501416
Dianchi,MLP,5,50,-0.008564997958067927,0.2595808254868368,-0.26814582344490473,-0.8963242143735206,-19871.692589749477,19870.796265535104,-1.116982891184898,-14.024950311894983,12.907967420710085
Dianchi,PLSR,10,50,0.5486121897387353,0.5103324872925826,0.03827970244615264,-1.322511593673338,-23.592936340628988,22.27042474695565,-0.5314014799790796,-3.5409975892703116,3.0095961092912322
Dianchi,XGBoost,10,50,0.3500076379040649,0.154300752788426,0.1957068851156389,-0.8989576096653802,-1.0044177862354693,0.1054601765700891,-1.016441710254706,-2.6812065424564215,1.6647648322017154
Dianchi,MLP,10,50,0.3012810843919304,0.23558792969599315,0.06569315469593726,-0.7118478377313073,-6.711574511625613,5.999726673894306,-0.42281269976271774,-5.783653389680292,5.360840689917574
Dianchi,PLSR,1,51,0.5123040535882065,0.5123040535882065,0.0,-5530.713419984016,-4440.247216469835,-1090.466203514181,-7.5964554835857125,-7.5964554835857125,0.0
Dianchi,XGBoost,1,51,0.21832761906983225,0.21832761906983225,0.0,-2.7415285885876637,-1.1239808836168406,-1.6175477049708231,-2.944784398841249,-2.9447842422087596,-1.5663248964514764e-07
Dianchi,MLP,1,51,0.3165198295377907,0.3165198295377907,0.0,-142226.46500705124,-19618.12174419669,-122608.34326285456,-13.974640038132295,-13.9746400381323,5.329070518200751e-15
Dianchi,PLSR,3,51,0.5634413898901102,0.5634413898901102,0.0,-15057.756491971433,-4782.886162225272,-10274.870329746162,-7.620766217161101,-7.958414561318911,0.33764834415780953
Dianchi,XGBoost,3,51,0.22403830331201294,0.22403830331201294,0.0,-8.855677306064988,-1.1741914947099619,-7.681485811355026,-3.0921037028510847,-3.187928066227383,0.0958243633762983
Dianchi,MLP,3,51,0.37180149545039287,0.37180149545039287,0.0,-275399.67775226064,-21139.72955506867,-254259.948197192,-14.129706097454314,-15.198040732713945,1.0683346352596317
Dianchi,PLSR,5,51,0.332047243966401,0.5664094624631091,-0.23436221849670807,-1.0130108071012502,-22.856888745355597,21.843877938254348,-1.5582361126450577,-3.224053590699941,1.6658174780548833
Dianchi,XGBoost,5,51,0.21638606928549883,0.2857769281918576,-0.0693908589063588,-1.7891655333706344,-0.9729262446772264,-0.816239288693408,-1.3217628554631555,-2.5600454463509883,1.2382825908878328
Dianchi,MLP,5,51,-0.10773997722360511,0.3621828697172249,-0.46992284694083003,-0.6805404324002646,-7.7785293638872925,7.097988931487028,-0.7226403617418489,-6.416459432233129,5.69381907049128
Dianchi,PLSR,10,51,0.23400686662282905,0.494853230492721,-0.26084636386989196,-0.4256073032563743,-23.25597181873274,22.830364515476365,-1.499738622115368,-3.317411263601252,1.817672641485884
Dianchi,XGBoost,10,51,0.5744186150873518,0.27110179676685203,0.3033168183204998,-2.7079243155186994,-1.023537929274915,-1.6843863862437845,-1.319705719784697,-2.64204651769506,1.3223407979103627
Dianchi,MLP,10,51,0.5802897551101469,0.34529165705489784,0.23499809805524907,-0.7459772035696668,-7.945136579997914,7.1991593764282475,-0.18963895765488625,-6.8987056130626145,6.709066655407728
Dianchi,PLSR,1,52,0.5201306209751393,0.5201306209751393,0.0,-3365.44185630643,-4423.943195349568,1058.5013390431377,-7.557035403739102,-7.557035403739103,1.7763568394002505e-15
Dianchi,XGBoost,1,52,0.21566274489820794,0.21566274489820794,0.0,-5.275660249052244,-1.114596843341122,-4.161063405711122,-2.9125356976379932,-2.912535242271194,-4.553667993789645e-07
Dianchi,MLP,1,52,0.3145991995041876,0.3145991995041876,0.0,-193426.7312119318,-19545.32820560832,-173881.40300632347,-13.849282298599263,-13.849282298599261,-1.7763568394002505e-15
Dianchi,PLSR,3,52,0.5299990947439441,0.5299990947439441,0.0,-46346.69468840864,-13792.196267615698,-32554.498420792945,-12.867666231847876,-11.663814960223032,-1.2038512716248437
Dianchi,XGBoost,3,52,0.2307092221893021,0.2307092221893021,0.0,-126.11907451855318,-3.0968737924346073,-123.02220072611857,-4.842413767738836,-4.131595538323555,-0.7108182294152803
Dianchi,MLP,3,52,0.344595948172007,0.344595948172007,0.0,-1022827.0627671998,-60956.16129667212,-961870.9014705278,-21.448997248931008,-20.88704915136273,-0.5619480975682762
